,Compiler,torchbench,huggingface,timm_models
eager,eager,3.51,4.88,4.23
aot_eager,aot_eager,9.42,14.79,13.36
inductor,inductor,32.48,46.30,46.69
inductor_no_cudagraphs,inductor_no_cudagraphs,32.07,40.93,45.68
