dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.3073,30.6450,1.0630
cuda,beit_base_patch16_224,64,1.1023,19.2449,1.0607
cuda,botnet26t_256,128,1.2587,42.9402,0.9624
cuda,cait_m36_384,4,1.1576,64.1302,1.1746
cuda,coat_lite_mini,128,1.2668,66.0233,1.0246
cuda,convit_base,64,1.1865,28.8583,0.9008
cuda,convmixer_768_32,32,1.0745,22.7699,0.9968
cuda,convnext_base,64,1.5057,71.1603,0.9981
cuda,crossvit_9_240,128,1.2956,41.5953,0.8853
cuda,cspdarknet53,64,1.2340,21.4250,1.0666
cuda,deit_base_distilled_patch16_224,64,1.0837,20.4483,1.0805
cuda,dla102,128,1.3689,27.9777,1.0421
cuda,dm_nfnet_f0,128,1.4209,28.6965,1.0963
cuda,dpn107,32,1.1996,35.4228,0.9908
cuda,eca_botnext26ts_256,128,1.2516,49.6467,1.3608
cuda,eca_halonext26ts,128,1.2444,60.5173,1.3403
cuda,ese_vovnet19b_dw,128,1.2476,11.8415,1.0926
cuda,fbnetc_100,128,1.2644,19.5842,0.9971
cuda,fbnetv3_b,128,1.2969,32.8491,1.0510
cuda,gernet_l,128,1.0699,16.1919,0.9932
cuda,ghostnet_100,128,1.8308,29.6351,1.1252
cuda,gluon_inception_v3,128,1.3072,30.6582,1.0630
cuda,gluon_xception65,32,1.0739,35.0373,0.9929
cuda,gmixer_24_224,128,1.2325,32.5216,1.6267
cuda,gmlp_s16_224,128,1.1909,43.3690,0.9827
cuda,hrnet_w18,128,1.3781,93.1754,1.0121
cuda,inception_v3,128,1.3057,30.5585,1.0630
cuda,jx_nest_base,32,1.2509,65.4548,1.0604
cuda,lcnet_050,128,1.6950,11.9992,0.9655
cuda,mixer_b16_224,128,1.0635,22.6455,1.0538
cuda,mixnet_l,128,1.1482,28.3537,1.0619
cuda,mnasnet_100,128,1.2818,16.7456,0.9921
cuda,mobilenetv2_100,128,1.3473,18.2445,1.2829
cuda,mobilenetv3_large_100,128,1.3476,18.5079,1.0413
cuda,mobilevit_s,64,1.1656,99.2212,1.3596
cuda,nfnet_l0,128,1.3281,19.7491,1.4934
cuda,pit_b_224,64,1.1751,18.2255,1.0753
cuda,pnasnet5large,16,1.1929,69.6441,1.3351
cuda,poolformer_m36,64,1.1471,42.5536,1.0698
cuda,regnety_002,128,1.3174,16.1694,1.0399
cuda,repvgg_a2,128,1.1671,16.9663,0.9903
cuda,res2net101_26w_4s,64,1.1891,49.6329,1.0167
cuda,res2net50_14w_8s,128,1.3235,45.5608,1.0211
cuda,res2next50,128,1.2715,26.3327,1.0161
cuda,resmlp_12_224,128,0.8018,25.2927,0.7979
cuda,resnest101e,64,1.2717,60.5222,1.1036
cuda,rexnet_100,128,1.2200,24.3747,1.4763
cuda,sebotnet33ts_256,64,1.2689,58.0232,0.9709
cuda,selecsls42b,128,1.2524,14.6289,1.0049
cuda,spnasnet_100,128,1.2534,19.5373,0.9927
cuda,swin_base_patch4_window7_224,64,1.1341,88.6720,1.0515
cuda,swsl_resnext101_32x16d,32,1.0709,30.3039,0.9925
cuda,tf_efficientnet_b0,128,1.2671,21.2456,1.3823
cuda,tf_mixnet_l,128,1.1666,29.7682,1.1453
cuda,tinynet_a,128,1.1997,23.8997,1.5856
cuda,tnt_s_patch16_224,128,1.5449,33.6940,0.8622
cuda,twins_pcpvt_base,64,1.1713,80.7442,1.0857
cuda,visformer_small,128,1.0129,24.3265,0.9934
cuda,vit_base_patch16_224,64,1.0752,20.2179,1.0835
cuda,volo_d1_224,64,1.3664,36.9204,1.0658
cuda,xcit_large_24_p8_224,5,1.3154,79.2271,1.0573
