dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,9.860090,8.592205,3.140942,1.769134,7.157445,2.856279,1.032218,0.138173,1.445194,7.312929,0.890993
cuda,AlbertForQuestionAnswering,4,9.877227,8.612663,3.108413,1.713515,7.373133,2.806071,1.017043,0.133982,1.068579,7.126257,0.513331
cuda,BartForCausalLM,4,12.790014,11.532208,5.773378,1.710073,8.817222,2.804362,1.425261,0.222210,1.357537,1.463391,6.196146
cuda,BartForConditionalGeneration,2,31.222499,27.908925,13.467623,4.750448,18.577350,7.801548,2.873559,0.819528,0.961258,1.260636,11.037156
cuda,BertForMaskedLM,16,13.156399,11.660126,5.727784,1.987248,8.236806,2.682883,1.553363,0.245522,1.888561,6.473054,1.431964
cuda,BertForQuestionAnswering,16,13.024333,11.547832,5.694362,1.943123,8.049600,2.610971,1.513441,0.245239,1.458842,5.844942,1.012089
cuda,BlenderbotSmallForCausalLM,64,7.775012,6.941141,3.130866,1.148720,5.438468,2.019102,0.842979,0.144401,2.419820,5.933605,2.077238
cuda,BlenderbotSmallForConditionalGeneration,64,19.719149,17.621963,7.854486,2.828170,12.130989,5.247787,2.059331,0.489003,2.014633,1.825260,9.262756
cuda,CamemBert,16,13.154623,11.675075,5.758579,1.962379,8.182594,2.647804,1.527756,0.246891,0.807582,5.282954,0.340993
cuda,DebertaForMaskedLM,4,24.687159,19.379260,11.753765,2.562233,15.124918,3.961305,1.931630,0.325597,17.268020,0.830602,23.432535
cuda,DebertaForQuestionAnswering,8,25.334088,19.852736,12.060337,2.559323,15.753553,3.950069,1.922940,0.330750,21.937905,1.769212,28.432348
cuda,DebertaV2ForMaskedLM,1,34.887644,26.312884,14.001772,2.961017,17.935382,4.457428,2.371948,0.561023,42.539315,1.469467,49.813440
cuda,DebertaV2ForQuestionAnswering,2,34.323466,25.756609,13.546960,3.394138,18.064658,5.187048,2.743239,0.552459,42.490187,0.507787,50.778650
cuda,DistilBertForMaskedLM,128,6.669964,6.040806,2.871444,0.958220,4.628928,1.452872,0.674837,0.112200,1.512084,4.273932,1.179760
cuda,DistilBertForQuestionAnswering,256,6.736160,6.079197,2.860866,0.937591,4.707875,1.445260,0.667422,0.107231,0.928026,3.759104,0.572963
cuda,DistillGPT2,16,8.319330,7.509072,4.545526,1.017246,6.273255,1.456514,0.684104,0.099958,2.100493,2.689165,4.893302
cuda,ElectraForCausalLM,32,15.231842,13.668753,7.549154,1.968705,10.896533,2.781523,1.283084,0.249877,3.527693,2.905793,8.936990
cuda,ElectraForQuestionAnswering,64,13.037200,11.511468,5.520302,1.978383,7.991804,2.983759,1.267627,0.254705,1.840523,6.379986,1.336940
cuda,GPT2ForSequenceClassification,4,11.849446,10.274037,4.626811,1.944297,6.739414,2.791370,1.214206,0.217000,1.382787,5.522405,1.013364
cuda,GoogleFnet,16,9.857825,8.876599,6.039786,1.094503,9.733439,1.780395,0.656865,0.109788,4.199759,1.767191,9.053855
cuda,LayoutLMForMaskedLM,16,13.939320,11.977578,5.916117,1.839540,8.489734,3.076335,1.288915,0.255020,1.914664,6.613087,1.430470
cuda,LayoutLMForSequenceClassification,16,13.786940,11.863861,5.933846,1.992862,10.036792,3.714832,1.488506,0.259297,7.280622,13.465442,6.727712
cuda,M2M100ForConditionalGeneration,16,29.647389,26.197778,12.275987,3.996468,19.131888,7.294866,3.169204,0.679772,4.087459,8.671231,15.460907
cuda,MBartForCausalLM,4,14.555683,13.316657,7.366818,1.734885,10.203350,2.901801,1.169707,0.228102,1.343572,1.358793,6.003595
cuda,MBartForConditionalGeneration,2,31.176422,27.776746,12.957470,4.880937,18.064908,7.931623,2.963117,0.861836,0.938187,0.522250,11.146494
cuda,MT5ForConditionalGeneration,16,22.964632,19.501307,8.662934,3.436887,13.628750,5.831051,1.900281,0.457326,4.046129,20.621356,12.616964
cuda,MegatronBertForCausalLM,4,22.687721,19.455675,7.743985,3.618750,11.767839,6.115625,2.425476,0.634619,1.158917,8.976173,0.390929
cuda,MegatronBertForQuestionAnswering,8,22.627005,19.319300,7.521736,3.550310,11.355197,5.888432,2.327981,0.626227,1.431722,8.988465,0.566813
cuda,MobileBertForMaskedLM,64,33.486472,26.810297,7.188275,5.042040,17.577948,8.970625,3.752539,1.952043,3.229441,18.973994,1.740137
cuda,MobileBertForQuestionAnswering,128,33.468404,26.782243,7.079510,5.488076,18.883174,9.501373,4.247614,2.258464,2.740038,20.351973,1.030761
cuda,OPTForCausalLM,2,13.303588,11.961919,6.098602,1.770306,9.380853,3.335189,1.336016,0.237411,1.525190,1.694800,6.666822
cuda,PLBartForCausalLM,8,8.152638,7.459476,4.228734,0.961643,6.460033,1.529512,0.696567,0.107802,1.100797,1.173435,4.339311
cuda,PLBartForConditionalGeneration,4,16.707733,15.022908,7.056847,2.404049,11.316881,4.494298,1.712488,0.361133,1.672732,1.735520,8.453204
cuda,PegasusForCausalLM,32,13.138656,11.804472,6.208096,1.698381,9.828918,2.848997,1.240164,0.232226,1.723635,1.590958,7.129109
cuda,PegasusForConditionalGeneration,32,28.496517,25.299320,10.955878,4.063307,16.500399,6.826433,3.020473,0.655876,2.305371,0.686414,12.132460
cuda,RobertaForCausalLM,16,13.417971,11.913525,5.942869,1.797685,8.480402,2.961077,1.564160,0.245956,0.808701,0.714570,5.232912
cuda,RobertaForQuestionAnswering,16,13.155706,11.666730,5.778321,1.756169,8.405682,2.862767,1.518939,0.244109,0.491698,4.965838
cuda,Speech2Text2ForCausalLM,256,8.219253,7.468603,4.696995,0.818738,7.340425,1.298307,0.619043,0.108316,1.410278,1.104705,4.918367
cuda,T5ForConditionalGeneration,4,17.310130,14.841225,6.915400,2.133647,12.912964,4.565210,1.436940,0.285240,2.492470,5.830572,10.741374
cuda,T5Small,4,16.624305,14.181799,6.701437,2.115225,12.796117,4.438810,1.410029,0.285764,2.352702,5.688624,10.679996
cuda,TrOCRForCausalLM,32,13.267739,11.986785,5.863111,1.700835,9.320130,3.319499,1.253912,0.243959,1.314417,1.091095,6.561916
cuda,XGLMForCausalLM,8,26.535247,23.863147,11.835885,3.904850,17.279149,7.352964,2.499185,0.668688,4.227578,22.059707,14.025610
cuda,YituTechConvBert,16,19.826548,17.450418,8.507446,3.231473,13.641400,4.531454,1.866900,0.429024,6.328601,8.082517,14.832205
