dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,14.343535,12.918290,6.120404,2.066468,8.343233,3.464209,1.304348,0.264730,0.000005,8.152775,4.387512
cuda,Background_Matting,4,13.968899,13.124900,6.923998,2.656403,9.954973,5.096408,2.486633,0.265609,0.516276,6.298622
cuda,LearningToPaint,96,6.053201,5.682011,3.131844,0.954746,3.679793,1.232541,0.583412,0.088182,0.237448,1.779395
cuda,Super_SloMo,6,14.292608,13.203155,7.456039,2.662235,10.124310,5.347408,2.036648,0.115212,0.377817,5.788550
cuda,alexnet,128,1.782127,1.707344,1.427926,0.189806,2.583414,0.704236,0.248172,0.013049,0.133234,1.483699
cuda,attention_is_all_you_need_pytorch,256,29.505106,28.288786,21.333557,1.976676,23.865015,3.661858,1.810358,0.300410,0.517762,9.031356,5.134162
cuda,dcgan,32,1.863936,1.778171,1.343956,0.174773,1.918579,0.176148,0.076486,0.011723,0.107248,0.863976
cuda,demucs,4,0.235140
cuda,densenet121,4,36.405121,34.333960,17.882493,6.449143,22.887127,13.547090,4.195891,0.823236,0.853492,12.567817
cuda,dlrm,1024,1.616852,1.451139,1.057070,0.148237,1.967650,0.336659,0.100904,0.014205,0.114529,1.180878
cuda,drq,1,2.141288,1.974282,1.621683,0.109615,2.553351,0.111722,0.057462,0.012727,0.255834,1.304342
cuda,fastNLP_Bert,6,15.615430,14.103424,8.187664,1.796658,11.583344,3.264988,1.351647,0.251441,0.787235,4.220231,6.071602
cuda,functorch_dp_cifar10,64,5.340036,5.117660,2.837746,1.082271,5.370089,2.065817,0.619790,0.060893,3.626629,7.281729,3.463141
cuda,hf_Albert,8,9.830525,8.587968,3.303564,1.738186,6.531881,3.050779,1.036657,0.141924,3.409049,8.457537,3.042101
cuda,hf_Bart,4,18.875987,17.218248,9.254914,2.645907,13.163879,4.179053,1.952481,0.354086,2.804101,3.570045,9.478569
cuda,hf_Bert,4,13.280971,11.800409,5.833529,1.761607,8.700957,2.852662,1.508153,0.245387,0.671964,5.388496,0.355240
cuda,hf_Bert_large,4,26.167704,23.208974,11.664334,3.665469,15.807472,5.964432,2.395429,0.626295,1.148934,9.134801,0.368844
cuda,hf_DistilBert,8,6.421760,5.821094,2.903046,0.931516,4.850092,1.579244,0.659081,0.113328,2.161833,5.085659,1.869973
cuda,hf_GPT2,4,11.299033,9.772518,4.392142,1.819189,6.424261,2.509758,1.200613,0.216638,2.189949,6.294868,1.842899
cuda,hf_Reformer,4,10.850523,9.152986,7.635561,0.700210,8.363298,1.087126,0.538853,0.049654,2.402131,3.657662,3.867843
cuda,hf_T5_large,2,60.780714,50.175859,20.958220,8.439464,33.807704,18.024746,5.146403,2.261057,5.151408,24.323525,26.899667
cuda,lennard_jones,1000,1.150671,1.094219,0.880056,0.057679,1.387449,0.043312,0.033036,0.005735,0.151802,0.720817
cuda,mnasnet1_0,32,14.343162,13.558376,7.462952,2.594784,8.511392,3.714976,1.586290,0.267889,3.283455,7.022048,2.934164
cuda,mobilenet_v2,96,15.598653,14.762146,8.015987,2.462961,8.891698,4.154402,1.710831,0.312165,0.385308,3.824967
cuda,mobilenet_v3_large,32,14.850451,13.990964,7.318022,2.488269,9.245027,4.030997,1.650425,0.288356,33.700606,38.220755,33.434166
cuda,nvidia_deeprecommender,256,1.450553,1.348337,1.045565,0.100284,2.107783,0.089417,0.046161,0.008606,0.516958,1.685578,0.394281
cuda,pytorch_CycleGAN_and_pix2pix,1,5.347229,5.012200,2.481653,0.889156,4.475026,1.683911,0.640823,0.067605,0.207188,3.129932
cuda,pytorch_stargan,16,6.062740,5.712803,3.071181,0.975212,4.066212,1.088839,0.379685,0.056392,19.085153,38.645982,21.095945
cuda,pytorch_struct,200,1.883021,1.727574,1.153931,0.139037,2.381510,0.166784,0.096046,0.019526,15.385418,16.761749,15.241028
cuda,pytorch_unet,1,7.121789,6.704136,3.708280,1.166362,5.310977,2.263519,0.848758,0.092893,0.252275,3.066928
cuda,resnet152,32,37.158955,34.709655,15.347281,7.225181,16.738919,9.606114,3.297993,1.275111,3.673958,12.582022,2.705054
cuda,resnet18,16,6.581498,6.232377,3.883248,1.104006,4.823089,1.649058,0.849385,0.085677,2.865840,4.945957,2.683207
cuda,resnet50,32,13.619276,12.762798,6.456612,2.304538,7.497461,3.413392,1.391525,0.258316,3.273796,6.886487,2.916277
cuda,resnext50_32x4d,8,13.102944,12.259049,5.834504,2.186578,7.007426,3.003775,1.353527,0.232044,3.447876,7.073294,3.231264
cuda,shufflenet_v2_x1_0,128,16.714891,15.653351,8.094396,2.651563,10.158596,4.613250,2.600587,0.393320,0.239084,5.061816
cuda,soft_actor_critic,256,1.737077,1.614912,1.417549,0.056917,2.300316,0.049774,0.030409,0.005980,0.309112,1.253388
cuda,speech_transformer,32,17.594342,15.853794,8.349502,2.428509,12.033470,4.119407,1.784859,0.280156,0.141579,6.371217
cuda,squeezenet1_1,32,2.549455,2.387830,1.773671,0.402836,3.367629,1.172944,0.528386,0.034582,0.165894,2.175677
cuda,timm_efficientdet,1,57.713736,48.310269,22.654804,10.836858,32.352658,18.284106,5.331293,1.663684,34.976241,47.369304,55.926932
cuda,timm_efficientnet,32,16.706571,14.950093,7.708353,2.789184,10.272202,4.532851,2.202523,0.332856,39.956807,45.627653,39.645362
cuda,timm_nfnet,128,15.287976,13.306195,5.391064,3.243711,11.282206,5.132549,1.759072,0.297476,1.214542,10.478832,0.687616
cuda,timm_regnet,32,17.560427,15.353216,6.966682,3.195407,8.536605,4.011632,1.558600,0.379853,23.415957,28.314190,23.004745
cuda,timm_resnest,32,9.446996,8.938728,5.925434,1.281862,8.259455,3.181737,1.304200,0.112379,33.229623,44.268845,37.034989
cuda,timm_vision_transformer,8,9.025326,8.268003,4.033049,1.355196,7.396038,2.439701,1.116787,0.177691,13.462381,16.928187,18.250543
cuda,timm_vision_transformer_large,8,26.111750,23.602766,9.320726,4.794914,15.821261,8.005435,3.327981,0.990595,10.627318,10.907084,22.147463
cuda,timm_vovnet,32,12.347318,10.949292,6.036535,1.893301,8.118081,3.789726,1.505271,0.184312,3.275064,7.494296,2.938195
cuda,tts_angular,64,1.097764,0.997657,0.894203,0.046248,1.377601,0.027310,0.014434,0.001590,0.095948,0.627799
cuda,vgg16,64,2.033143,1.927430,1.489831,0.266324,2.687856,0.762065,0.311219,0.022319,0.218274,1.691623
cuda,yolov3,16,21.413758,19.816057,10.482877,3.767565,13.314335,6.554857,2.903246,0.462462,0.390514,7.129976
