dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,0.9998,384.2617,5.5614,0.9222
cuda,AlbertForQuestionAnswering,4,1.0013,381.1355,5.5016,0.9399
cuda,AllenaiLongformerBase,4,0.6331,390.4242,21.3971,0.9308
cuda,BartForCausalLM,4,0.9627,126.3515,5.2969,0.9067
cuda,BartForConditionalGeneration,2,0.9871,148.7402,13.7719,0.8824
cuda,BertForMaskedLM,16,0.9690,137.6643,5.6734,0.9392
cuda,BertForQuestionAnswering,16,0.9899,111.0170,5.7052,0.9323
cuda,BlenderbotForCausalLM,4,0.9833,78.7832,10.3252,1.0018
cuda,BlenderbotSmallForCausalLM,64,0.9122,70.5996,3.6098,0.8374
cuda,BlenderbotSmallForConditionalGeneration,64,0.9479,125.0484,9.0524,0.8953
cuda,CamemBert,16,0.9688,139.0587,5.6676,0.9372
cuda,DebertaForMaskedLM,4,0.7904,74.4102,10.6566,0.9829
cuda,DebertaForQuestionAnswering,8,0.9674,83.8885,10.7350,1.0448
cuda,DebertaV2ForMaskedLM,1,0.6962,114.8839,16.6389,0.9997
cuda,DebertaV2ForQuestionAnswering,2,0.8203,119.7917,16.6666,0.9824
cuda,DistilBertForMaskedLM,128,0.9531,127.9155,2.8923,0.8829
cuda,DistilBertForQuestionAnswering,256,0.9991,144.5312,2.8590,0.9594
cuda,DistillGPT2,16,0.9501,126.0585,2.8990,0.8833
cuda,ElectraForCausalLM,32,0.9402,112.4776,5.7388,0.8814
cuda,ElectraForQuestionAnswering,64,0.9908,126.0100,5.6793,0.9522
cuda,GPT2ForSequenceClassification,4,0.9751,103.9614,5.8544,0.9064
cuda,GoogleFnet,16,0.9988,101.2889,3.0304,0.9204
cuda,LayoutLMForMaskedLM,16,0.9699,140.2771,6.0515,0.9393
cuda,LayoutLMForSequenceClassification,16,0.9904,113.4988,6.0602,0.9326
cuda,M2M100ForConditionalGeneration,16,0.9587,118.2084,14.2483,0.8959
cuda,MBartForCausalLM,4,0.9624,126.4194,5.4616,0.9068
cuda,MBartForConditionalGeneration,2,0.9886,148.8056,14.2304,0.8820
cuda,MT5ForConditionalGeneration,16,0.9144,94.2662,11.8070,0.8698
cuda,MegatronBertForCausalLM,4,0.9880,100.7174,11.4481,0.8908
cuda,MegatronBertForQuestionAnswering,8,0.9900,171.6315,11.3178,0.9167
cuda,MobileBertForMaskedLM,64,0.9224,174.5072,23.8920,0.8257
cuda,MobileBertForQuestionAnswering,128,0.9855,144.1229,23.1802,0.9908
cuda,OPTForCausalLM,2,0.9310,180.2353,5.5382,0.9234
cuda,PLBartForCausalLM,8,0.9493,123.6394,2.8090,0.8875
cuda,PLBartForConditionalGeneration,4,0.9621,125.0809,7.2763,0.9321
cuda,PegasusForCausalLM,32,0.9553,87.8534,5.3104,0.8798
cuda,PegasusForConditionalGeneration,32,0.9830,175.9445,13.6480,0.9483
cuda,RobertaForCausalLM,16,0.9704,145.9938,5.9338,0.9389
cuda,RobertaForQuestionAnswering,16,0.9893,111.5839,5.8139,0.9323
cuda,Speech2Text2ForCausalLM,256,0.9249,69.2214,2.9467,0.8392
cuda,T5ForConditionalGeneration,4,0.8245,126.1137,8.3918,0.9589
cuda,T5Small,4,0.8280,125.4997,8.3450,0.9589
cuda,TrOCRForCausalLM,32,0.9548,173.8705,5.2662,0.8736
cuda,XGLMForCausalLM,8,0.9501,80.2737,11.1877,0.8979
cuda,XLNetLMHeadModel,8,0.9639,384.6055,18.8698,0.9279
cuda,YituTechConvBert,16,0.9707,159.2591,8.7912,0.9321
