dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,39.678285,33.162976,29.452864,16.810018,5.870598,25.703276,9.600645,5.115458,0.596952,96.219939,15.139976
cuda,beit_base_patch16_224,64,22.339104,17.988024,14.286174,8.263909,1.979678,13.181120,3.719321,2.059120,0.291470,3.256548,7.060865
cuda,botnet26t_256,128,25.646610,22.564330,18.790527,13.799411,3.177606,20.562824,5.945989,2.746533,0.146164,52.520948,10.106901
cuda,cait_m36_384,4,60.021009,46.132943,42.270481,19.292758,6.263926,37.579730,16.207754,7.819045,2.247490,21.252978,25.710175
cuda,coat_lite_mini,128,26.450407,22.897338,19.207069,13.194388,2.956827,25.387207,7.826829,3.398309,0.236981,42.522401,15.330341
cuda,convit_base,64,24.754267,20.554043,16.746611,9.661474,2.217684,19.313466,5.515460,2.527077,0.295943,8.933635,12.069561
cuda,convmixer_768_32,32,21.367495,19.684942,15.811187,6.744714,2.943130,11.646379,3.814273,2.116717,0.318797,8.345335,2.637097
cuda,convnext_base,64,29.267173,22.045329,18.299370,9.880695,3.761954,19.278876,5.938571,3.366523,0.530155,12.196360,13.399725
cuda,crossvit_9_240,128,32.356466,25.981266,22.128948,11.734876,3.672985,25.301040,7.613914,3.710089,0.477258,32.713833,17.541065
cuda,cspdarknet53,64,31.809870,25.515574,21.622072,11.656778,4.040766,17.756485,5.100150,2.726641,0.340085,51.915230,10.777317
cuda,deit_base_distilled_patch16_224,64,21.099413,17.828578,13.852836,8.400217,1.644080,25.707627,4.135993,1.968092,0.242683,3.804033,19.098582
cuda,dla102,128,40.123304,33.103992,29.241331,15.038913,5.318322,22.600547,8.017710,3.958761,0.586282,39.736048,13.282183
cuda,dm_nfnet_f0,128,27.387258,20.938192,17.838262,8.286082,3.928771,16.036241,5.194264,2.326381,0.287801,29.294677,11.927101
cuda,dpn107,32,47.064178,36.948274,33.899949,17.346827,6.180181,26.041095,7.535160,4.784668,0.582845,29.257508,15.706518
cuda,eca_botnext26ts_256,128,27.284055,24.029905,20.183129,14.451184,3.034006,21.560420,6.654011,2.566831,0.165621,53.542024,10.332706
cuda,ese_vovnet19b_dw,128,18.340357,15.820693,11.941848,8.420188,2.196382,13.567961,3.465235,1.637503,0.123242,45.911997,7.464601
cuda,fbnetc_100,128,30.048968,24.861698,20.860076,12.584809,3.743716,18.526139,4.713965,2.597494,0.311754,94.457805,9.926659
cuda,fbnetv3_b,128,44.063132,35.494417,32.638818,17.121180,5.966181,26.202176,9.037087,4.312135,0.658594,98.492466,15.463134
cuda,gernet_l,128,26.486114,21.204120,16.599675,8.901546,2.890833,14.181275,3.251591,1.924857,0.239085,47.678926,8.382221
cuda,ghostnet_100,128,40.704134,32.957591,30.200266,17.193734,4.917581,28.558586,8.345148,4.244943,0.496842,178.676816,16.629124
cuda,gluon_inception_v3,128,38.156205,32.329143,29.505707,17.049944,5.653935,26.029678,9.348499,5.077620,0.594916,100.195491,14.994910
cuda,gluon_xception65,32,42.204247,33.728023,30.961446,14.129098,6.482185,20.065032,7.570073,3.709440,0.744357,29.442372,12.912926
cuda,gmixer_24_224,128,30.767164,24.326648,19.944257,10.108260,2.542316,18.253910,5.881808,3.051719,0.411404,6.863705,11.145414
cuda,gmlp_s16_224,128,28.733823,22.496625,19.598275,10.485155,3.110151,19.440762,6.177629,3.191698,0.438724,12.707874,12.318410
cuda,hrnet_w18,128,100.463732,91.647599,88.704563,41.198122,18.216190,58.707145,29.025806,12.464058,5.045419,89.135853,38.217209
cuda,inception_v3,128,38.634861,32.641280,29.844601,16.728865,5.715777,25.852215,8.976634,5.640672,0.592021,93.364484,15.211962
cuda,jx_nest_base,32,37.030419,29.924587,26.895653,15.065643,4.619820,28.077005,10.938145,4.306323,0.605879,22.846246,17.963439
cuda,lcnet_050,128,18.670130,16.045339,13.109379,8.537472,2.039096,13.193859,3.063318,1.537191,0.133078,67.703517,6.823647
cuda,mixer_b16_224,128,18.291866,15.094352,12.169117,7.276310,1.674961,12.383892,2.273731,1.342938,0.154067,5.836112,6.901670
cuda,mixnet_l,128,39.272080,30.497273,27.652326,15.220177,4.578454,24.614772,7.129849,4.028582,0.541569,100.048256,14.300525
cuda,mnasnet_100,128,26.351009,22.370879,18.364105,11.609279,2.599112,17.758545,4.125878,2.156844,0.232503,84.729972,8.940915
cuda,mobilenetv2_100,128,27.541686,23.496829,19.479640,12.257254,2.732077,18.451497,4.567109,2.155699,0.239846,94.736210,9.134628
cuda,mobilenetv3_large_100,128,29.543545,25.076295,21.087641,13.681726,3.289758,21.781106,4.907205,2.748012,0.264214,114.257179,11.599964
cuda,mobilevit_s,64,39.539150,33.864797,29.980352,20.660572,4.569031,37.883336,14.342298,6.603007,0.418590,99.347521,22.049271
cuda,nfnet_l0,128,26.951511,21.615396,17.587259,8.955181,3.171214,17.433881,5.219638,2.326269,0.288043,36.245455,11.874770
cuda,pit_b_224,64,23.677741,19.980804,16.042043,9.841032,2.136598,16.711674,4.406072,2.204265,0.269797,11.872952,9.172866
cuda,pnasnet5large,16,74.701063,66.810152,62.838475,31.196290,11.397237,47.772208,21.929557,10.334134,1.977044,49.087575,28.859502
cuda,poolformer_m36,64,42.778266,35.156345,31.267421,18.186209,6.572151,32.135306,14.954491,6.430553,0.621554,31.558135,20.911731
cuda,regnety_002,128,26.352373,21.355259,17.386395,10.498719,3.094230,16.634092,3.791957,2.156937,0.254021,72.436537,9.425915
cuda,repvgg_a2,128,25.582770,20.676946,16.792887,9.251503,3.032445,14.148133,3.741785,1.750867,0.221709,27.654898,8.143907
cuda,res2net101_26w_4s,64,64.911609,53.752150,49.842655,24.382226,8.901817,36.383689,15.215047,7.380730,1.551459,57.969903,21.990753
cuda,res2net50_14w_8s,128,57.838506,48.314790,44.432147,21.536896,8.036929,34.204084,13.903128,6.795025,1.274025,36.910831,21.306354
cuda,res2next50,128,36.134414,30.924246,26.913709,14.624529,4.759863,22.370948,7.351911,4.318524,0.506861,34.724813,13.122779
cuda,resmlp_12_224,128,17.437817,14.574493,10.780147,7.304260,1.053142,21.699112,2.217985,1.633178,0.134296,8.025983,15.533585
cuda,resnest101e,64,59.825880,48.323154,44.390721,21.261724,7.502265,33.297658,12.839621,6.315738,1.198139,76.606097,21.151895
cuda,rexnet_100,128,37.800429,32.128294,28.224842,18.302637,4.056636,31.040254,6.668324,3.371717,0.340387,238.559653,17.079059
cuda,sebotnet33ts_256,64,32.999610,28.683868,24.731941,17.168209,3.760283,26.274427,8.613868,3.437477,0.231309,62.136063,13.078847
cuda,selecsls42b,128,22.754699,20.256281,16.350826,10.760394,2.282162,17.984864,4.740084,2.191682,0.183140,55.604900,9.666937
cuda,spnasnet_100,128,30.470412,25.306804,21.253493,12.965668,3.735399,19.554433,4.790722,2.595118,0.307306,91.178922,10.568286
cuda,swin_base_patch4_window7_224,64,47.239354,38.238707,34.290342,19.730199,5.081863,40.599106,14.545741,6.996454,0.750066,29.510484,26.345922
cuda,swsl_resnext101_32x16d,32,36.889278,30.310745,26.312842,12.283639,5.520588,17.792140,5.900303,3.067821,0.492037,9.648101,11.426604
cuda,tf_efficientnet_b0,128,31.540719,26.464484,22.424678,13.705412,3.609798,22.463545,5.775628,2.852779,0.313588,108.178185,12.616312
cuda,tf_mixnet_l,128,42.898355,33.250815,29.349392,17.100761,4.674569,28.130168,7.536388,4.366663,0.555900,99.898803,16.035715
cuda,tinynet_a,128,35.601161,29.336353,25.513363,15.154390,4.419024,23.864601,6.321875,3.192517,0.385876,111.932494,13.426642
cuda,tnt_s_patch16_224,128,38.521959,30.833807,26.962784,13.581678,3.805459,24.393825,8.467310,4.023742,0.759851,12.924747,15.307915
cuda,twins_pcpvt_base,64,50.801967,39.923934,36.040947,18.243500,6.027447,34.111139,13.367068,5.810647,1.414566,68.676394,22.367956
cuda,visformer_small,128,23.450417,20.641128,16.564457,10.858905,2.510648,16.796160,3.659871,1.742145,0.210468,34.673865,8.615127
cuda,vit_base_patch16_224,64,21.178631,17.898458,13.938307,8.494941,1.702170,24.635032,3.694920,1.868479,0.274390,3.916320,17.987132
