dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,AlbertForMaskedLM,4,0.8848,301.3105,8.0875,0.7338,16.5008,22.4858,441,1,11,6
cuda,AlbertForQuestionAnswering,4,0.8858,298.5677,8.0815,0.7449,16.2630,21.8332,441,1,11,6
cuda,AllenaiLongformerBase,4,0.6531,279.6926,31.6744,0.7887,8.3229,10.5525,1717,161,138,12
cuda,BartForCausalLM,4,0.9663,118.6324,11.8694,0.8923,11.9027,13.3401,486,16,19,11
cuda,BartForConditionalGeneration,2,0.9673,142.1183,25.2928,0.8987,15.5970,17.3560,1260,1,11,6
cuda,BertForMaskedLM,16,0.9619,114.4134,10.6321,0.9207,11.6459,12.6486,372,1,11,6
cuda,BertForQuestionAnswering,16,0.9706,98.0653,10.8045,0.9284,8.8466,9.5286,379,1,11,6
cuda,BlenderbotForCausalLM,4,0.7505,143.6817,22.2089,0.9937,31.1116,31.3097,938,28,19,11
cuda,BlenderbotSmallForCausalLM,64,0.8995,64.7825,8.2529,0.7493,7.7848,10.3895,331,12,19,11
cuda,BlenderbotSmallForConditionalGeneration,64,0.9117,122.6174,17.0130,0.8895,13.3990,15.0628,842,1,11,6
cuda,CamemBert,16,0.9641,122.7699,10.6771,0.9184,11.8036,12.8523,379,1,11,6
cuda,DebertaForMaskedLM,4,0.6318,99.5921,13.5712,0.9156,4.9442,5.3999,728,95,164,15
cuda,DebertaForQuestionAnswering,8,0.7888,95.8109,13.1304,1.0537,6.2231,5.9058,735,95,164,15
cuda,DebertaV2ForMaskedLM,1,0.5848,177.2654,26.9065,0.9068,11.6411,12.8370,933,179,287,15
cuda,DebertaV2ForQuestionAnswering,2,0.5925,176.5837,26.1976,0.9763,12.2851,12.5838,940,179,287,15
cuda,DistilBertForMaskedLM,128,0.9514,88.9580,5.5224,0.8468,11.0526,13.0528,208,1,11,6
cuda,DistilBertForQuestionAnswering,256,0.9880,104.4517,5.4389,0.9556,9.5385,9.9817,216,1,11,6
cuda,DistillGPT2,16,0.9575,110.5569,5.0991,0.8591,11.4247,13.2987,332,1,11,6
cuda,ElectraForCausalLM,32,0.9361,93.8624,13.3421,0.7864,11.1043,14.1196,379,6,15,8
cuda,ElectraForQuestionAnswering,64,0.9770,117.2012,10.7231,0.9537,10.4133,10.9191,380,1,11,6
cuda,GPT2ForSequenceClassification,4,0.9564,95.6516,9.7129,0.9060,9.0873,10.0306,646,1,11,6
cuda,LayoutLMForMaskedLM,16,0.9626,116.9470,11.2583,0.9211,11.6797,12.6804,398,1,11,6
cuda,LayoutLMForSequenceClassification,16,0.9718,100.6572,11.1168,0.9295,8.8766,9.5502,396,1,11,6
cuda,M2M100ForConditionalGeneration,16,0.8089,135.9207,25.8508,0.8772,11.3017,12.8833,1204,20,25,10
cuda,MBartForCausalLM,4,0.9665,117.2352,11.7773,0.8913,11.9196,13.3737,485,16,19,11
cuda,MBartForConditionalGeneration,2,0.9590,144.5336,25.7860,0.8946,15.6138,17.4533,1265,1,11,6
cuda,MT5ForConditionalGeneration,16,0.8449,109.1826,18.1920,0.8495,10.9634,12.9064,1175,1,11,6
cuda,MegatronBertForCausalLM,4,0.9138,94.5051,21.1038,0.8644,9.0322,10.4486,723,1,11,6
cuda,MegatronBertForQuestionAnswering,8,0.9619,147.6495,20.9889,0.9040,13.3824,14.8035,726,1,11,6
cuda,MobileBertForMaskedLM,64,0.7970,218.1782,39.3769,0.8769,7.1229,8.1232,1449,1,5,4
cuda,MobileBertForQuestionAnswering,128,0.7905,209.2863,38.7149,1.0064,7.9433,7.8932,1453,1,5,4
cuda,OPTForCausalLM,2,0.9375,179.7631,11.0743,0.9246,17.1579,18.5571,537,16,19,11
cuda,PLBartForCausalLM,8,0.9660,118.8848,6.5802,0.8182,11.7446,14.3542,258,10,19,11
cuda,PLBartForConditionalGeneration,4,0.9542,122.4249,16.7990,0.8779,13.0738,14.8917,662,12,22,10
cuda,PegasusForCausalLM,32,0.9103,76.0002,11.5567,0.8405,7.6748,9.1310,482,18,20,11
cuda,PegasusForConditionalGeneration,32,0.9122,157.3501,19.6162,0.8957,14.4376,16.1196,1248,9,17,7
cuda,RobertaForCausalLM,16,0.9629,119.5054,10.9566,0.9209,11.6424,12.6427,383,1,11,6
cuda,RobertaForQuestionAnswering,16,0.9705,98.5547,10.8970,0.9279,8.8418,9.5294,386,1,11,6
cuda,Speech2Text2ForCausalLM,256,0.9374,56.0041,6.2101,0.7573,6.8198,9.0056,265,12,20,11
cuda,T5ForConditionalGeneration,4,0.8548,122.2487,12.6481,0.9516,8.5207,8.9540,812,1,11,6
cuda,T5Small,4,0.8519,122.6384,12.7235,0.9516,8.5207,8.9540,812,1,11,6
cuda,TrOCRForCausalLM,32,0.9670,142.7322,11.7344,0.8290,14.0976,17.0052,485,16,19,11
cuda,XGLMForCausalLM,8,0.7477,118.8603,20.8330,0.8612,10.4421,12.1246,1002,30,20,11
cuda,XLNetLMHeadModel,8,0.9673,288.3255,27.5542,0.9603,16.4369,17.1161,768,3,14,8
cuda,YituTechConvBert,16,0.9555,131.1772,19.5183,0.8749,10.6702,12.1959,638,6,15,8
