dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,20.462745,17.881290,14.414591,7.563898,2.133930,14.913407,3.310118,1.585126,0.160857,0.002537,6.909850,9.642914
cuda,AlbertForQuestionAnswering,4,20.573677,18.023722,14.498338,7.623452,1.919199,14.516324,3.237023,1.566523,0.154930,0.002459,3.565712,9.154491
cuda,AllenaiLongformerBase,4,81.733569,70.543455,66.659986,44.356824,8.706623,60.436155,21.997217,7.921142,0.459999,17.816141,5.065788,43.347458
cuda,BartForCausalLM,4,30.701715,24.418257,20.765214,13.663684,1.964527,22.810961,3.416913,2.172497,0.220135,4.597485,2.806197,15.919606
cuda,BartForConditionalGeneration,2,52.622107,40.691565,37.083646,17.764647,5.006715,26.299239,10.094694,4.940796,1.266033,0.787275,0.417721,14.807233
cuda,BertForMaskedLM,16,25.018293,19.825845,16.665007,8.538479,2.063091,14.411404,4.079021,1.982947,0.298690,0.002545,2.975307,8.129550
cuda,BertForQuestionAnswering,16,27.081517,21.925017,17.552370,9.483367,2.059582,16.254507,4.194450,1.989168,0.289256,0.002450,2.645666,9.034104
cuda,BlenderbotSmallForCausalLM,64,22.472760,18.044054,14.153354,9.483524,1.313818,17.785554,2.363318,1.472162,0.147724,4.102146,2.952516,13.858237
cuda,BlenderbotSmallForConditionalGeneration,64,35.426277,27.471815,24.815113,11.708347,3.358014,18.239735,6.483775,3.272259,0.671540,1.586686,2.334070,11.789757
cuda,CamemBert,16,26.313722,21.134669,17.190544,9.061290,2.066349,14.331571,4.067094,1.961704,0.299316,0.002590,1.632479,7.525878
cuda,DistilBertForMaskedLM,128,17.866465,15.421596,11.997042,8.063771,1.286425,12.674860,1.973455,1.105876,0.123037,3.551361,8.847970,9.548450
cuda,DistilBertForQuestionAnswering,256,18.142989,15.705140,12.166996,8.210338,1.266425,13.248458,2.022276,1.106033,0.121519,3.829173,10.838089,10.232530
cuda,DistillGPT2,16,16.277246,13.793509,10.506881,6.951451,1.224303,11.242766,2.058908,1.032976,0.115833,1.082108,4.429184,6.694427
cuda,ElectraForCausalLM,32,34.533129,26.900626,23.466953,15.631847,2.335617,30.755860,4.222658,2.145587,0.320709,2.257654,9.549144,19.916712
cuda,ElectraForQuestionAnswering,64,25.283140,20.239615,16.858725,9.161953,2.061570,19.693826,4.105138,1.982246,0.308004,0.002492,3.083329,12.783512
cuda,GPT2ForSequenceClassification,4,23.251591,18.473101,15.231801,8.372545,2.276625,12.681021,4.014436,1.879632,0.268644,0.451821,2.260212,7.232395
cuda,LayoutLMForMaskedLM,16,25.861032,20.349433,16.914779,8.970169,2.093190,15.166093,4.187157,2.021720,0.310287,2.004127,2.972550,10.486541
cuda,LayoutLMForSequenceClassification,16,26.251756,20.721336,17.238453,9.250218,2.107175,17.474392,5.029972,2.308968,0.307937,6.406996,7.329647,16.934177
cuda,M2M100ForConditionalGeneration,16,57.474926,43.620410,39.986815,21.594892,5.026434,36.228857,9.394995,5.552384,0.704530,18.346298,23.955833,38.498087
cuda,MBartForCausalLM,4,29.900754,23.491605,19.970848,12.921422,2.080161,21.205727,3.476108,2.224531,0.227375,4.459809,2.665466,15.032880
cuda,MBartForConditionalGeneration,2,54.784918,42.834113,39.300536,19.923062,5.384202,30.112301,10.650939,5.117638,1.400394,0.554755,0.374447,16.616729
cuda,MT5ForConditionalGeneration,16,38.523941,30.693875,27.195629,13.939742,3.946241,23.024401,6.705713,2.785410,0.498379,39.400381,74.177176,52.787616
cuda,MegatronBertForCausalLM,4,43.083434,33.143904,29.596429,14.322196,4.651522,23.006577,8.589605,4.186582,0.934931,1.089596,3.102347,14.810921
cuda,MegatronBertForQuestionAnswering,8,42.262000,32.395209,28.808666,13.834911,4.578716,23.870078,8.422724,4.062272,0.924564,1.511792,2.979690,16.507749
cuda,MobileBertForMaskedLM,64,64.162064,48.623580,45.016424,17.738260,6.933421,36.849186,14.386189,7.833499,3.784771,22.331869,40.171758,49.053797
cuda,MobileBertForQuestionAnswering,128,63.838407,48.306870,44.680574,17.399955,6.864175,37.748646,14.285989,7.725575,3.706141,17.059817,34.013358,44.955341
cuda,OPTForCausalLM,2,25.934444,20.710148,16.989416,10.160581,2.102158,18.986429,3.685471,2.317799,0.228871,5.012916,2.716903,16.138067
cuda,PLBartForCausalLM,8,22.963105,19.245464,15.723799,11.927150,1.109250,19.146894,1.967854,1.170124,0.113040,2.493054,1.877362,10.929556
cuda,PLBartForConditionalGeneration,4,41.516731,32.638123,28.904214,19.146452,2.697885,28.322496,4.730453,2.800867,0.299184,4.050612,3.580761,16.182140
