dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,26.783700,21.767377,18.735277,10.119413,2.570663,15.888545,4.416117,2.112316,0.327270,26.229902,8.793061
cuda,Background_Matting,4,22.597381,18.767343,15.641081,8.752598,2.504570,15.718584,5.739760,2.997290,0.239166,31.760734,9.663608
cuda,LearningToPaint,96,14.668357,13.258077,8.908563,6.126080,1.022291,10.552843,1.259234,0.754611,0.076920,25.008800,5.526861
cuda,Super_SloMo,6,24.687462,21.467934,17.798332,11.002438,2.682026,17.418040,6.077410,2.723629,0.152641,9.245466,8.091661
cuda,alexnet,128,6.818210,6.318665,2.757589,2.348891,0.185087,5.906811,0.951459,0.331062,0.015631,3.753745,4.727200
cuda,attention_is_all_you_need_pytorch,256,27.944782,23.713093,20.324170,11.454880,2.857642,18.518726,4.721522,2.353828,0.391662,33.050942,10.158185
cuda,dcgan,32,5.203498,4.772862,2.327449,1.806209,0.338879,2.695069,0.208984,0.117150,0.012791,1.242790
cuda,demucs,4,12.523827,10.840911,8.269979,7.101426,0.461598,11.666130,1.160208,0.678100,0.044865,8.697123,5.180008
cuda,densenet121,4,55.265978,47.368306,42.929790,24.268056,7.051976,36.099174,13.802045,5.664634,0.700022,56.823989,19.389103
cuda,drq,1,7.758793,7.095766,3.297877,2.811457,0.132697,4.653163,0.191036,0.114184,0.016368,1.987452
cuda,fastNLP_Bert,6,29.218584,24.166511,21.080214,13.356362,2.524331,18.608107,4.056599,2.153119,0.318840,7.273318,7.976120
cuda,functorch_dp_cifar10,64,13.595085,12.183531,8.566668,5.742974,1.341639,11.709528,2.420584,1.106471,0.068978,34.150843,7.385479
cuda,hf_Albert,8,19.971524,17.441250,14.085155,7.302162,1.875743,13.325664,3.433450,1.552898,0.154292,9.658910,8.052762
cuda,hf_Bart,4,41.246814,30.809257,27.235723,17.522219,2.695934,26.915213,5.576931,2.762190,0.292898,4.393045,12.339397
cuda,hf_Bert,4,24.971234,20.061156,16.644864,9.049703,2.029336,14.440849,4.068787,1.979724,0.294333,2.945451,7.810594
cuda,hf_Bert_large,4,42.308028,31.810685,28.382060,13.440969,4.130831,21.725598,8.011402,3.785213,0.833172,3.335012,12.791033
cuda,hf_BigBird,2,78.209543,65.310952,61.777193,34.061316,8.899500,54.828882,24.226593,10.743982,0.602490,9.429045,30.354170
cuda,hf_DistilBert,8,16.977417,14.348888,10.979276,7.024396,1.072393,12.027780,1.903014,1.079396,0.119607,6.672911,6.167528
cuda,hf_GPT2,4,23.039573,18.181831,15.497435,8.675176,2.455361,12.443276,3.487864,1.816205,0.265831,7.840701,6.403035
cuda,hf_GPT2_large,4,58.971378,44.845538,41.364931,21.387748,6.510173,35.830157,12.037347,5.363656,1.415234,15.615398,21.992579
cuda,hf_Longformer,2,82.906564,71.427855,67.745941,44.734174,8.488008,61.665128,22.553991,8.282124,0.450284,6.450878,26.127789
cuda,hf_Reformer,4,31.165900,26.857568,23.391925,21.179508,0.797298,25.718900,1.742291,0.819583,0.074564,5.350916,5.448153
cuda,hf_T5,8,28.929833,23.114923,19.631466,10.709477,3.007027,16.728150,4.092424,1.933931,0.310702,8.898478,9.259549
