dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,18.173473,15.248464,7.285476,2.469562,10.120712,4.699487,1.791052,0.294313,10.481866,5.639342
cuda,Background_Matting,4,16.735761,14.493395,6.998381,2.992258,10.431535,5.688631,2.696574,0.255080,6.537840
cuda,LearningToPaint,96,6.803029,5.941080,2.874913,1.036490,3.783262,1.644590,0.661510,0.087789,1.990474
cuda,Super_SloMo,6,16.937518,14.777110,8.098802,3.060704,10.478544,5.604949,2.313701,0.149309,5.530262
cuda,alexnet,128,1.870592,1.561245,1.189914,0.187331,2.090533,0.776042,0.280372,0.017066,1.094713
cuda,attention_is_all_you_need_pytorch,256,19.564900,16.898973,8.596753,2.672273,11.706650,4.869153,1.976611,0.355316,12.343809,5.912760
cuda,dcgan,32,1.763498,1.586096,1.070481,0.192915,1.349046,0.211653,0.094372,0.014397,0.479930
cuda,demucs,4,1.704535,1.018971,0.808951,0.130771,0.672129,0.165066,0.085784,0.012895
cuda,densenet121,4,45.556206,39.503177,19.665451,7.328356,24.567867,14.800652,4.933317,0.763830,12.526980
cuda,dlrm,1024,1.036230,0.861146,0.429026,0.155406,1.076959,0.349179,0.116375,0.014737,0.810755
cuda,drq,1,1.890561,1.587647,1.158779,0.135010,1.613685,0.161596,0.085806,0.017248,0.598386
cuda,fastNLP_Bert,6,18.253354,15.199133,8.035897,2.462470,10.969600,4.260091,1.783578,0.293350,5.458449,5.511331
cuda,functorch_dp_cifar10,64,6.184855,5.524377,2.880272,1.230141,5.489566,2.449819,0.765195,0.069346,3.884983,0.691404
cuda,hf_Albert,8,11.283275,9.705358,3.967636,1.702473,7.121588,3.387220,1.224291,0.154411,3.483072,4.936377
cuda,hf_Bart,4,23.351936,19.661594,10.299837,3.075965,14.434205,5.714944,2.222210,0.422127,3.644115,7.354745
cuda,hf_Bert,4,16.584425,13.467236,5.921179,2.152837,8.829394,3.879232,1.665068,0.292036,1.878219,5.170807
cuda,hf_Bert_large,4,31.417646,25.153128,11.066700,4.689282,15.926842,8.502381,3.243730,0.728779,1.645162,9.756991
cuda,hf_DistilBert,8,9.293605,7.894395,4.280848,1.111673,5.961096,2.129615,0.878822,0.127920,5.053982,2.847522
cuda,hf_GPT2,4,16.768132,13.798857,7.412404,2.469859,9.514744,3.445013,1.576679,0.253774,4.049776,4.665802
cuda,hf_GPT2_large,4,47.135478,38.298891,18.569786,7.218439,23.643636,12.012933,4.628965,1.199263,2.697494,13.372038
cuda,hf_Longformer,2,58.176945,49.508686,29.184679,6.595311,36.610725,18.010586,5.926683,0.440696,4.530387,14.354440
cuda,hf_Reformer,4,11.310699,8.935019,7.053473,1.007173,7.560566,1.350129,0.689010,0.063200,3.616484,1.556964
cuda,hf_T5,8,19.666686,16.386013,7.767380,2.412971,10.665907,4.176920,1.752689,0.335017,5.919159,5.437669
cuda,hf_T5_large,2,79.916381,64.196689,27.965760,10.422559,41.080710,22.205963,6.878029,2.802783,24.111809,24.090307
cuda,lennard_jones,1000,1.026160,0.886877,0.644277,0.038639,0.936753,0.088175,0.042755,0.007869,0.335750
cuda,mnasnet1_0,32,16.527298,14.511267,7.235800,2.637918,8.691057,4.112429,1.735666,0.237438,4.202245,2.856134
cuda,mobilenet_v2,96,18.250585,16.188504,8.166884,2.840296,9.141755,4.687988,1.886651,0.278536,3.930163
cuda,mobilenet_v3_large,32,17.806605,15.423352,7.641936,2.908385,9.701054,4.509281,1.877484,0.278865,5.083107,33.100059
cuda,nvidia_deeprecommender,256,1.369730,1.177063,0.786034,0.126699,1.559491,0.117942,0.066516,0.010932,0.907106,0.387093
