dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.275180,10.394202,3.887702,2.203413,8.374608,2.963923,1.117610,0.144790,1.318078,8.099802,0.810599
cuda,AlbertForQuestionAnswering,4,13.320884,10.419607,3.903092,2.184476,8.352869,2.990928,1.103307,0.142076,0.847762,7.573620,0.411860
cuda,AllenaiLongformerBase,4,135.572675,124.368670,107.676592,7.615718,113.396026,91.157027,4.632537,0.420191,19.084605,0.670509,32.781917
cuda,BartForCausalLM,4,16.301035,12.938062,6.145785,1.949131,9.348030,3.315575,1.365531,0.267222,2.067206,2.228874,7.316806
cuda,BartForConditionalGeneration,2,40.467548,31.927135,14.367844,5.693557,19.748584,8.652018,3.455221,1.053297,0.973062,1.209966,12.300801
cuda,BertForMaskedLM,16,15.901503,12.194515,5.163961,2.063454,8.016713,3.586692,1.489193,0.292619,1.668697,6.687695,1.425685
cuda,BertForQuestionAnswering,16,15.930909,12.193129,5.173577,2.044910,7.856674,3.575241,1.479111,0.284589,1.254362,6.083294,1.001747
cuda,BlenderbotSmallForCausalLM,64,10.613130,8.453018,3.764678,1.325407,6.185154,2.028397,1.215275,0.168698,2.851965,6.662948,2.541073
cuda,BlenderbotSmallForConditionalGeneration,64,26.585721,20.774199,8.764121,3.415069,13.200749,5.875425,2.470839,0.586576,1.978761,1.895560,10.001770
cuda,CamemBert,16,15.975373,12.202695,5.119442,2.064427,7.859547,3.570159,1.468963,0.291546,0.613265,5.520987,0.339831
cuda,DebertaForMaskedLM,4,32.135009,23.327295,15.110364,3.149577,19.065765,4.725324,2.302803,0.345603,15.428312,0.953077,22.786111
cuda,DebertaForQuestionAnswering,8,31.911395,23.200979,15.119660,3.079273,19.053555,4.656468,2.294592,0.341496,16.623867,1.819462,23.890373
cuda,DebertaV2ForMaskedLM,1,48.048104,32.922846,18.360821,3.893751,23.762087,5.823936,3.173462,0.615050,38.975837,1.417515,48.687307
cuda,DebertaV2ForQuestionAnswering,2,47.096160,32.105244,17.682697,4.478276,23.080526,6.601038,3.466970,0.610299,37.070743,0.578608,47.359906
