dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,0.9966,5.5299,0.9111
cuda,AlbertForQuestionAnswering,2,0.9992,5.5365,0.9319
cuda,AllenaiLongformerBase,1,0.7511,15.3707,0.9467
cuda,BartForCausalLM,2,0.9688,8.2395,0.8729
cuda,BartForConditionalGeneration,1,0.9045,22.8161,0.8223
cuda,BertForMaskedLM,64,0.9564,7.1061,0.9191
cuda,BertForQuestionAnswering,64,0.9838,7.0581,0.9437
cuda,BigBird,1,0.8111,14.0242,0.9316
cuda,BlenderbotSmallForCausalLM,64,0.9117,5.0562,0.8374
cuda,BlenderbotSmallForConditionalGeneration,32,0.9540,13.0055,0.8997
cuda,CamemBert,1,0.9143,7.1201,0.7600
cuda,DebertaForMaskedLM,4,0.8120,10.8637,0.9829
cuda,DebertaForQuestionAnswering,4,0.7373,11.2521,1.0628
cuda,DistilBertForMaskedLM,16,0.9571,3.2960,0.9049
cuda,DistilBertForQuestionAnswering,32,0.9807,3.3069,0.8939
cuda,DistillGPT2,1,0.9202,3.2227,0.7348
cuda,ElectraForCausalLM,1,0.9223,7.1481,0.9033
cuda,ElectraForQuestionAnswering,64,0.9918,7.0145,0.9522
cuda,GPT2ForSequenceClassification,4,0.9791,6.2437,0.9064
cuda,GoogleFnet,1,0.8115,3.4067,0.9349
cuda,LayoutLMForMaskedLM,16,0.9670,7.3891,0.9393
cuda,LayoutLMForSequenceClassification,16,0.9873,7.4100,0.9326
cuda,M2M100ForConditionalGeneration,2,0.8394,23.0452,1.0000
cuda,MBartForCausalLM,16,0.9678,8.3196,0.8459
cuda,MBartForConditionalGeneration,8,0.8785,22.7462,0.7768
cuda,MT5ForConditionalGeneration,2,0.9068,14.4634,0.8599
cuda,MegatronBertForCausalLM,2,0.9274,16.6078,0.8783
cuda,MegatronBertForQuestionAnswering,8,0.9134,16.2348,0.7902
cuda,MobileBertForMaskedLM,16,0.8943,71.8051,0.9136
cuda,MobileBertForQuestionAnswering,32,0.8772,71.4619,0.9706
cuda,OPTForCausalLM,4,0.8754,6.9802,0.7874
cuda,PLBartForCausalLM,16,0.9481,3.7124,0.8697
cuda,PLBartForConditionalGeneration,8,0.8811,9.3133,0.7937
cuda,PegasusForCausalLM,8,0.8250,8.3362,0.9189
cuda,PegasusForConditionalGeneration,4,0.8573,22.6757,0.9742
cuda,RobertaForCausalLM,4,0.8906,7.1884,0.7441
cuda,RobertaForQuestionAnswering,64,0.9843,6.9692,0.9437
cuda,Speech2Text2ForCausalLM,64,0.9362,3.8051,0.8781
cuda,T5ForConditionalGeneration,4,0.9696,9.2601,0.9589
cuda,T5Small,1,0.9457,8.9335,0.9275
cuda,TrOCRForCausalLM,8,0.9434,8.2885,0.7725
cuda,XGLMForCausalLM,1,0.8459,16.5108,1.0000
cuda,XLNetLMHeadModel,4,0.9661,25.3907,0.8865
cuda,YituTechConvBert,1,0.9100,11.7480,0.7551
