dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,adv_inception_v3,128,1,1,408,408,1.0000,0.9983,1.9833
cuda,beit_base_patch16_224,128,1,1,426,426,1.0000,0.9971,1.9774
cuda,botnet26t_256,128,1,1,285,285,1.0000,0.9968,2.7530
cuda,cait_m36_384,4,1,1,1366,1366,1.0000,0.9989,8.2910
cuda,coat_lite_mini,128,1,1,577,577,1.0000,0.9974,1.6857
cuda,convit_base,64,26,26,376,526,0.7148,0.6622,0.7815
cuda,convmixer_768_32,64,1,1,296,296,1.0000,0.9976,1.0746
cuda,convnext_base,64,1,1,458,458,1.0000,0.9978,2.7051
cuda,crossvit_9_240,64,1,1,604,604,1.0000,0.9978,2.6826
cuda,cspdarknet53,64,1,1,305,305,1.0000,0.9980,6.5776
cuda,deit_base_distilled_patch16_224,128,1,1,310,310,1.0000,0.9971,1.1917
cuda,densenet121,128,13,13,565,571,0.9895,0.9959,6.6120
cuda,dla102,128,1,1,485,485,1.0000,0.9984,2.5742
cuda,dm_nfnet_f0,128,1,1,590,590,1.0000,0.9986,9.6731
cuda,dpn107,64,1,1,913,913,1.0000,0.9987,17.5242
cuda,eca_botnext26ts_256,128,1,1,316,316,1.0000,0.9976,3.0024
cuda,eca_halonext26ts,128,1,1,345,345,1.0000,0.9973,3.2327
cuda,ecaresnet101d,128,1,1,692,692,1.0000,0.9987,4.5032
cuda,ese_vovnet19b_dw,128,1,1,133,133,1.0000,0.9956,1.5942
cuda,fbnetc_100,128,1,1,258,258,1.0000,0.9970,4.6779
cuda,fbnetv3_b,128,1,1,456,456,1.0000,0.9982,9.5400
cuda,gernet_l,128,1,1,246,246,1.0000,0.9976,5.3012
cuda,ghostnet_100,128,1,1,502,502,1.0000,0.9982,2.9196
cuda,gluon_inception_v3,128,1,1,408,408,1.0000,0.9986,2.0020
cuda,gluon_senet154,64,1,1,979,979,1.0000,0.9993,9.3319
cuda,gluon_xception65,32,1,1,485,485,1.0000,0.9987,1.9888
cuda,gmixer_24_224,128,1,1,495,495,1.0000,0.9976,2.3121
cuda,gmlp_s16_224,128,1,1,413,413,1.0000,0.9980,2.1042
cuda,hardcorenas_a,128,1,1,184,184,1.0000,0.9964,2.0936
cuda,hrnet_w18,128,1,1,1471,1471,1.0000,0.9993,18.9697
cuda,inception_v3,128,1,1,408,408,1.0000,0.9979,1.9776
cuda,jx_nest_base,64,1,1,808,808,1.0000,0.9985,4.9364
cuda,lcnet_050,128,1,1,126,126,1.0000,0.9948,1.4254
cuda,legacy_senet154,64,1,1,979,979,1.0000,0.9993,5.7134
cuda,levit_128,128,1,1,614,614,1.0000,0.9983,2.5756
cuda,mixer_b16_224,128,1,1,208,208,1.0000,0.9964,0.8733
cuda,mixnet_l,128,1,1,474,474,1.0000,0.9986,12.4151
cuda,mnasnet_100,128,1,1,205,205,1.0000,0.9971,3.2293
cuda,mobilenetv2_100,128,1,1,205,205,1.0000,0.9968,3.2831
cuda,mobilenetv3_large_100,128,1,1,233,233,1.0000,0.9973,3.1464
cuda,mobilevit_s,128,1,1,394,394,1.0000,0.9977,4.2935
cuda,nasnetalarge,16,1,1,1530,1530,1.0000,0.9996,29.9915
cuda,nfnet_l0,128,1,1,521,521,1.0000,0.9986,5.8248
cuda,pit_b_224,64,1,1,361,361,1.0000,0.9967,1.5074
cuda,pnasnet5large,16,1,1,1153,1153,1.0000,0.9994,22.6583
cuda,poolformer_m36,64,1,1,614,614,1.0000,0.9985,5.5594
cuda,regnety_002,128,1,1,267,267,1.0000,0.9978,4.1721
cuda,repvgg_a2,128,1,1,231,231,1.0000,0.9969,5.0197
cuda,res2net101_26w_4s,128,1,1,842,842,1.0000,0.9992,5.7396
cuda,res2net50_14w_8s,128,1,1,721,721,1.0000,0.9991,3.8770
cuda,res2next50,128,1,1,417,417,1.0000,0.9987,2.0883
cuda,resmlp_12_224,128,1,1,181,181,1.0000,0.9955,0.8190
cuda,resnest101e,64,1,1,1012,1012,1.0000,0.9992,7.8402
cuda,resnet18,128,1,1,90,90,1.0000,0.9943,0.4198
cuda,rexnet_100,128,1,1,362,362,1.0000,0.9977,5.0375
cuda,sebotnet33ts_256,128,1,1,400,400,1.0000,0.9980,4.2724
cuda,selecsls42b,128,1,1,174,174,1.0000,0.9968,0.5776
cuda,spnasnet_100,128,1,1,253,253,1.0000,0.9971,4.6150
cuda,swin_base_patch4_window7_224,64,1,1,1414,1414,1.0000,0.9985,9.8863
cuda,swsl_resnext101_32x16d,32,1,1,450,450,1.0000,0.9984,2.3180
cuda,tf_efficientnet_b0,128,1,1,294,294,1.0000,0.9975,4.3667
cuda,tf_mixnet_l,128,1,1,489,489,1.0000,0.9985,16.2341
cuda,tinynet_a,128,1,1,343,343,1.0000,0.9981,4.9392
cuda,tnt_s_patch16_224,128,1,1,828,828,1.0000,0.9986,3.7550
cuda,twins_pcpvt_base,128,1,1,1065,1065,1.0000,0.9990,6.0301
cuda,visformer_small,128,1,1,299,299,1.0000,0.9976,1.1572
cuda,vit_base_patch16_224,128,1,1,311,311,1.0000,0.9966,1.2082
cuda,volo_d1_224,128,1,1,577,577,1.0000,0.9988,2.8117
cuda,xcit_large_24_p8_224,11,1,1,1267,1267,1.0000,0.9992,6.7266
