dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,BERT_pytorch,16,1,1,552,552,1.0000,0.9976,3.1103
cuda,Background_Matting,1,1,1,184,184,1.0000,0.9973,0.6543
cuda,LearningToPaint,96,1,1,72,72,1.0000,0.9935,0.4689
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1,1,23,23,1.0000,0.9888,0.3409
cuda,attention_is_all_you_need_pytorch,32,1,1,571,571,1.0000,0.9980,2.4164
cuda,dcgan,256,1,1,14,14,1.0000,0.9848,0.3345
cuda,demucs,8,1,1,71,71,1.0000,0.9964,0.5891
cuda,densenet121,64,1,1,432,432,1.0000,0.9988,3.5905
cuda,detectron2_maskrcnn,2,123,120,1219,1761,0.6922,0.7467,4.9659
cuda,dlrm,0,0.0000
cuda,drq,1,1,1,26,26,1.0000,0.9872,0.3821
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,1,6,6,473,545,0.8679,0.9116,4.4786
cuda,hf_Albert,1,1,1,462,462,1.0000,0.9978,1.6852
cuda,hf_Bart,1,1,1,662,662,1.0000,0.9980,3.4378
cuda,hf_Bert,1,1,1,398,398,1.0000,0.9967,4.7784
cuda,hf_BigBird,1,64,75,5499,5571,0.9871,0.9702,7.9576
cuda,hf_DistilBert,1,1,1,236,236,1.0000,0.9948,0.8798
cuda,hf_GPT2,1,1,1,720,720,1.0000,0.9973,3.9781
cuda,hf_Longformer,1,4,4,3329,3331,0.9994,0.9950,9.8444
cuda,hf_Reformer,1,6,6,627,632,0.9921,0.9911,2.8298
cuda,hf_T5,1,1,1,857,857,1.0000,0.9981,7.2944
cuda,maml,1,23,23,751,1198,0.6269,0.5810,10.3199
cuda,maml_omniglot,1,1,1,15,15,1.0000,0.9858,0.3570
cuda,mnasnet1_0,32,1,1,153,153,1.0000,0.9959,0.6189
cuda,mobilenet_v2,16,1,1,154,154,1.0000,0.9962,0.6297
cuda,mobilenet_v3_large,32,1,1,188,188,1.0000,0.9969,0.7948
cuda,moco,32,11,7,0,-5,0.0000,0.0000,2.1118
cuda,nvidia_deeprecommender,256,1,1,14,14,1.0000,0.9815,0.3469
cuda,opacus_cifar10,64,1,1,70,70,1.0000,0.9947,2.3530
cuda,pyhpc_equation_of_state,1048576,1,1,373,373,1.0000,0.9938,0.5631
cuda,pyhpc_isoneutral_mixing,0,0.0000
cuda,pyhpc_turbulent_kinetic_energy,1048576,1,1,1922,1922,1.0000,0.9973,1.3476
cuda,pytorch_CycleGAN_and_pix2pix,1,1,1,92,92,1.0000,0.9963,0.4551
cuda,pytorch_stargan,16,1,1,57,57,1.0000,0.9960,0.4588
cuda,pytorch_struct,200,1,1,42,42,1.0000,0.9839,0.3850
cuda,pytorch_unet,1,1,1,72,72,1.0000,0.9954,0.5826
cuda,resnet18,8,1,1,70,70,1.0000,0.9949,0.4599
cuda,resnet50,32,1,1,176,176,1.0000,0.9971,0.8087
cuda,resnext50_32x4d,8,1,1,176,176,1.0000,0.9967,0.7919
cuda,shufflenet_v2_x1_0,64,1,1,246,246,1.0000,0.9967,0.9166
cuda,soft_actor_critic,256,1,1,13,13,1.0000,0.9806,0.3019
cuda,speech_transformer,1,4,4,1110,1219,0.9106,0.9346,3.0228
cuda,squeezenet1_1,16,1,1,67,67,1.0000,0.9936,0.4447
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,128,1,1,1175,1176,0.9991,0.3787,107.0524
cuda,timm_efficientnet,64,1,1,240,240,1.0000,0.9974,2.8710
cuda,timm_nfnet,128,1,1,590,590,1.0000,0.9988,9.3076
cuda,timm_regnet,32,1,1,447,447,1.0000,0.9986,11.1763
cuda,timm_resnest,32,1,1,130,130,1.0000,0.9950,0.5716
cuda,timm_vision_transformer,8,1,1,312,312,1.0000,0.9968,1.1362
cuda,timm_vovnet,32,1,1,130,130,1.0000,0.9960,2.1531
cuda,tts_angular,64,4,4,22,30,0.7333,0.8442,0.4538
cuda,vgg16,4,1,1,41,41,1.0000,0.9924,0.3789
cuda,vision_maskrcnn,4,245,265,3991,12173,0.3279,0.4714,14.2378
cuda,yolov3,16,5,3,328,329,0.9970,0.9969,15.8491
