,Compiler,torchbench,huggingface,timm_models
eager,eager,"100%, 49/49","100%, 43/43","100%, 64/64"
ts_nvfuser,ts_nvfuser,"94%, 46/49","95%, 41/43","47%, 30/64"
aot_eager,aot_eager,"88%, 43/49","91%, 39/43","84%, 54/64"
aot_cudagraphs,aot_cudagraphs,"84%, 41/49","74%, 32/43","81%, 52/64"
aot_nvfuser,aot_nvfuser,"24%, 12/49","0%, 0/43","2%, 1/64"
inductor_cudagraphs,inductor_cudagraphs,"0%, 0/49","0%, 0/43","0%, 0/64"
