dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,BERT_pytorch,16,1.903502,5.991883
cuda,Background_Matting,4,0.870347,3.775460
cuda,LearningToPaint,96,0.546858,1.064538
cuda,Super_SloMo,6,1.099249,3.455621
cuda,alexnet,128,0.361291,0.336745
cuda,attention_is_all_you_need_pytorch,256,1.676709,6.633352
cuda,dcgan,32,0.349663,0.229149
cuda,demucs,4,0.668794
cuda,densenet121,4,2.028914,9.914587
cuda,drq,1,0.381212,0.357879
cuda,fastNLP_Bert,6,1.845721,5.316738
cuda,hf_Albert,8,1.433646,5.733784
cuda,hf_Bart,4,1.949700,6.693868
cuda,hf_Bert,4,1.734617,5.083877
cuda,hf_DistilBert,8,0.848114,2.442504
cuda,hf_GPT2,4,1.795729,4.889699
cuda,mnasnet1_0,32,0.840683,2.857708
cuda,mobilenet_v2,96,0.868679,2.779907
cuda,mobilenet_v3_large,32,0.947925,3.201205
cuda,moco,32,1.891416,0.016107
cuda,nvidia_deeprecommender,256,0.351663,0.170151
cuda,pytorch_CycleGAN_and_pix2pix,1,0.557275,1.906559
cuda,pytorch_stargan,16,0.562384,1.680904
cuda,pytorch_struct,200,0.432225,0.562569
cuda,pytorch_unet,1,0.591588,1.192108
cuda,resnet18,16,0.526713,1.138285
cuda,resnet50,32,0.912049,3.102080
cuda,resnext50_32x4d,8,0.906160,3.074545
cuda,shufflenet_v2_x1_0,128,1.007983,3.428276
cuda,soft_actor_critic,256,0.314333,0.134087
cuda,squeezenet1_1,32,0.502882,1.122257
cuda,timm_efficientdet,1,13.004656,23.676464
cuda,timm_efficientnet,32,1.466706,4.552112
cuda,timm_nfnet,128,2.153672,5.866351
cuda,timm_regnet,32,1.887783,5.753168
cuda,timm_resnest,32,0.635149,1.755292
cuda,timm_vision_transformer,8,1.076143,3.625410
cuda,timm_vovnet,32,1.036857,2.318983
cuda,tts_angular,64,0.495486,0.048634
cuda,vgg16,64,0.413444,0.665089
cuda,yolov3,16,6.130273,5.802629
