dev,name,batch_size,speedup
cuda,adv_inception_v3,128,1.0028
cuda,beit_base_patch16_224,64,0.9873
cuda,botnet26t_256,128,0.9461
cuda,cait_m36_384,2,0.7661
cuda,coat_lite_mini,128,1.0026
cuda,convit_base,32,1.0254
cuda,convmixer_768_32,32,1.0026
cuda,convnext_base,0,0.0000
cuda,crossvit_9_240,64,0.8549
cuda,cspdarknet53,64,0.8230
cuda,deit_base_distilled_patch16_224,64,1.0057
cuda,densenet121,64,0.8954
cuda,dla102,64,1.0052
cuda,dm_nfnet_f0,128,1.0152
cuda,dpn107,32,0.7971
cuda,eca_botnext26ts_256,128,0.8120
cuda,eca_halonext26ts,128,0.8174
cuda,ecaresnet101d,64,1.0122
cuda,ese_vovnet19b_dw,128,0.9001
cuda,fbnetc_100,128,0.8183
cuda,fbnetv3_b,128,0.8061
cuda,gernet_l,128,0.8373
cuda,ghostnet_100,128,1.0287
cuda,gluon_inception_v3,128,1.0027
cuda,gluon_senet154,32,1.0289
cuda,gluon_xception65,32,1.0069
cuda,gmixer_24_224,64,0.7925
cuda,gmlp_s16_224,64,1.0010
cuda,hardcorenas_a,128,0.9045
cuda,hrnet_w18,128,1.0327
cuda,inception_v3,128,1.0027
cuda,jx_nest_base,64,0.9999
cuda,lcnet_050,128,0.8656
cuda,legacy_senet154,32,1.0185
cuda,levit_128,128,0.8775
cuda,mixer_b16_224,64,1.0092
cuda,mixnet_l,0,0.0000
cuda,mnasnet_100,128,0.8338
cuda,mobilenetv2_100,128,0.8580
cuda,mobilenetv3_large_100,128,0.8506
cuda,mobilevit_s,0,0.0000
cuda,nasnetalarge,16,1.0517
cuda,nfnet_l0,128,0.8270
cuda,pit_b_224,64,1.0038
cuda,pnasnet5large,16,1.0530
cuda,poolformer_m36,64,1.0060
cuda,regnety_002,128,0.9565
cuda,repvgg_a2,128,0.8089
cuda,res2net101_26w_4s,64,1.0476
cuda,res2net50_14w_8s,128,1.0144
cuda,res2next50,128,1.0047
cuda,resmlp_12_224,128,1.0042
cuda,resnest101e,32,1.0058
cuda,resnet18,128,1.0032
cuda,rexnet_100,0,0.0000
cuda,sebotnet33ts_256,64,0.8183
cuda,selecsls42b,128,1.0044
cuda,spnasnet_100,128,0.8006
cuda,swin_base_patch4_window7_224,64,0.9994
cuda,swsl_resnext101_32x16d,32,1.0074
cuda,tf_efficientnet_b0,128,0.7706
cuda,tf_mixnet_l,0,0.0000
cuda,tinynet_a,0,0.0000
cuda,tnt_s_patch16_224,64,1.0030
cuda,twins_pcpvt_base,32,0.8342
cuda,visformer_small,128,1.0098
cuda,vit_base_patch16_224,64,1.0047
cuda,volo_d1_224,64,1.0022
cuda,xcit_large_24_p8_224,0,0.0000
