dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,beit_base_patch16_224,64,1.535447,5.282569
cuda,cait_m36_384,2,4.176016,22.842595
cuda,convnext_base,32,1.810285,7.739584
cuda,crossvit_9_240,64,1.793152,8.081168
cuda,cspdarknet53,64,1.648275,5.501318
cuda,dm_nfnet_f0,128,2.194945,6.980388
cuda,gmlp_s16_224,64,1.733667,7.702405
cuda,nfnet_l0,64,1.920496,6.642309
cuda,swin_base_patch4_window7_224,64,3.232195,13.056819
cuda,vit_base_patch16_224,64,1.150325,4.417413
