dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.0001,2.2075,19.6374
cuda,AlbertForQuestionAnswering,2,1.0003,2.2141,19.0970
cuda,AllenaiLongformerBase,1,0.9608,26.0020,10.4394
cuda,BartForCausalLM,2,0.9993,2.4177,19.8389
cuda,BartForConditionalGeneration,1,1.0160,5.2893,30.3063
cuda,BertForMaskedLM,64,0.9998,2.6755,16.9844
cuda,BertForQuestionAnswering,64,0.9984,2.6999,10.4510
cuda,BigBird,1,1.0103,70.5035,10.6036
cuda,BlenderbotSmallForCausalLM,64,1.0023,1.6943,16.9924
cuda,BlenderbotSmallForConditionalGeneration,32,1.0090,3.4853,15.2740
cuda,CamemBert,1,1.0426,2.4798,7.4228
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.0269,1.3134,6.1030
cuda,DistilBertForQuestionAnswering,32,1.0302,1.3347,4.9372
cuda,DistillGPT2,1,1.0291,1.2399,6.0285
cuda,ElectraForCausalLM,1,1.0341,2.3321,1.3346
cuda,ElectraForQuestionAnswering,64,1.0003,2.5199,10.1032
cuda,GPT2ForSequenceClassification,4,1.0008,2.4832,16.0351
cuda,LayoutLMForMaskedLM,16,0.9994,2.9333,19.8829
cuda,LayoutLMForSequenceClassification,16,0.9996,2.8777,13.6330
cuda,M2M100ForConditionalGeneration,2,1.2602,81.1520,31.7861
cuda,MBartForCausalLM,16,1.0116,2.4270,17.7344
cuda,MBartForConditionalGeneration,8,1.0136,5.4549,27.2638
cuda,MT5ForConditionalGeneration,2,1.0161,4.8064,21.0459
cuda,MegatronBertForCausalLM,2,1.0382,4.8107,21.4824
cuda,MegatronBertForQuestionAnswering,8,1.0364,4.9817,21.2944
cuda,MobileBertForMaskedLM,16,1.0170,10.5593,4.7211
cuda,MobileBertForQuestionAnswering,32,1.0158,10.2776,3.2588
cuda,OPTForCausalLM,4,1.0041,2.3147,8.7063
cuda,PLBartForCausalLM,16,1.0132,1.3729,8.5858
cuda,PLBartForConditionalGeneration,8,1.0156,2.7772,11.0351
cuda,PegasusForCausalLM,8,1.2194,34.5901,15.6351
cuda,PegasusForConditionalGeneration,4,1.2232,43.9483,26.5574
cuda,RobertaForCausalLM,4,1.0409,2.4454,7.3388
cuda,RobertaForQuestionAnswering,64,0.9998,2.6055,10.4526
cuda,Speech2Text2ForCausalLM,64,1.1389,10.5221,3.8502
cuda,T5ForConditionalGeneration,4,0.9934,3.5992,12.7546
cuda,T5Small,1,1.0143,3.2948,5.8115
cuda,TrOCRForCausalLM,8,1.0115,2.3588,15.2368
cuda,XGLMForCausalLM,1,1.2327,140.2019,38.6175
cuda,XLNetLMHeadModel,4,0.9988,5.3719,28.7061
cuda,YituTechConvBert,1,1.0230,3.4699,7.2655
