dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,3.289494,0.000724
cuda,Background_Matting,4,2.449962,0.000661
cuda,LearningToPaint,96,0.959365,0.000465
cuda,Super_SloMo,6,2.065022,0.000444
cuda,alexnet,128,0.327697,0.000364
cuda,attention_is_all_you_need_pytorch,256,2.950561,0.000610
cuda,dcgan,32,0.298155,0.000416
cuda,demucs,4,0.878445,0.000904
cuda,densenet121,4,5.284878,0.000840
cuda,dlrm,1024,0.318405,0.000202
cuda,drq,1,0.493582,0.000566
cuda,fastNLP_Bert,6,3.448192,0.001264
cuda,functorch_dp_cifar10,64,0.811105,0.000483
cuda,hf_Albert,8,2.020786,0.000451
cuda,hf_Bart,4,4.211143,0.000655
cuda,hf_Bert,4,3.422065,0.000587
cuda,hf_Bert_large,4,7.061275,0.000911
cuda,hf_BigBird,2,11.085245,0.009366
cuda,hf_DistilBert,8,1.665335,0.000495
cuda,hf_GPT2,4,2.919592,0.000613
cuda,hf_GPT2_large,4,9.621963,0.000965
cuda,hf_Longformer,2,8.511869,0.020908
cuda,hf_Reformer,4,2.345593,0.002598
cuda,hf_T5,8,3.677514,0.000621
cuda,hf_T5_large,2,15.826785,0.001045
cuda,lennard_jones,1000,0.266416,0.000345
cuda,mnasnet1_0,32,2.103287,0.000507
cuda,mobilenet_v2,96,2.172333,0.000511
cuda,mobilenet_v3_large,32,2.298535,0.000532
cuda,moco,32,25.294677,0.834112
cuda,nvidia_deeprecommender,256,0.331049,0.000351
cuda,phlippe_densenet,128,2.174219,0.000560
cuda,phlippe_resnet,128,0.938460,0.000457
cuda,pytorch_CycleGAN_and_pix2pix,1,0.849867,0.000453
cuda,pytorch_stargan,16,0.876825,0.000455
cuda,pytorch_struct,200,0.518662,0.000673
cuda,pytorch_unet,1,1.096663,0.000472
cuda,resnet152,32,6.785231,0.000913
cuda,resnet18,16,0.931032,0.000414
cuda,resnet50,32,2.169616,0.000572
cuda,resnext50_32x4d,8,2.209765,0.000515
cuda,shufflenet_v2_x1_0,128,2.371081,0.000530
cuda,soft_actor_critic,256,0.313327,0.000513
cuda,speech_transformer,32,4.252860,0.001920
cuda,squeezenet1_1,32,0.665166,0.000429
cuda,timm_efficientdet,1,15.570067,0.001275
cuda,timm_efficientnet,32,3.717800,0.000807
cuda,timm_nfnet,128,3.909003,0.000755
cuda,timm_regnet,32,4.539369,0.000804
cuda,timm_resnest,32,1.294744,0.000492
cuda,timm_vision_transformer,8,2.154343,0.000570
cuda,timm_vision_transformer_large,8,7.477493,0.000962
cuda,timm_vovnet,32,2.373639,0.000608
cuda,tts_angular,64,0.268095,0.000389
cuda,vgg16,64,0.475012,0.000378
cuda,yolov3,16,3.608368,0.000635
