,Compiler,torchbench,huggingface,timm_models
eager,eager,0.99x,0.99x,1.00x
aot_eager,aot_eager,0.86x,0.90x,0.89x
inductor,inductor,0.81x,0.91x,0.91x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.90x,1.01x,0.93x
