dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.228750,9.896195,3.776133,2.181736,8.285741,2.921904,1.103399,0.142808,1.300895,8.081120,0.810394
cuda,AlbertForQuestionAnswering,4,2.229479,9.903948,3.771401,2.139062,8.314588,2.943477,1.090279,0.138563,0.849669,7.621052,0.413704
cuda,AllenaiLongformerBase,4,9.009372,103.131538,87.931204,7.308436,93.792945,71.958670,4.506534,0.401913,18.011008,0.669588,31.523362
cuda,BartForCausalLM,4,2.480238,12.384485,5.962698,1.922040,9.160287,3.283006,1.349558,0.262391,2.206237,2.342546,7.422971
cuda,BartForConditionalGeneration,2,6.475688,30.789937,13.920514,5.533020,19.463621,8.528736,3.434102,1.030796,1.025712,1.174822,12.351253
cuda,BertForMaskedLM,16,2.940617,11.637903,4.938695,2.014588,7.844910,3.534248,1.462208,0.289816,1.671994,6.691147,1.432846
cuda,BertForQuestionAnswering,16,2.856479,11.538871,4.926439,1.988572,7.636754,3.478863,1.463067,0.287102,1.369475,6.166251,1.019292
cuda,BlenderbotSmallForCausalLM,64,1.556646,7.680013,3.306137,1.277128,5.736042,1.970825,0.972115,0.164426,2.844215,6.615546,2.545921
cuda,BlenderbotSmallForConditionalGeneration,64,4.296324,19.604117,8.332273,3.282323,12.874884,5.730413,2.417699,0.582758,1.843974,1.792138,9.831316
cuda,CamemBert,16,2.860615,11.637995,4.979183,2.006425,7.782372,3.529853,1.451041,0.284375,0.598016,5.503390,0.340254
cuda,DebertaForMaskedLM,4,7.225727,22.312945,14.631691,3.024973,18.681924,4.629399,2.241877,0.340590,15.269949,0.957136,22.586416
cuda,DebertaForQuestionAnswering,8,7.163208,22.108200,14.529224,2.980347,18.549274,4.566953,2.220658,0.334745,16.430211,1.813958,23.668679
cuda,DebertaV2ForMaskedLM,1,12.287236,30.763050,17.371903,3.700058,22.723121,5.638358,3.067664,0.588103,36.302046,1.477492,45.752018
cuda,DebertaV2ForQuestionAnswering,2,12.411396,30.490577,16.970269,4.268355,22.500575,6.481811,3.400414,0.595255,36.246781,0.577866,46.442238
cuda,DistilBertForMaskedLM,128,1.210333,6.719335,3.214033,1.055541,5.048753,1.584381,0.778163,0.120303,1.416310,4.357680,1.147337
