dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.614878,6.789745,2.419290,10.144657,4.061706,1.544525,0.304121,0.000010,9.012072,6.059299
cuda,Background_Matting,4,1.739557,5.741562,2.439841,9.813830,5.131892,2.182762,0.225534,0.438011,7.046062
cuda,LearningToPaint,96,0.699948,2.848673,0.961289,3.763937,1.155876,0.538593,0.076668,0.243142,2.158761
cuda,Super_SloMo,6,1.953808,8.189480,2.965730,11.163225,5.830025,2.157997,0.137203,0.377723,6.408676
cuda,alexnet,128,0.134886,1.753544,0.225281,2.971664,0.803627,0.283148,0.015936,0.135002,1.585307
cuda,attention_is_all_you_need_pytorch,256,2.217252,7.456505,2.252585,10.008240,4.177307,1.687791,0.349739,0.377472,9.596069,5.509132
cuda,dcgan,32,0.136139,1.340941,0.190210,1.984971,0.188541,0.080786,0.012762,0.110096,0.951996
cuda,demucs,4,0.278031
cuda,densenet121,4,4.059250,15.142523,6.382265,23.503171,13.331345,4.981851,0.651844,0.549607,15.568618
cuda,drq,1,0.253307,1.872156,0.148162,2.932913,0.168277,0.085407,0.015611,0.387748,1.605679
cuda,fastNLP_Bert,6,2.784543,8.251672,2.132313,11.371600,3.834426,1.627969,0.295993,0.818493,4.335025,6.174805
cuda,functorch_dp_cifar10,64,0.398768,3.230060,1.353461,5.674441,2.115893,0.683280,0.071228,3.739191,7.581138,3.583166
cuda,hf_Albert,8,2.214381,3.773365,1.964533,7.019231,3.174785,1.126616,0.147142,3.539543,8.839905,3.208193
cuda,hf_Bart,4,3.142983,8.247585,2.899945,12.329683,4.236331,1.922793,0.395282,3.485418,4.212217,10.598203
cuda,hf_Bert,4,2.656006,4.851078,1.965324,7.704494,3.398096,1.436698,0.289567,0.757361,5.672472,0.423904
cuda,hf_DistilBert,8,1.164493,2.887609,1.048721,5.007708,1.551749,0.771460,0.118358,2.143916,5.363225,1.892468
cuda,hf_GPT2,4,2.662078,4.942938,2.173116,7.846430,3.063163,1.755171,0.243976,2.202403,7.369878,1.955338
cuda,hf_Longformer,2,8.670316,88.835446,7.159204,94.651801,73.412165,4.432417,0.398554,17.621485,0.744629,30.935579
cuda,hf_Reformer,4,2.235032,7.819385,0.738692,8.600487,1.156713,0.588514,0.051374,2.382070,3.156973,3.939805
cuda,hf_T5,8,3.437505,7.053952,2.288830,10.977374,4.331559,1.530451,0.285361,2.748135,5.935794,9.085343
cuda,hf_T5_large,2,17.127241,22.107910,9.501825,37.543921,19.581846,5.758371,2.210713,4.387136,23.857410,29.821288
cuda,lennard_jones,1000,0.102871,0.978300,0.072856,1.546993,0.071595,0.045400,0.006525,0.099189,0.745636
cuda,mnasnet1_0,32,1.637402,6.419911,2.400395,8.864895,3.826106,1.518156,0.213553,2.639938,7.764019,2.320413
cuda,mobilenet_v2,96,1.639508,6.738662,2.432269,8.800587,3.869195,1.906505,0.242344,0.235318,4.833787
cuda,mobilenet_v3_large,32,1.710242,6.496858,2.561578,9.799265,4.276420,1.672482,0.245190,31.269790,37.237253,31.008026
cuda,nvidia_deeprecommender,256,0.175707,1.165736,0.130842,2.285543,0.123445,0.072407,0.010346,0.577295,1.834571,0.446640
cuda,pytorch_CycleGAN_and_pix2pix,1,0.660071,2.069929,0.980512,4.602285,1.669830,0.817655,0.062091,0.219944,3.772124
cuda,pytorch_stargan,16,0.644449,3.306936,0.961973,4.597499,1.225960,0.590876,0.058875,21.151894,31.771885,23.449053
cuda,pytorch_struct,200,0.287000,1.211015,0.174647,2.656141,0.227899,0.130314,0.021858,19.481218,21.112572,19.327349
cuda,pytorch_unet,1,0.793383,3.420733,1.185538,5.464895,2.089348,0.835447,0.082996,0.192057,3.467357
cuda,resnet152,32,4.797233,11.799366,7.157017,15.703181,8.735556,3.246143,0.937559,3.297070,14.655108,2.510020
cuda,resnet18,16,0.650185,3.416870,1.096240,4.683875,1.561305,0.641394,0.072162,2.901268,5.303466,2.701466
cuda,resnet50,32,1.629997,5.283814,2.255671,7.703558,3.198102,1.577508,0.212003,2.797462,7.570798,2.481292
cuda,resnext50_32x4d,8,1.626426,4.683182,2.159211,7.209059,3.050647,1.310004,0.203169,3.045955,7.828653,2.749608
cuda,shufflenet_v2_x1_0,128,1.842285,6.373102,2.505166,9.306298,4.265116,2.129904,0.288831,0.333432,5.879171
cuda,soft_actor_critic,256,0.151813,1.624070,0.066121,2.538864,0.068234,0.039884,0.006271,0.218851,1.204485
cuda,speech_transformer,32,3.281931,8.869902,2.555359,13.228521,5.305150,2.124065,0.293820,0.146410,7.326318
