dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.6185,164.9136,20.4723,1.4206
cuda,AlbertForQuestionAnswering,4,1.6277,162.7271,19.9836,1.4466
cuda,AllenaiLongformerBase,4,1.5659,125.3351,125.9277,1.0769
cuda,BartForCausalLM,4,1.4389,77.9459,22.5424,1.1312
cuda,BartForConditionalGeneration,2,1.4762,92.1855,52.9125,1.1988
cuda,BertForMaskedLM,16,1.5254,72.0622,28.1072,1.1219
cuda,BertForQuestionAnswering,16,1.6850,56.2308,27.0783,1.1850
cuda,BlenderbotForCausalLM,4,1.1768,79.1989,43.2141,0.9343
cuda,BlenderbotSmallForCausalLM,64,1.2318,47.8232,17.6966,0.9553
cuda,BlenderbotSmallForConditionalGeneration,64,1.4012,81.3269,35.3405,1.0637
cuda,CamemBert,16,1.4691,80.4132,26.5151,1.1176
cuda,DebertaForMaskedLM,4,1.0942,59.8827,39.6760,1.0674
cuda,DebertaForQuestionAnswering,8,1.1815,63.3786,39.1391,1.1614
cuda,DebertaV2ForMaskedLM,1,0.8501,124.4125,56.7366,0.9914
cuda,DebertaV2ForQuestionAnswering,2,0.8677,122.0142,55.3898,0.9885
cuda,DistilBertForMaskedLM,128,1.2158,69.1768,12.5973,0.9930
cuda,DistilBertForQuestionAnswering,256,1.4446,71.3234,12.0932,1.0843
cuda,DistillGPT2,16,1.7087,61.9006,14.0715,1.0908
cuda,ElectraForCausalLM,32,1.7651,49.3767,31.9435,1.0170
cuda,ElectraForQuestionAnswering,64,1.9390,59.0886,27.4197,1.2240
cuda,GPT2ForSequenceClassification,4,2.2603,40.7506,20.3079,1.2734
cuda,LayoutLMForMaskedLM,16,1.5310,73.1708,28.1933,1.1213
cuda,LayoutLMForSequenceClassification,16,1.7155,56.6992,40.0898,1.0100
cuda,M2M100ForConditionalGeneration,16,1.5071,75.8855,62.2587,1.0309
cuda,MBartForCausalLM,4,1.4598,76.9194,23.7541,1.1331
cuda,MBartForConditionalGeneration,2,1.5033,90.7537,50.0532,1.1996
cuda,MT5ForConditionalGeneration,16,2.0581,47.8183,35.0304,1.0019
cuda,MegatronBertForCausalLM,4,1.5424,57.0970,50.6279,1.1037
cuda,MegatronBertForQuestionAnswering,8,1.5524,90.7667,48.9747,1.1344
cuda,MobileBertForMaskedLM,64,1.8059,109.6885,88.8540,1.0010
cuda,MobileBertForQuestionAnswering,128,1.7532,104.4514,84.8982,0.8600
cuda,OPTForCausalLM,2,2.4529,67.5290,22.3802,1.6458
cuda,PLBartForCausalLM,8,1.5568,71.0328,13.9196,1.0004
cuda,PLBartForConditionalGeneration,4,1.5706,74.0112,29.3787,1.1748
cuda,PegasusForCausalLM,32,1.1544,59.4285,24.1298,1.0326
cuda,PegasusForConditionalGeneration,32,1.2635,112.4157,49.6991,1.1048
cuda,RobertaForCausalLM,16,1.6193,70.6614,27.0228,1.1219
cuda,RobertaForQuestionAnswering,16,1.6938,56.1196,26.2703,1.1847
cuda,Speech2Text2ForCausalLM,256,1.3773,38.6908,15.3458,0.9465
cuda,T5ForConditionalGeneration,4,1.7191,59.8183,24.9940,1.3653
cuda,T5Small,4,1.7055,59.2745,24.7521,1.3653
cuda,TrOCRForCausalLM,32,1.2562,109.1670,22.7087,1.0386
cuda,XGLMForCausalLM,8,1.5687,59.3460,71.5520,1.0060
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,16,1.4501,91.6472,45.8861,1.0796
