dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.627040,12.318135,5.265254,2.460055,8.192243,3.754861,1.533023,0.316354,5.672953
cuda,Background_Matting,4,1.716734,11.979415,5.679429,2.671702,9.724019,5.107342,2.201533,0.228162,6.806017
cuda,LearningToPaint,96,0.692337,5.301007,2.762289,0.954280,3.909111,1.382134,0.532701,0.076523,2.138473
cuda,Super_SloMo,6,1.973171,14.202087,8.344949,3.105931,11.034641,5.946182,2.149305,0.149144,5.881143
cuda,alexnet,128,0.131061,2.035928,1.680839,0.221718,2.995490,0.914751,0.275877,0.015511,1.542354
cuda,attention_is_all_you_need_pytorch,256,2.222037,14.664876,7.182605,2.538795,9.828916,4.266525,1.706241,0.369436,1.067026,5.304993
cuda,dcgan,32,0.139538,1.762419,1.304438,0.192155,1.941596,0.188271,0.081416,0.012563,0.836937
cuda,demucs,4,0.277660
cuda,densenet121,4,3.998297,32.165959,15.128160,6.867584,22.154818,12.970175,4.168736,0.650647,14.145093
cuda,dlrm,1024,0.254607,1.635375,1.162771,0.174765,2.116355,0.377630,0.123699,0.015089,1.136245
cuda,drq,1,0.243443,2.252452,1.798286,0.146657,2.858128,0.166687,0.083025,0.015306,1.214500
cuda,fastNLP_Bert,6,2.803459,15.755386,8.987951,2.234729,12.226346,3.736400,1.869171,0.308044,4.600573,5.785177
cuda,functorch_dp_cifar10,64,0.397509,5.625931,3.252190,1.517460,5.693222,2.112687,0.688138,0.071678,4.001729,3.196867
cuda,hf_Albert,8,2.215836,10.490245,4.367749,2.095323,8.092021,3.222271,1.175627,0.170229,3.548116,5.911199
cuda,hf_Bart,4,3.194931,16.936816,7.988083,3.112271,12.377345,4.508306,1.995130,0.450771,4.265587,7.952142
cuda,hf_Bert,4,2.693514,12.899416,6.296072,2.793293,9.928276,3.202604,1.540441,0.325051,5.394385,6.529253
cuda,hf_DistilBert,8,1.169768,6.568472,3.133567,1.349821,5.359789,1.615758,0.801217,0.136026,3.629732,1.884823
cuda,hf_GPT2,4,2.596911,10.699279,4.767633,2.228261,7.599289,3.323596,1.367315,0.249885,5.148836,1.974937
cuda,hf_GPT2_large,4,8.896596,31.309355,13.423124,8.517431,22.092834,10.666614,3.914394,1.266126,17.460498,1.518205
cuda,hf_Longformer,2,9.118951,115.832915,100.233788,7.660604,106.378649,85.428877,4.713585,0.413485,0.716586,14.121972
cuda,hf_Reformer,4,2.226838,9.004186,7.814485,0.736618,8.694112,1.509729,0.587650,0.054401,3.172928,1.651788
cuda,hf_T5,8,3.440502,12.995790,5.202041,2.414659,8.247503,3.504770,1.453037,0.307109,5.582711,2.235536
cuda,hf_T5_large,2,17.544666,50.480097,19.739210,9.614931,31.049342,17.059932,5.463670,2.506214,21.416132,3.029099
cuda,lennard_jones,1000,0.112474,1.268910,0.978127,0.078379,1.522729,0.072323,0.045960,0.006506,0.627395
cuda,mnasnet1_0,32,1.628773,12.732705,6.309751,2.542289,8.802481,3.897969,1.509842,0.219734,5.127750,2.328145
cuda,mobilenet_v2,96,1.673775,13.621952,6.532462,3.214728,8.721434,3.932056,1.725871,0.230564,5.514644
cuda,mobilenet_v3_large,32,1.716853,13.160231,6.240942,2.912133,9.673444,4.222098,1.681469,0.236456,6.449187,29.356633
cuda,nvidia_deeprecommender,256,0.180439,1.533113,1.135216,0.132005,2.188637,0.124690,0.073203,0.010412,1.191615,0.418984
cuda,pytorch_CycleGAN_and_pix2pix,1,0.666555,4.332990,2.046526,0.981263,4.522443,1.838982,0.654314,0.062123,3.490492
cuda,pytorch_stargan,16,0.651869,5.914768,3.201639,0.962627,4.675679,1.411617,0.594303,0.059879,30.712041,2.481053
cuda,pytorch_struct,200,0.289776,1.885577,1.196674,0.177933,2.567248,0.228573,0.131895,0.022624,1.563179,15.097565
cuda,pytorch_unet,1,0.804719,6.407341,3.400723,1.195245,5.294211,2.111410,0.854545,0.085387,3.133491
cuda,resnet152,32,4.813817,31.532768,11.878680,7.809901,15.660482,8.709748,3.255245,0.931656,11.879246,2.473001
cuda,resnet18,16,0.706013,5.945472,3.422982,1.122446,4.811885,1.753449,0.653926,0.073718,2.547272,2.651376
cuda,resnet50,32,1.626690,11.795197,5.303854,2.282905,7.706922,3.503975,1.339374,0.211413,4.779515,2.499419
cuda,resnext50_32x4d,8,1.658497,11.261084,4.673861,2.174853,7.186909,3.098759,1.335773,0.197510,4.779260,2.558904
cuda,shufflenet_v2_x1_0,128,1.888268,13.766118,6.400848,2.538960,9.348071,4.297803,2.134265,0.289835,6.002829
cuda,soft_actor_critic,256,0.161185,1.808714,1.563006,0.068861,2.508194,0.070149,0.041302,0.006237,1.018789
cuda,speech_transformer,32,3.402861,17.021392,8.422048,2.974058,13.120393,4.573802,2.140509,0.321460,7.810184
cuda,squeezenet1_1,32,0.295480,3.161135,2.295636,0.504419,3.990295,1.633857,0.627612,0.045440,2.214086
cuda,timm_efficientdet,1,14.369468,48.428763,19.839297,12.619061,34.793373,19.652912,5.669088,1.585624,44.985267,28.004719
cuda,timm_efficientnet,32,2.823331,14.626391,6.868320,3.263613,10.666386,4.772074,1.980788,0.289556,7.183999,36.531161
cuda,timm_nfnet,128,3.045975,12.314563,4.744882,3.689327,11.019200,4.399136,2.048047,0.267282,10.080525,0.674400
cuda,timm_regnet,32,3.602023,15.504681,6.143815,3.275044,9.360374,4.471117,1.691589,0.342920,6.627409,20.514588
cuda,timm_resnest,32,1.006738,9.006782,5.548270,1.517445,9.049465,3.792068,1.380510,0.103962,40.137319,5.069042
cuda,timm_vision_transformer,8,1.531017,9.055295,4.241298,1.713800,10.265760,2.859806,1.323749,0.218525,14.535306,7.814318
cuda,timm_vision_transformer_large,8,5.487605,28.810643,11.648728,6.470756,28.078997,9.699244,5.306376,1.268290,11.239768,23.150679
cuda,timm_vovnet,32,2.032411,10.215919,5.233508,1.934231,8.536887,4.069284,1.472008,0.157693,5.309363,2.422567
cuda,tts_angular,64,0.112121,1.071008,0.964600,0.047079,1.477337,0.026674,0.014469,0.001625,0.561603
cuda,vgg16,64,0.207536,2.406287,1.811368,0.453918,2.945657,0.860904,0.363651,0.027210,1.598593
cuda,yolov3,16,2.784035,18.634287,8.804266,4.048274,12.891449,6.559482,2.402778,0.358985,8.276482
