dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,0.8418,65.5017,8.3948,0.8825
cuda,Background_Matting,4,0.1445,924.8630,9.4348,0.6522
cuda,LearningToPaint,96,0.9388,16.9506,2.1572,0.7196
cuda,Super_SloMo,6,0.1757,451.8798,7.8010,0.8284
cuda,alexnet,128,0.9974,9.8524,0.4879,0.7753
cuda,attention_is_all_you_need_pytorch,256,0.9084,59.0343,8.0504,0.9400
cuda,dcgan,32,0.8542,3.6408,0.4651,0.7838
cuda,demucs,4,0.9998,57.1709,0.3611,0.9872
cuda,densenet121,4,0.8501,89.5270,13.7878,0.8676
cuda,dlrm,1024,0.8845,198.0314,0.7572,0.8152
cuda,drq,1,0.8179,4.7192,0.6821,0.8312
cuda,fastNLP_Bert,6,0.8978,62.0449,7.8053,0.8966
cuda,functorch_dp_cifar10,64,0.9536,14.9231,1.5207,0.8107
cuda,hf_Albert,8,0.9526,72.0707,7.6551,0.9360
cuda,hf_Bart,4,0.8458,75.6986,10.6563,0.8307
cuda,hf_Bert,4,0.8546,54.3776,8.3504,0.8759
cuda,hf_BigBird,0,0.0000
cuda,hf_DistilBert,8,0.9687,32.1290,3.8524,0.8802
cuda,hf_GPT2,4,0.9757,55.0716,7.4752,0.8846
cuda,hf_GPT2_large,4,0.9897,211.9264,22.0862,0.8732
cuda,hf_Longformer,2,0.6458,199.0818,23.5459,0.9669
cuda,hf_Reformer,4,0.9859,83.8351,3.3522,0.9996
cuda,hf_T5,8,0.8562,204.0932,10.3417,0.9331
cuda,hf_T5_large,2,0.8509,267.0710,42.5236,0.8541
cuda,lennard_jones,1000,0.7421,2.3806,0.3764,0.9997
cuda,mnasnet1_0,32,0.9241,32.0578,4.9256,0.8621
cuda,mobilenet_v2,96,0.9661,50.6209,5.1530,0.7639
cuda,mobilenet_v3_large,32,0.9370,37.8503,5.4193,0.8499
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.9959,10.4362,0.5296,0.5596
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9420,19.0518,2.2155,0.8735
cuda,pytorch_stargan,16,0.8582,18.6322,2.3344,0.9741
cuda,pytorch_struct,200,0.7503,6.8231,0.9968,0.5081
cuda,pytorch_unet,1,0.2101,189.9382,3.3768,0.7229
cuda,resnet152,32,0.9007,110.5990,16.3191,0.8955
cuda,resnet18,16,0.9059,15.7138,2.1772,0.7727
cuda,resnet50,32,0.9310,36.8795,5.1591,0.8629
cuda,resnext50_32x4d,8,0.8678,36.7450,5.5246,0.8549
cuda,shufflenet_v2_x1_0,128,0.9397,43.5244,5.6673,0.8401
cuda,soft_actor_critic,256,0.7320,1.9849,0.3991,0.9149
cuda,speech_transformer,32,0.8191,74.8492,9.8755,0.9812
cuda,squeezenet1_1,32,0.9645,15.3165,1.0336,0.7958
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,0.7951,207.3440,31.1712,0.8414
cuda,timm_efficientnet,32,0.8125,58.2081,7.6262,0.7698
cuda,timm_nfnet,128,0.9989,131.3599,7.8156,0.8982
cuda,timm_regnet,32,0.9398,77.5474,8.9461,0.8446
cuda,timm_resnest,32,0.9600,25.7437,2.8141,0.8711
cuda,timm_vision_transformer,8,0.8446,35.4952,5.0229,0.8826
cuda,timm_vision_transformer_large,8,0.9894,186.3925,17.0333,0.8357
cuda,timm_vovnet,32,0.8931,38.1717,5.0780,0.7678
cuda,tts_angular,64,0.9459,7.0106,0.2510,1.0002
cuda,vgg16,64,0.9967,66.4001,0.7111,0.7339
cuda,yolov3,16,0.9690,70.8278,7.7377,0.8381
