,Compiler,torchbench,huggingface,timm_models
eager,eager,"100%, 53/53","100%, 43/43","100%, 61/61"
aot_eager,aot_eager,"96%, 51/53","98%, 42/43","97%, 59/61"
aot_cudagraphs,aot_cudagraphs,"25%, 13/53","5%, 2/43","11%, 7/61"
aot_nvfuser,aot_nvfuser,"58%, 31/53","0%, 0/43","92%, 56/61"
inductor,inductor,"79%, 42/53","81%, 35/43","87%, 53/61"
