dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,47.311891,42.330441,39.146882,24.137226,5.457382,35.148023,10.901321,4.824562,0.651022,47.736676,105.543360,64.649481
cuda,beit_base_patch16_224,64,30.757130,27.342137,22.512502,14.938894,2.047765,22.184242,4.829274,2.072240,0.317242,0.904260,3.243412,10.405362
cuda,botnet26t_256,128,29.953653,27.588989,24.458866,18.566138,2.501648,27.822897,6.382680,2.438703,0.168120,27.733107,54.534879,39.660603
cuda,cait_m36_384,4,76.959147,61.289243,57.610584,29.062198,8.077116,45.874085,19.201587,8.628834,2.504638,8.691996,22.457970,34.378061
cuda,coat_lite_mini,128,32.477187,29.664110,26.488157,19.178411,2.627508,34.368012,8.216080,3.114606,0.268050,15.666837,45.183295,33.679939
cuda,convit_base,64,29.035306,25.809558,22.658607,14.163121,2.617347,23.689143,5.834342,2.725083,0.339248,6.158384,9.616713,18.529668
cuda,convmixer_768_32,32,21.556247,20.105632,17.005095,7.111070,3.036657,13.258839,3.604560,1.752547,0.326175,3.851127,13.296339,3.060267
cuda,convnext_base,64,41.686719,35.751569,30.807022,19.691075,4.236526,34.111651,7.350151,3.122830,0.621388,13.563729,32.079841,32.559242
cuda,crossvit_9_240,128,38.539355,33.612217,30.200233,17.977787,3.694691,33.346309,8.871433,3.620908,0.531263,19.604844,34.904767,38.993056
cuda,cspdarknet53,64,35.305908,30.791563,27.350430,15.962699,3.940619,23.730295,5.707273,2.532059,0.379036,26.624744,56.004625,38.676847
cuda,deit_base_distilled_patch16_224,64,30.064759,27.318524,21.898365,15.026182,1.889081,28.498059,4.666113,1.965342,0.276147,2.463535,3.724931,18.006166
cuda,dla102,128,47.041928,41.396487,37.866546,21.546240,5.510473,30.037985,9.301560,3.798614,0.652859,18.504592,41.589011,33.264521
