dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,29.976792,26.197965,23.691233,13.214321,2.888511,18.823055,5.245199,2.080694,0.362605,11.522934,27.113069,20.274777
cuda,Background_Matting,4,27.093558,24.224250,20.884830,12.524691,2.888913,19.808824,6.284045,2.835680,0.284363,18.588044,34.701624,28.999284
cuda,LearningToPaint,96,17.040891,15.931997,12.193709,8.890091,1.098898,13.776814,1.471197,0.727427,0.092155,13.165632,25.405545,19.247453
cuda,Super_SloMo,6,26.472147,24.206876,21.179699,13.511039,2.811807,19.245125,6.431159,2.558868,0.176103,8.234776,16.953033,7.806353
cuda,alexnet,128,7.309911,6.942322,3.968367,3.452795,0.216912,7.937546,1.024742,0.329224,0.019216,4.724088,9.441145,4.555653
cuda,attention_is_all_you_need_pytorch,256,30.183449,26.706576,24.106387,13.595962,2.819498,20.441230,5.577828,2.290106,0.430915,14.347769,31.805084,24.287239
cuda,dcgan,32,7.069720,6.738059,3.664114,3.047528,0.225119,4.130087,0.384330,0.114962,0.015991,0.134549,1.461740
cuda,demucs,4,16.648968,15.589341,12.461031,11.059748,0.590119,17.354861,1.416815,0.719118,0.057174,6.446404,9.006133,13.379267
cuda,densenet121,4,62.817736,56.015059,52.731608,32.000676,7.601013,44.442527,15.601777,5.460033,0.800120,28.759356,56.307923,49.782778
cuda,drq,1,8.058778,7.528023,4.227544,3.615705,0.161829,5.382855,0.257718,0.128037,0.020143,0.292464,2.239891
cuda,fastNLP_Bert,6,32.021104,28.044430,25.531178,16.230756,2.392790,21.705673,5.260305,2.111648,0.347991,0.378602,6.712029,8.488051
cuda,functorch_dp_cifar10,64,15.028748,14.089167,11.097866,8.003071,1.424665,14.266009,2.579484,0.882715,0.082350,26.531766,35.399248,34.310735
cuda,hf_Albert,8,26.015182,23.859998,21.264341,13.770504,1.876781,22.446423,3.559180,1.342556,0.167240,2.513392,10.234464,13.231325
cuda,hf_Bart,4,41.820476,33.988688,31.247665,19.244975,3.124777,27.642646,5.799753,2.752764,0.337089,4.436312,4.334678,16.271611
cuda,hf_Bert,4,30.321628,25.134070,22.480741,13.131771,2.360199,19.050938,4.749134,2.012625,0.343425,0.609230,7.979093,9.124656
cuda,hf_Bert_large,4,51.936549,41.300520,38.688707,20.393504,5.077893,29.041548,9.645622,3.865524,0.944738,0.705589,12.099327,14.901682
cuda,hf_BigBird,2,77.698458,66.468848,63.524251,33.252060,8.785037,52.587615,22.646279,10.453737,0.629944,14.526255,9.890255,43.397339
cuda,hf_DistilBert,8,18.163918,16.212087,13.645929,8.825119,1.224708,12.949132,2.244980,1.089205,0.144809,2.165915,6.346942,7.635143
cuda,hf_GPT2,4,26.681960,23.323847,19.627716,11.498554,2.392870,15.884418,4.238768,1.779878,0.301936,0.423308,2.747557,7.410985
cuda,hf_GPT2_large,4,62.229751,50.403081,47.358304,23.294381,7.341861,36.697322,15.335431,5.342249,1.587801,0.909360,2.402254,22.288633
cuda,hf_Reformer,4,25.299611,22.704302,20.081537,17.110052,0.932484,21.381717,1.581764,0.801523,0.073690,0.448322,4.842152,5.769013
cuda,hf_T5,8,35.688194,31.256116,28.646904,18.591516,2.580110,26.259287,4.575991,1.871115,0.296819,4.040342,10.427944,14.554574
cuda,hf_T5_large,2,107.444185,88.168184,85.122394,45.665818,11.162110,60.535305,19.542486,7.788258,1.867647,6.326407,34.756482,34.489777
cuda,lennard_jones,1000,4.937122,4.641533,2.268210,1.886534,0.082468,2.788001,0.117983,0.195111,0.008724,0.109075,1.103001
cuda,mnasnet1_0,32,28.760559,26.225696,23.146195,15.130156,2.648226,22.184562,4.318856,2.168530,0.250423,41.711720,78.816090,51.650871
cuda,mobilenet_v2,96,30.305323,27.726501,24.602200,16.034999,3.011034,22.317825,4.734583,2.333843,0.274719,45.336517,98.371441,54.883022
cuda,mobilenet_v3_large,32,34.836936,32.018942,27.063907,18.100380,3.243417,27.977183,5.201030,2.166547,0.292806,65.636799,101.971701,79.013015
cuda,nvidia_deeprecommender,256,6.268662,5.895136,3.068860,2.487541,0.148062,6.101139,0.320931,0.097134,0.012522,0.737492,4.514722,0.560710
cuda,phlippe_densenet,128,32.037085,29.447560,26.433798,18.297432,3.011541,26.174201,5.146538,2.307349,0.264774,58.708135,128.562547,69.848712
cuda,phlippe_resnet,128,13.663554,12.592072,9.603702,6.490603,1.024071,9.760059,1.268798,0.692082,0.083987,9.120990,16.679410,13.505838
cuda,pytorch_CycleGAN_and_pix2pix,1,14.587237,13.645166,10.657533,7.247279,1.130397,10.992572,2.147117,0.894129,0.084702,10.060198,19.591474,15.020920
cuda,pytorch_stargan,16,14.324922,13.350695,10.320704,6.865869,1.002030,10.384911,1.406735,0.688107,0.073813,15.069872,29.797712,19.685657
