dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,adv_inception_v3,128,1.1115,1.135,1.2231
cuda,beit_base_patch16_224,128,0.9716,0.9622,0.0
cuda,botnet26t_256,128,1.152,1.1947,1.1968
cuda,cait_m36_384,4,0.9971,0.9861,0.0
cuda,coat_lite_mini,128,1.0454,1.0742,1.406
cuda,convit_base,64,1.1491,1.183,0.0
cuda,convmixer_768_32,64,1.0201,1.043,0.0
cuda,convnext_base,64,0.9879,0.0,0.0
cuda,crossvit_9_240,64,1.061,1.0597,1.1979
cuda,cspdarknet53,64,0.8625,1.0726,1.06
cuda,deit_base_distilled_patch16_224,128,1.0365,1.0219,0.0
cuda,densenet121,128,1.1022,1.1566,0.0
cuda,dla102,128,1.2528,1.2978,0.0
cuda,dm_nfnet_f0,128,0.7415,1.2284,1.4319
cuda,dpn107,64,1.0171,1.0061,0.0
cuda,eca_botnext26ts_256,128,0.8028,1.1679,1.1915
cuda,eca_halonext26ts,128,0.8077,1.1612,0.0
cuda,ecaresnet101d,128,1.1939,1.2595,0.0
cuda,ese_vovnet19b_dw,128,1.0547,1.0808,1.1021
cuda,fbnetc_100,128,1.0152,1.0349,1.0078
cuda,fbnetv3_b,128,0.8568,0.9849,0.9418
cuda,gernet_l,128,1.0052,1.024,1.0001
cuda,ghostnet_100,128,1.2074,0.9995,0.0
cuda,gluon_inception_v3,128,1.1114,1.1348,1.2245
cuda,gluon_senet154,64,1.1527,1.1483,0.0
cuda,gluon_xception65,32,1.0671,1.0346,0.9437
cuda,gmixer_24_224,128,1.0723,1.0677,1.0884
cuda,gmlp_s16_224,128,1.013,1.0041,1.1173
cuda,hardcorenas_a,128,1.0398,1.0757,1.0962
cuda,hrnet_w18,128,1.2531,1.3241,1.2554
cuda,inception_v3,128,1.1111,0.0,1.2239
cuda,jx_nest_base,64,1.1353,0.9998,0.0
cuda,lcnet_050,128,0.8856,1.3074,1.0913
cuda,legacy_senet154,0,0.0,0.0,0.0
cuda,levit_128,128,1.1614,0.0,0.0
cuda,mixer_b16_224,128,0.9768,0.9923,0.8265
cuda,mixnet_l,128,0.9376,1.0305,0.0
cuda,mnasnet_100,128,1.0311,1.0309,1.0304
cuda,mobilenetv2_100,128,0.9169,1.0518,1.0214
cuda,mobilenetv3_large_100,128,0.9915,1.0563,1.0546
cuda,mobilevit_s,128,0.8221,1.0907,0.0
cuda,nasnetalarge,16,1.0899,1.1021,0.0
cuda,nfnet_l0,128,0.9841,1.1834,1.3076
cuda,pit_b_224,64,1.0411,1.0626,1.1679
cuda,pnasnet5large,16,1.0829,1.086,0.0
cuda,poolformer_m36,64,1.0466,0.0,1.0548
cuda,regnety_002,128,1.1717,1.3549,1.3641
cuda,repvgg_a2,128,0.9462,0.9995,1.0423
cuda,res2net101_26w_4s,128,1.1036,1.1801,0.0
cuda,res2net50_14w_8s,128,1.1681,1.2509,1.2917
cuda,res2next50,128,1.1021,1.1835,1.2796
cuda,resmlp_12_224,128,1.1985,0.0,0.6295
cuda,resnest101e,64,1.1256,1.2029,0.0
cuda,resnet18,128,1.1501,1.1785,1.2077
cuda,rexnet_100,128,0.8262,1.04,1.0796
cuda,sebotnet33ts_256,128,0.8782,1.1741,0.0
cuda,selecsls42b,128,1.1906,1.2128,1.1814
cuda,spnasnet_100,128,0.9776,0.9828,0.9718
cuda,swin_base_patch4_window7_224,64,1.0665,0.9997,0.0
cuda,swsl_resnext101_32x16d,32,1.0947,1.11,1.0919
cuda,tf_efficientnet_b0,128,0.7764,1.0381,1.079
cuda,tf_mixnet_l,128,0.9409,1.0308,0.0
cuda,tinynet_a,128,0.7506,0.9899,1.0016
cuda,tnt_s_patch16_224,128,1.2981,1.5916,0.0
cuda,twins_pcpvt_base,128,1.1163,1.1002,0.0
cuda,visformer_small,128,1.0262,1.0208,1.0214
cuda,vit_base_patch16_224,128,0.9893,0.9814,0.0
cuda,volo_d1_224,128,1.0712,1.144,0.0
cuda,xcit_large_24_p8_224,11,1.0244,0.9054,0.0
