dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,BERT_pytorch,16,0.0,1.8579,1.9345
cuda,Background_Matting,4,1.1492,1.1568,1.1665
cuda,LearningToPaint,96,1.249,1.2695,1.2933
cuda,Super_SloMo,0,0.0,0.0,0.0
cuda,alexnet,128,0.9963,0.9993,1.069
cuda,attention_is_all_you_need_pytorch,256,1.0314,0.0,1.0281
cuda,dcgan,32,1.0629,1.1139,1.8845
cuda,demucs,4,1.0007,0.9992,0.0
cuda,densenet121,4,1.073,1.4169,4.776
cuda,detectron2_maskrcnn,0,0.0,0.0,0.0
cuda,dlrm,0,0.0,0.0,0.0
cuda,drq,1,1.0942,1.0955,2.4025
cuda,fambench_xlmr,0,0.0,0.0,0.0
cuda,fastNLP_Bert,6,1.2938,0.0,0.0
cuda,hf_Albert,8,1.4629,1.5184,1.5699
cuda,hf_Bart,4,1.0697,1.0728,0.0
cuda,hf_Bert,4,1.1366,1.1189,1.2365
cuda,hf_BigBird,2,0.9815,0.8659,0.0
cuda,hf_DistilBert,8,1.0075,1.0577,0.0
cuda,hf_GPT2,4,1.4682,1.4112,0.0
cuda,hf_Longformer,2,1.129,1.0335,0.0
cuda,hf_Reformer,0,0.0,0.0,0.0
cuda,hf_T5,8,0.0,0.8972,0.0
cuda,maml,0,0.0,0.0,0.0
cuda,maml_omniglot,1,1.0085,1.0767,2.741
cuda,mnasnet1_0,32,1.2807,1.3815,1.484
cuda,mobilenet_v2,96,1.0546,1.4877,1.3741
cuda,mobilenet_v2_quantized_qat,96,1.4708,1.754,0.0
cuda,mobilenet_v3_large,32,1.1938,1.4352,1.9336
cuda,moco,32,1.1103,0.9991,0.0
cuda,nvidia_deeprecommender,256,1.0086,0.9264,0.7435
cuda,opacus_cifar10,0,0.0,0.0,0.0
cuda,pyhpc_equation_of_state,0,0.0,0.0,0.0
cuda,pyhpc_isoneutral_mixing,0,0.0,0.0,0.0
cuda,pyhpc_turbulent_kinetic_energy,0,0.0,0.0,0.0
cuda,pytorch_CycleGAN_and_pix2pix,1,1.1903,1.3057,1.7398
cuda,pytorch_stargan,16,1.0965,1.161,1.2427
cuda,pytorch_struct,200,1.0094,1.0683,0.0
cuda,pytorch_unet,1,1.1821,1.1907,1.354
cuda,resnet18,16,1.1294,1.3881,1.759
cuda,resnet50,32,1.2597,1.2916,1.2875
cuda,resnet50_quantized_qat,32,1.3576,1.6853,0.0
cuda,resnext50_32x4d,8,1.1014,1.38,2.028
cuda,shufflenet_v2_x1_0,128,1.3325,1.418,1.609
cuda,soft_actor_critic,256,1.0174,1.0314,1.3872
cuda,speech_transformer,32,1.1088,1.0223,0.0
cuda,squeezenet1_1,32,1.0724,1.1428,1.6719
cuda,tacotron2,0,0.0,0.0,0.0
cuda,timm_efficientdet,1,0.1181,1.351,0.0
cuda,timm_efficientnet,32,0.919,1.4578,1.4576
cuda,timm_nfnet,128,0.6897,1.228,1.4321
cuda,timm_regnet,32,1.181,1.4665,1.6375
cuda,timm_resnest,32,1.2735,1.3165,1.5613
cuda,timm_vision_transformer,8,1.0616,1.3453,2.4139
cuda,timm_vovnet,32,1.1766,1.1765,1.014
cuda,tts_angular,64,1.002,0.9908,0.0
cuda,vgg16,64,0.9992,0.9971,1.13
cuda,vision_maskrcnn,4,0.0,0.9598,0.0
cuda,yolov3,16,0.9969,0.9961,0.0
