dev,name,batch_size,speedup
cuda,adv_inception_v3,128,1.1115
cuda,beit_base_patch16_224,128,0.9716
cuda,botnet26t_256,128,1.1520
cuda,cait_m36_384,4,0.9971
cuda,coat_lite_mini,128,1.0454
cuda,convit_base,64,1.1491
cuda,convmixer_768_32,64,1.0201
cuda,convnext_base,64,0.9879
cuda,crossvit_9_240,64,1.0610
cuda,cspdarknet53,64,0.8625
cuda,deit_base_distilled_patch16_224,128,1.0365
cuda,densenet121,128,1.1022
cuda,dla102,128,1.2528
cuda,dm_nfnet_f0,128,0.7415
cuda,dpn107,64,1.0171
cuda,eca_botnext26ts_256,128,0.8028
cuda,eca_halonext26ts,128,0.8077
cuda,ecaresnet101d,128,1.1939
cuda,ese_vovnet19b_dw,128,1.0547
cuda,fbnetc_100,128,1.0152
cuda,fbnetv3_b,128,0.8568
cuda,gernet_l,128,1.0052
cuda,ghostnet_100,128,1.2074
cuda,gluon_inception_v3,128,1.1114
cuda,gluon_senet154,64,1.1527
cuda,gluon_xception65,32,1.0671
cuda,gmixer_24_224,128,1.0723
cuda,gmlp_s16_224,128,1.0130
cuda,hardcorenas_a,128,1.0398
cuda,hrnet_w18,128,1.2531
cuda,inception_v3,128,1.1111
cuda,jx_nest_base,64,1.1353
cuda,lcnet_050,128,0.8856
cuda,legacy_senet154,0,0.0000
cuda,levit_128,128,1.1614
cuda,mixer_b16_224,128,0.9768
cuda,mixnet_l,128,0.9376
cuda,mnasnet_100,128,1.0311
cuda,mobilenetv2_100,128,0.9169
cuda,mobilenetv3_large_100,128,0.9915
cuda,mobilevit_s,128,0.8221
cuda,nasnetalarge,16,1.0899
cuda,nfnet_l0,128,0.9841
cuda,pit_b_224,64,1.0411
cuda,pnasnet5large,16,1.0829
cuda,poolformer_m36,64,1.0466
cuda,regnety_002,128,1.1717
cuda,repvgg_a2,128,0.9462
cuda,res2net101_26w_4s,128,1.1036
cuda,res2net50_14w_8s,128,1.1681
cuda,res2next50,128,1.1021
cuda,resmlp_12_224,128,1.1985
cuda,resnest101e,64,1.1256
cuda,resnet18,128,1.1501
cuda,rexnet_100,128,0.8262
cuda,sebotnet33ts_256,128,0.8782
cuda,selecsls42b,128,1.1906
cuda,spnasnet_100,128,0.9776
cuda,swin_base_patch4_window7_224,64,1.0665
cuda,swsl_resnext101_32x16d,32,1.0947
cuda,tf_efficientnet_b0,128,0.7764
cuda,tf_mixnet_l,128,0.9409
cuda,tinynet_a,128,0.7506
cuda,tnt_s_patch16_224,128,1.2981
cuda,twins_pcpvt_base,128,1.1163
cuda,visformer_small,128,1.0262
cuda,vit_base_patch16_224,128,0.9893
cuda,volo_d1_224,128,1.0712
cuda,xcit_large_24_p8_224,11,1.0244
