dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,20.944829,17.441238,7.856968,2.870461,11.192923,4.866002,1.969533,0.363912,13.384448,6.337991
cuda,Background_Matting,4,19.639904,17.289463,8.795440,3.193693,12.204922,6.160207,3.148081,0.285259,6.725422
cuda,LearningToPaint,96,8.093503,7.179886,3.785306,1.384048,4.518609,1.468174,0.688604,0.097477,2.166673
cuda,Super_SloMo,6,19.257722,17.225187,9.529513,3.162280,12.320160,6.749163,2.443479,0.175420,6.052224
cuda,alexnet,128,2.868506,2.630501,2.109941,0.217039,3.498039,1.067907,0.315434,0.020167,1.614523
cuda,attention_is_all_you_need_pytorch,256,22.760031,19.847008,9.936093,3.265036,12.638108,5.323465,2.140416,0.432283,14.365161,6.108679
cuda,dcgan,32,2.798997,2.607075,1.997828,0.218834,2.578324,0.239209,0.105634,0.016086,0.809901
cuda,demucs,4,2.474311,1.740280,1.537280,0.126972,1.403371,0.162429,0.081359,0.013104
cuda,densenet121,4,49.643910,44.072251,21.654565,8.423209,27.155543,14.824209,5.653445,0.793601,14.723223
cuda,drq,1,3.178100,2.843698,2.242662,0.163289,3.306944,0.227617,0.116382,0.020747,1.238036
cuda,fastNLP_Bert,6,22.194861,18.772756,9.693757,2.559249,13.139468,4.628685,2.046617,0.361699,5.731015,6.357914
cuda,functorch_dp_cifar10,64,7.667796,6.956790,4.011588,1.674975,6.461958,2.405200,0.820408,0.083938,4.175573,0.646650
cuda,hf_Albert,8,14.438407,12.522679,4.949895,2.289255,8.158348,3.106848,1.277462,0.160608,4.286212,5.587327
cuda,hf_Bart,4,27.222707,23.007390,10.956061,3.234878,15.176235,6.051354,2.436396,0.503478,4.117364,7.608521
cuda,hf_Bert,4,19.713943,16.027019,7.123605,2.487986,9.948617,4.128136,1.851877,0.348588,2.076582,5.429319
cuda,hf_Bert_large,4,37.143615,30.247593,12.760535,5.230863,17.773464,8.487857,4.068851,0.965802,2.036660,10.470269
cuda,hf_DistilBert,8,11.319967,9.741724,5.256632,1.580000,7.183207,2.103693,1.013093,0.150570,5.207061,3.569132
cuda,hf_GPT2,4,17.798294,14.807234,6.534525,2.351063,9.468908,4.068176,1.696486,0.299609,3.690448,5.388268
cuda,hf_GPT2_large,4,50.767783,41.325896,17.875288,7.288585,27.456976,13.426843,5.743207,1.510873,2.729073,17.549906
cuda,hf_Longformer,2,63.271605,54.428331,32.821213,7.019680,40.450132,18.502609,6.399144,0.453720,4.604070,14.997089
cuda,hf_Reformer,4,13.754854,11.216797,9.056943,0.958228,9.896260,1.473740,0.756903,0.071265,3.163308,1.842440
cuda,hf_T5,8,23.018095,19.163989,8.984177,2.866111,12.590854,5.152906,2.073409,0.355331,6.924860,6.608845
cuda,hf_T5_large,2,89.026389,72.680439,32.288211,10.669201,47.530598,26.363062,7.944836,2.866273,26.612225,28.113634
cuda,lennard_jones,1000,2.088055,1.925388,1.572242,0.076740,2.133228,0.102581,0.064505,0.008921,0.643149
cuda,mnasnet1_0,32,19.260902,16.819936,8.323471,2.976247,10.133762,4.308510,1.866534,0.263405,4.906280,2.493211
cuda,mobilenet_v2,96,20.700317,18.494964,9.244896,2.964950,10.717582,4.803399,2.292151,0.295555,4.567360
cuda,mobilenet_v3_large,32,20.610585,18.262126,9.080351,3.060403,11.785740,5.162274,2.078457,0.297084,5.895377,25.898936
cuda,nvidia_deeprecommender,256,2.560741,2.340751,1.799114,0.140995,2.898144,0.163547,0.086076,0.012624,1.249642,0.428230
cuda,phlippe_densenet,128,19.818087,17.592132,8.859123,2.967026,11.401376,5.235019,2.253933,0.283323,5.634768
