dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,0.8320,56.5250,8.9373,0.7888
cuda,Background_Matting,4,0.1861,988.2419,10.9968,0.8096
cuda,LearningToPaint,96,0.8056,17.5770,2.7214,0.6650
cuda,Super_SloMo,6,0.2407,485.7079,8.6082,0.8801
cuda,alexnet,128,0.9670,12.7016,0.5570,0.7436
cuda,attention_is_all_you_need_pytorch,256,0.9360,78.1172,8.7998,0.8838
cuda,dcgan,32,0.7483,2.8616,0.5927,0.7438
cuda,demucs,4,0.9777,77.3899,0.9647,0.8201
cuda,densenet121,4,0.6247,78.9559,17.5710,0.8623
cuda,dlrm,1024,0.8716,4.4414,0.6193,0.9940
cuda,drq,1,0.7065,3.4241,0.7635,0.7235
cuda,fastNLP_Bert,6,0.9658,62.1834,8.2880,0.8516
cuda,functorch_dp_cifar10,64,0.8920,9.3567,1.8994,0.7379
cuda,hf_Albert,8,0.9905,76.2293,6.0876,0.9426
cuda,hf_Bart,4,0.9627,57.9027,10.5161,0.8003
cuda,hf_Bert,4,0.9868,40.2708,8.2114,0.8149
cuda,hf_Bert_large,4,0.9704,96.2170,16.2570,0.8019
cuda,hf_BigBird,0,0.0000
cuda,hf_DistilBert,8,0.8957,44.6160,4.4681,0.8505
cuda,hf_GPT2,4,0.9663,52.1977,7.4804,0.8343
cuda,hf_GPT2_large,4,0.9583,251.7180,22.8174,0.7906
cuda,hf_Longformer,2,0.6315,218.8941,25.7620,0.7251
cuda,hf_Reformer,4,0.9845,85.1525,3.7900,0.8833
cuda,hf_T5,8,0.8188,224.1177,10.1203,0.9299
cuda,hf_T5_large,2,0.8668,226.6551,42.2596,0.7412
cuda,lennard_jones,1000,0.7367,1.6448,0.3955,0.9988
cuda,mnasnet1_0,32,0.7432,35.6232,6.5557,0.8917
cuda,mobilenet_v2,96,0.8356,85.0272,6.7587,0.7617
cuda,mobilenet_v2_quantized_qat,96,0.8132,180.6652,12.7265,0.8296
cuda,mobilenet_v3_large,32,0.7715,34.3615,7.0297,0.8510
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.8485,10.0791,0.5383,0.6958
cuda,phlippe_densenet,128,0.7469,34.1506,6.7973,0.8667
cuda,phlippe_resnet,128,0.7249,12.1520,2.5471,0.8503
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9267,13.7087,2.5582,0.8371
cuda,pytorch_stargan,16,0.9434,24.9342,3.0020,0.9822
cuda,pytorch_struct,200,0.7686,5.5965,1.0006,0.5034
cuda,pytorch_unet,1,0.2701,216.7406,4.2498,0.8062
cuda,resnet152,32,0.7753,110.2434,20.4325,0.8820
cuda,resnet18,16,0.7384,12.6919,2.6257,0.7387
cuda,resnet50,32,0.8400,46.1012,6.7007,0.8457
cuda,resnet50_quantized_qat,32,0.7658,119.2916,12.3692,0.9009
cuda,resnext50_32x4d,8,0.6403,31.5855,6.6787,0.8188
cuda,shufflenet_v2_x1_0,128,0.7648,46.7420,7.7450,0.8925
cuda,soft_actor_critic,256,0.6792,1.7224,0.4408,0.8205
cuda,speech_transformer,32,0.8192,59.9593,10.3301,0.8024
cuda,squeezenet1_1,32,0.9834,9.7570,1.2515,0.8112
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,0.6940,172.8343,35.7189,0.8094
cuda,timm_efficientnet,32,0.6786,55.9269,9.3325,0.7624
cuda,timm_nfnet,128,0.9947,196.7109,9.5332,0.8711
cuda,timm_regnet,32,0.8676,106.3862,10.7376,0.8356
cuda,timm_resnest,32,0.8688,35.9522,3.5847,0.8634
cuda,timm_vision_transformer,8,0.8464,28.6281,5.6937,0.7910
cuda,timm_vision_transformer_large,8,0.9631,204.9006,18.7844,0.6868
cuda,timm_vovnet,32,0.8152,46.1014,5.7233,0.8009
cuda,tts_angular,64,0.9481,10.0160,0.4117,0.9106
cuda,vgg16,64,0.9913,107.0722,0.8839,0.6371
cuda,yolov3,16,0.8688,116.7056,10.0539,0.8105
