dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,16.698513,15.027229,6.829935,2.640663,10.113253,4.147085,1.596594,0.318403,9.011122,6.037736
cuda,Background_Matting,4,15.941421,14.954280,7.578732,3.051457,10.887959,5.877112,2.421789,0.280998,6.467165
cuda,LearningToPaint,96,7.156954,6.741441,3.648580,1.425853,4.322578,1.375372,0.639365,0.094427,2.142838
cuda,Super_SloMo,6,16.506746,15.323617,8.454900,3.249519,11.173016,5.985911,2.223176,0.142707,6.057906
cuda,alexnet,128,2.204970,2.107486,1.698584,0.229288,3.008592,0.917160,0.280936,0.016117,1.545471
cuda,attention_is_all_you_need_pytorch,256,17.834929,16.414786,7.821603,2.541004,10.289485,4.305417,1.716819,0.360165,9.546803,5.130244
cuda,dcgan,32,2.126829,2.028864,1.496522,0.219183,2.088572,0.221313,0.089411,0.016438,0.819270
cuda,demucs,4,0.296369
cuda,densenet121,4,41.206599,38.814457,19.359144,7.358824,24.878470,14.391750,5.050655,0.759020,13.144543
cuda,drq,1,2.518502,2.328774,1.809377,0.150869,2.838228,0.172518,0.084895,0.015755,1.187855
cuda,fastNLP_Bert,6,17.552820,15.781835,8.199161,2.350253,11.022438,3.640326,1.631306,0.296756,4.335349,5.539949
cuda,functorch_dp_cifar10,64,6.036188,5.779740,3.270401,1.509629,5.716950,2.125606,0.687728,0.073895,4.002916,3.222789
cuda,hf_Albert,8,12.497317,10.967633,3.819625,1.970106,6.968410,2.962425,1.361983,0.147909,5.206785,3.073716
cuda,hf_Bart,4,21.102616,19.073329,8.625630,3.030562,12.949734,4.333067,2.386024,0.408755,3.754091,7.483106
cuda,hf_Bert,4,14.372732,12.623778,5.001581,2.018850,7.735534,3.492295,1.465338,0.301473,4.848275,0.415258
cuda,hf_Bert_large,4,27.771430,24.305951,9.383760,4.651525,12.962367,6.372353,2.863806,0.803225,8.706519,0.417921
cuda,hf_DistilBert,8,8.185492,7.374735,3.189450,1.252386,5.241829,1.788322,0.790506,0.122737,3.355847,1.837656
cuda,hf_GPT2,4,13.715319,11.976171,5.071182,2.205295,7.790158,3.361302,1.390123,0.253490,5.013782,1.997786
cuda,hf_GPT2_large,4,40.899859,35.213566,14.750250,7.227359,21.167119,10.949208,4.083509,1.286138,14.967042,1.515164
cuda,hf_Reformer,4,11.828834,10.048624,8.310279,0.797169,9.128946,1.399958,0.823714,0.055897,3.102889,1.656934
cuda,hf_T5,8,18.206035,15.823862,7.065658,2.601527,10.578195,4.137801,1.554143,0.292714,5.763996,6.237996
cuda,hf_T5_large,2,69.931143,58.539007,23.214280,10.098649,37.661314,20.754757,5.928972,2.304634,23.767066,25.047161
cuda,lennard_jones,1000,1.339090,1.257910,0.942684,0.075952,1.489707,0.072548,0.046812,0.006917,0.627911
cuda,mnasnet1_0,32,16.058060,15.173488,8.050324,2.793919,10.010581,4.106418,1.967330,0.270240,4.852769,2.449266
