dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,17.086888,15.422130,7.037030,2.500728,10.299596,4.094313,1.605461,0.316187,0.000006,8.996947,6.058374
cuda,Background_Matting,4,16.058887,15.056192,7.665368,3.049738,10.996916,5.885460,2.436235,0.277304,0.500910,6.989313
cuda,LearningToPaint,96,7.111693,6.690408,3.736458,1.132596,4.437120,1.380741,0.645120,0.095837,0.255220,2.131493
cuda,Super_SloMo,6,16.736328,15.530877,8.575765,3.300873,11.298294,6.090887,2.256366,0.144208,0.399201,6.519215
cuda,alexnet,128,2.177099,2.080660,1.670808,0.231451,2.894140,0.805357,0.280467,0.016579,0.133857,1.595385
cuda,attention_is_all_you_need_pytorch,256,17.949340,16.525642,7.943835,2.563442,10.395843,4.331111,1.739777,0.366103,0.415289,9.588959,5.555301
cuda,dcgan,32,2.193533,2.096731,1.568737,0.217017,2.176894,0.217942,0.090717,0.014029,0.110317,0.943871
cuda,demucs,4,0.280023
cuda,densenet121,4,41.039647,38.725764,19.554130,7.393151,25.039005,14.368213,5.093915,0.764462,0.987707,14.150808
cuda,dlrm,1024,1.903902,1.709557,1.177981,0.177574,2.146695,0.378057,0.125438,0.016330,0.118478,1.273185
cuda,drq,1,2.627805,2.426100,1.892905,0.153236,2.941784,0.172380,0.086790,0.016055,0.382722,1.594117
cuda,fastNLP_Bert,6,17.765502,15.984214,8.372164,2.153166,11.435431,3.830966,1.633233,0.296922,0.827533,4.337254,6.148846
cuda,functorch_dp_cifar10,64,6.136663,5.880055,3.361071,1.353014,5.801089,2.126130,0.690153,0.078082,3.598132,7.435085,3.408918
cuda,hf_Albert,8,13.030388,11.474914,4.014325,2.073293,7.318247,3.025410,1.445331,0.148742,2.980919,8.453331,2.626220
cuda,hf_Bart,4,21.550995,19.480954,8.701415,2.837242,12.985859,4.764076,2.001994,0.414086,3.386117,4.186453,10.647823
