dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.020636,11.417504,4.058174,2.044374,8.726452,3.001591,1.131659,0.149427,1.336384,8.141842,0.792863
cuda,AlbertForQuestionAnswering,4,13.165380,11.521878,4.050436,2.012911,8.730992,2.988628,1.145738,0.143883,0.958920,7.743116,0.413098
cuda,BartForCausalLM,4,15.662431,14.144504,6.599398,1.978111,9.600907,3.117112,1.392180,0.274569,2.039736,2.234080,7.325741
cuda,BartForConditionalGeneration,2,38.578976,34.421824,14.535561,5.759357,19.996164,8.782284,3.541443,1.052998,0.967498,1.241219,12.442949
cuda,BertForMaskedLM,16,15.063082,13.218196,5.138782,2.113293,7.964524,3.624141,1.502390,0.295069,1.717833,6.759225,1.430213
cuda,BertForQuestionAnswering,16,14.917931,13.129627,5.207776,2.053239,7.854080,3.544982,1.508109,0.299273,1.395051,6.195089,1.006985
cuda,BlenderbotSmallForCausalLM,64,9.790748,8.724494,3.599467,1.319663,5.797481,2.030750,0.996619,0.171498,2.827884,6.577638,2.524946
cuda,BlenderbotSmallForConditionalGeneration,64,25.151343,22.461947,9.142673,3.670519,13.244956,5.517083,2.487972,0.592558,1.931818,1.872671,9.872149
cuda,CamemBert,16,14.885759,13.098984,5.121848,2.065452,7.838608,3.582673,1.478508,0.297268,0.625703,5.509021,0.335369
cuda,DebertaForMaskedLM,4,28.341536,22.700819,13.715739,3.103769,17.070826,4.700234,2.285082,0.353705,17.502947,0.943537,24.208642
cuda,DebertaForQuestionAnswering,8,29.212037,23.409224,14.285090,3.129107,17.663103,4.733852,2.296102,0.355749,19.504765,1.830832,26.264074
cuda,DebertaV2ForMaskedLM,1,42.124253,32.221520,16.308655,3.855748,20.695841,5.854050,3.161160,0.628861,44.500144,1.507972,53.154643
cuda,DebertaV2ForQuestionAnswering,2,43.132476,32.819823,16.410027,4.619996,20.966968,6.781445,3.566034,0.646721,45.412732,0.573289,55.012214
cuda,DistilBertForMaskedLM,128,8.082552,7.312423,3.254018,1.092391,5.191123,1.811913,0.793283,0.125569,1.401567,4.484395,1.145749
cuda,DistilBertForQuestionAnswering,256,8.297970,7.483778,3.361966,1.083262,5.309322,1.874812,0.816638,0.123603,0.802389,3.886756,0.544915
cuda,DistillGPT2,16,8.823603,7.911224,4.300754,1.191795,6.213719,1.908185,0.776520,0.113596,2.166994,2.287599,5.323951
cuda,ElectraForCausalLM,32,16.913925,15.052231,6.930304,2.089581,10.605124,3.209382,2.170171,0.304949,3.129573,2.530678,8.998276
cuda,ElectraForQuestionAnswering,64,14.999065,13.186505,5.154292,2.083897,7.918564,3.634930,1.517249,0.296077,1.693073,6.643356,1.319557
cuda,GPT2ForSequenceClassification,4,13.895824,12.124435,5.196478,2.508454,7.680828,3.214699,1.410176,0.258958,1.672245,6.760808,1.382887
cuda,LayoutLMForMaskedLM,16,15.326270,13.132379,5.220726,2.122145,8.097757,3.655519,1.518638,0.303691,1.828837,6.932382,1.440249
cuda,LayoutLMForSequenceClassification,16,15.637121,13.380288,5.285443,2.124306,9.410804,4.320769,1.761756,0.308305,6.366457,12.720076,5.905622
cuda,M2M100ForConditionalGeneration,16,36.058311,31.895522,13.273000,4.869346,21.717648,8.498321,3.718837,0.843471,4.942312,12.322207,18.501610
cuda,MBartForCausalLM,4,15.650713,14.142799,6.649020,2.054978,9.881855,3.257042,1.427401,0.292459,2.207530,2.263485,7.800095
cuda,MBartForConditionalGeneration,2,37.409175,33.288619,13.423984,5.949198,19.834597,9.227985,3.618085,1.169306,0.967034,0.591373,13.594556
cuda,MT5ForConditionalGeneration,16,26.290149,22.623807,9.369403,3.629908,15.832832,6.490716,2.201439,0.476199,4.439858,20.422749,14.726645
cuda,MegatronBertForCausalLM,4,28.704897,24.998718,9.668324,4.787221,14.623616,7.369488,3.029795,0.867337,1.112140,11.061971,0.397911
cuda,MegatronBertForQuestionAnswering,8,28.848078,25.113838,9.759810,4.739116,14.473622,7.314905,2.917121,0.856157,1.256957,10.915206,0.469450
cuda,MobileBertForMaskedLM,64,48.048011,40.103019,11.489395,7.376541,24.097364,13.320612,5.103041,2.816550,3.142212,23.910799,1.722515
cuda,MobileBertForQuestionAnswering,128,48.193974,40.236342,11.503603,7.856758,25.278529,13.683492,5.577593,3.171254,2.797158,25.211238,1.006145
