,Compiler,torchbench,huggingface,timm_models
eager,eager,0.90x,0.93x,0.97x
aot_eager,aot_eager,0.79x,0.85x,0.86x
inductor,inductor,0.79x,0.89x,0.97x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.95x,1.03x,1.08x
