dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,25.633121,23.425762,20.062306,12.449209,1.903618,23.187427,3.736590,1.350663,0.163238,2.070079,12.804759
cuda,AlbertForQuestionAnswering,4,25.387798,23.029254,19.635257,12.043871,1.849433,21.068056,3.553972,1.338041,0.163327,1.632192,11.035079
cuda,BartForCausalLM,4,32.414452,27.739767,24.265286,15.411243,2.375606,22.468108,4.554793,2.151723,0.251725,2.712422,9.666936
cuda,BartForConditionalGeneration,2,62.306079,50.641988,47.083793,23.596302,6.177859,31.453029,12.089703,5.760647,1.486490,0.419625,15.130601
cuda,BertForMaskedLM,16,32.586959,27.408332,23.837174,14.378400,2.358466,22.787644,4.774977,2.043254,0.352597,7.061492,11.007688
cuda,BertForQuestionAnswering,16,33.425448,28.191959,24.295163,14.731270,2.378828,21.857532,4.858481,2.055246,0.367923,6.799970,9.745691
cuda,BlenderbotForCausalLM,4,47.281151,37.880060,34.400869,17.113873,4.679334,27.986220,8.620743,4.388439,0.507421,6.580011,16.017576
cuda,BlenderbotSmallForCausalLM,64,23.968472,20.685922,17.265376,11.002642,1.473112,19.386381,2.955840,1.451050,0.168785,2.839767,10.017113
cuda,BlenderbotSmallForConditionalGeneration,64,43.147393,35.646297,32.030042,16.564068,4.154900,23.881696,8.106658,3.432284,0.781555,1.580606,11.866904
cuda,CamemBert,16,32.894005,28.067821,24.525325,14.789253,2.347338,20.963603,4.779352,2.035439,0.347568,5.372217,8.761097
cuda,DebertaForMaskedLM,4,37.120317,31.132415,27.695295,19.255365,2.432069,29.211419,4.704378,2.190881,0.318885,3.171935,12.699686
cuda,DebertaForQuestionAnswering,8,37.695587,31.441427,27.892810,19.694422,2.379200,30.594919,4.664067,2.183905,0.317956,4.860129,13.588160
cuda,DebertaV2ForMaskedLM,1,57.829424,44.113228,39.945882,23.594945,3.682982,34.500110,7.541326,3.963538,0.623734,1.329031,15.184478
cuda,DebertaV2ForQuestionAnswering,2,55.424526,41.806618,37.612036,20.871602,4.417788,31.276814,8.429342,4.029205,0.652614,15.425627
cuda,DistilBertForMaskedLM,128,21.658989,19.669616,15.939294,10.964874,1.262092,16.504404,2.724841,1.107496,0.148341,4.991027,6.931841
cuda,DistilBertForQuestionAnswering,256,21.215674,19.241683,15.455342,10.472106,1.238983,16.561850,2.756594,1.118800,0.144247,3.724402,7.456604
cuda,DistillGPT2,16,20.799225,18.698879,14.944173,10.581048,1.309141,16.582069,2.321064,1.002764,0.136970,2.447455,7.421566
cuda,ElectraForCausalLM,32,39.716178,34.253809,30.312594,20.624790,2.682713,35.428768,4.723170,2.133355,0.361719,9.804146,17.730300
cuda,ElectraForQuestionAnswering,64,33.277608,28.375578,24.765658,14.812861,2.369888,26.361645,4.912031,2.087442,0.362219,7.604635,14.160096
cuda,GPT2ForSequenceClassification,4,27.584694,24.047777,20.053997,11.897570,2.813002,16.386134,4.395966,1.872705,0.312417,2.245441,7.934999
cuda,LayoutLMForMaskedLM,16,36.768414,31.887083,27.956847,17.805899,2.454034,27.628917,4.978666,2.116252,0.352698,7.122521,12.521158
cuda,LayoutLMForSequenceClassification,16,36.622277,31.753597,27.828567,17.779367,2.389044,29.118030,4.862493,2.097125,0.357654,9.044938,13.969805
cuda,M2M100ForConditionalGeneration,16,79.703001,60.932868,56.962096,31.263786,7.961136,42.845947,13.704677,6.259895,0.865046,3.124588,20.456244
