dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,2.1292,25.1755,56.4745,1.1965
cuda,Background_Matting,4,1.2048,105.7664,38.1898,1.0394
cuda,LearningToPaint,96,1.0800,10.6567,22.0695,0.9962
cuda,Super_SloMo,6,1.2184,65.1017,38.3625,1.2391
cuda,alexnet,128,1.1533,8.4600,12.9220,1.0006
cuda,attention_is_all_you_need_pytorch,256,1.4624,36.7902,61.3091,1.1825
cuda,dcgan,32,0.8422,2.5110,11.9999,1.0064
cuda,demucs,4,1.0356,51.7955,32.1594,0.9974
cuda,densenet121,4,1.0483,57.4680,87.2503,0.9945
cuda,detectron2_fcos_r_50_fpn,0,0.0000
cuda,dlrm,0,0.0000
cuda,drq,1,1.0502,3.2036,14.5413,0.9687
cuda,fastNLP_Bert,6,1.3875,40.4496,51.9792,1.1579
cuda,functorch_dp_cifar10,64,1.3165,7.9916,26.7546,0.4432
cuda,hf_Albert,8,2.1134,32.6345,47.7417,1.2650
cuda,hf_Bart,4,1.4282,38.7905,65.3227,1.0079
cuda,hf_Bert,4,1.6017,26.4946,51.8549,1.0265
cuda,hf_Bert_large,4,1.5568,54.4790,82.4761,1.0726
cuda,hf_BigBird,2,1.6747,113.7700,126.7031,1.1398
cuda,hf_DistilBert,8,1.4117,22.3629,34.2554,1.0229
cuda,hf_GPT2,4,1.7989,27.2358,37.2702,1.1566
cuda,hf_GPT2_large,4,1.7264,121.7238,91.1638,1.1725
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,1.1597,70.9379,39.8113,0.9261
cuda,hf_T5,8,1.7385,102.9396,63.1317,1.2280
cuda,hf_T5_large,2,1.9862,114.1894,178.0220,1.1672
cuda,lennard_jones,1000,0.9520,1.9110,8.3214,1.0001
cuda,mnasnet1_0,32,1.0814,21.1516,42.3683,0.7752
cuda,mobilenet_v2,96,1.4630,32.8974,38.1588,1.1732
cuda,mobilenet_v3_large,32,1.1833,23.2477,71.6763,0.7775
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,1.0196,10.0539,12.6989,0.9711
cuda,phlippe_densenet,128,0.9943,24.0292,41.3991,1.0062
cuda,phlippe_resnet,128,0.9781,9.4573,18.5275,1.0037
cuda,pytorch_CycleGAN_and_pix2pix,1,1.7662,7.6696,19.2998,1.0192
cuda,pytorch_stargan,16,1.2217,12.1362,52.1364,0.8893
cuda,pytorch_struct,200,1.0974,4.2145,18.4101,0.7358
cuda,pytorch_unet,1,1.3809,28.9655,24.2815,1.0087
cuda,resnet152,32,1.0370,62.5391,80.7174,0.9387
cuda,resnet18,16,0.9419,10.4031,26.0414,0.6213
cuda,resnet50,32,1.0848,24.2876,37.7903,0.8823
cuda,resnext50_32x4d,8,0.9605,21.0595,36.5184,0.7728
cuda,shufflenet_v2_x1_0,128,1.2123,27.9506,38.6291,1.1020
cuda,soft_actor_critic,256,0.8325,1.8094,9.6485,0.9996
cuda,speech_transformer,32,1.5657,38.5672,49.2347,1.0902
cuda,squeezenet1_1,32,1.2888,7.9643,16.5213,1.1148
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,1.4644,88.5630,187.6075,1.0328
cuda,timm_efficientnet,32,1.1582,30.8884,80.4374,0.9428
cuda,timm_nfnet,128,1.4834,82.0347,45.1612,1.1070
cuda,timm_regnet,32,1.0465,56.9051,66.2037,0.9509
cuda,timm_resnest,32,1.5613,15.1462,74.6485,0.9510
cuda,timm_vision_transformer,8,1.3655,24.9403,57.5361,0.7290
cuda,timm_vision_transformer_large,8,1.0793,171.8120,136.4511,0.9762
cuda,timm_vovnet,32,1.0057,26.6953,37.7398,0.8843
cuda,torchrec_dlrm,0,0.0000
cuda,tts_angular,64,0.8521,7.4517,9.5574,0.9973
cuda,vgg16,64,1.2614,52.5739,14.0056,0.9884
cuda,yolov3,16,1.1316,60.2699,63.9289,1.0108
