dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,5.143306,0.000689
cuda,beit_base_patch16_224,64,3.599098,0.000569
cuda,botnet26t_256,128,2.359497,0.000437
cuda,cait_m36_384,4,16.208259,0.001769
cuda,coat_lite_mini,128,2.806708,0.000497
cuda,convit_base,64,3.296389,0.000548
cuda,convmixer_768_32,32,1.438630,0.000113
cuda,convnext_base,64,5.867712,0.000833
cuda,crossvit_9_240,128,4.953430,0.000695
cuda,cspdarknet53,64,4.631009,0.000751
cuda,deit_base_distilled_patch16_224,64,2.640170,0.000444
cuda,dla102,128,5.821353,0.000776
cuda,dm_nfnet_f0,128,4.827341,0.000707
cuda,dpn107,32,8.075375,0.001240
cuda,eca_botnext26ts_256,128,2.488064,0.000467
cuda,eca_halonext26ts,128,2.576991,0.000483
cuda,ese_vovnet19b_dw,128,1.890850,0.000363
cuda,fbnetc_100,128,4.385737,0.000770
cuda,fbnetv3_b,128,7.656846,0.001149
cuda,gernet_l,128,3.922360,0.000690
cuda,ghostnet_100,128,6.507018,0.000666
cuda,gluon_inception_v3,128,4.987396,0.000672
cuda,gluon_xception65,32,7.250119,0.000850
cuda,gmixer_24_224,128,5.152994,0.000769
cuda,gmlp_s16_224,128,5.221132,0.000791
cuda,hrnet_w18,128,7.207249,0.000462
cuda,inception_v3,128,5.138476,0.000688
cuda,jx_nest_base,32,5.693437,0.000880
cuda,lcnet_050,128,1.953936,0.000384
cuda,mixer_b16_224,128,2.379681,0.000426
cuda,mixnet_l,128,7.024518,0.001064
cuda,mnasnet_100,128,3.391040,0.000660
cuda,mobilenetv2_100,128,3.461842,0.000650
cuda,mobilenetv3_large_100,128,3.618070,0.000605
cuda,mobilevit_s,64,4.432594,0.000679
cuda,nfnet_l0,128,4.614825,0.000746
cuda,pit_b_224,64,3.137403,0.000498
cuda,pnasnet5large,16,5.309824,0.000327
cuda,poolformer_m36,64,6.391924,0.001004
cuda,regnety_002,128,3.682018,0.000639
cuda,repvgg_a2,128,3.942332,0.000826
cuda,res2net101_26w_4s,64,11.041885,0.001266
cuda,res2net50_14w_8s,128,9.746463,0.001103
cuda,res2next50,128,4.799378,0.000692
cuda,resmlp_12_224,128,2.210397,0.000459
cuda,resnest101e,64,11.598740,0.001323
cuda,rexnet_100,128,4.708347,0.000786
cuda,sebotnet33ts_256,64,3.477720,0.000650
cuda,selecsls42b,128,2.093044,0.000395
cuda,spnasnet_100,128,4.223415,0.000753
cuda,swin_base_patch4_window7_224,64,7.315689,0.001089
cuda,swsl_resnext101_32x16d,32,5.800177,0.000749
cuda,tf_efficientnet_b0,128,4.516721,0.000759
cuda,tf_mixnet_l,128,7.600242,0.000965
cuda,tinynet_a,128,5.295721,0.000871
cuda,tnt_s_patch16_224,128,6.625178,0.000921
cuda,twins_pcpvt_base,64,11.024534,0.001357
cuda,visformer_small,128,2.229205,0.000397
cuda,vit_base_patch16_224,64,2.605001,0.000439
cuda,volo_d1_224,64,4.628228,0.000783
cuda,xcit_large_24_p8_224,5,13.722531,0.001591
