dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,4.839789,0.000696
cuda,beit_base_patch16_224,64,3.325912,0.000615
cuda,botnet26t_256,128,2.261051,0.000453
cuda,cait_m36_384,4,15.334028,0.001699
cuda,coat_lite_mini,128,2.567275,0.000492
cuda,convit_base,64,3.126196,0.000575
cuda,convmixer_768_32,32,1.241079,0.000145
cuda,convnext_base,64,5.680586,0.000846
cuda,crossvit_9_240,128,4.698176,0.000723
cuda,cspdarknet53,64,4.547536,0.000818
cuda,deit_base_distilled_patch16_224,64,2.384353,0.000441
cuda,dla102,128,5.820648,0.000903
cuda,dm_nfnet_f0,128,4.675642,0.000782
cuda,dpn107,32,7.860293,0.001256
cuda,eca_botnext26ts_256,128,2.407774,0.000451
cuda,eca_halonext26ts,128,2.504668,0.000464
cuda,ese_vovnet19b_dw,128,1.785588,0.000353
cuda,fbnetc_100,128,4.136111,0.000799
cuda,fbnetv3_b,128,7.299602,0.001122
cuda,gernet_l,128,3.775149,0.000664
cuda,ghostnet_100,128,5.970307,0.000635
cuda,gluon_inception_v3,128,4.800852,0.000702
cuda,gluon_xception65,32,7.085581,0.000888
cuda,gmixer_24_224,128,4.723257,0.000759
cuda,gmlp_s16_224,128,4.729894,0.000798
cuda,hrnet_w18,128,6.394016,0.000439
cuda,inception_v3,128,4.852230,0.000713
cuda,jx_nest_base,32,5.379006,0.000842
cuda,lcnet_050,128,1.887561,0.000424
cuda,mixer_b16_224,128,2.104578,0.000407
cuda,mixnet_l,128,6.841612,0.001053
cuda,mnasnet_100,128,3.403509,0.000714
cuda,mobilenetv2_100,128,3.442355,0.000631
cuda,mobilenetv3_large_100,128,3.562650,0.000660
cuda,mobilevit_s,64,4.234814,0.000728
cuda,nfnet_l0,128,4.348382,0.000727
cuda,pit_b_224,64,3.063683,0.000524
cuda,pnasnet5large,16,4.800763,0.000305
cuda,poolformer_m36,64,6.329377,0.000947
cuda,regnety_002,128,3.553892,0.000659
cuda,repvgg_a2,128,3.802333,0.000721
cuda,res2net101_26w_4s,64,10.672379,0.001213
cuda,res2net50_14w_8s,128,9.028501,0.001160
cuda,res2next50,128,4.503595,0.000666
cuda,resmlp_12_224,128,2.153882,0.000445
cuda,resnest101e,64,10.988640,0.001324
cuda,rexnet_100,128,4.486417,0.000761
cuda,sebotnet33ts_256,64,3.298378,0.000618
cuda,selecsls42b,128,1.982843,0.000355
cuda,spnasnet_100,128,4.046405,0.000744
cuda,swin_base_patch4_window7_224,64,6.739604,0.000987
cuda,swsl_resnext101_32x16d,32,5.483107,0.000729
cuda,tf_efficientnet_b0,128,4.226768,0.000721
cuda,tf_mixnet_l,128,7.122217,0.000993
cuda,tinynet_a,128,4.994228,0.000813
cuda,tnt_s_patch16_224,128,6.078216,0.000903
cuda,twins_pcpvt_base,64,10.022731,0.001372
cuda,visformer_small,128,2.086825,0.000365
cuda,vit_base_patch16_224,64,2.399732,0.000435
cuda,volo_d1_224,64,4.279188,0.000681
cuda,xcit_large_24_p8_224,5,13.333584,0.001673
