dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,3.423917,0.000537
cuda,Background_Matting,4,2.661244,0.000437
cuda,LearningToPaint,96,1.048287,0.000226
cuda,Super_SloMo,6,2.136273,0.000310
cuda,alexnet,128,0.343437,0.000092
cuda,attention_is_all_you_need_pytorch,256,3.249938,0.000579
cuda,dcgan,32,0.317594,0.000088
cuda,demucs,4,0.969520,0.000261
cuda,densenet121,4,6.520410,0.000845
cuda,dlrm,1024,0.285664,0.000050
cuda,drq,1,0.490362,0.000114
cuda,fastNLP_Bert,6,3.681540,0.000626
cuda,functorch_dp_cifar10,64,0.921041,0.000199
cuda,hf_Albert,8,1.779508,0.000297
cuda,hf_Bart,4,6.810372,0.000880
cuda,hf_Bert,4,4.578531,0.000583
cuda,hf_Bert_large,4,9.631803,0.001011
cuda,hf_BigBird,2,10.255725,0.002537
cuda,hf_DistilBert,8,1.765512,0.000285
cuda,hf_GPT2,4,3.240512,0.000498
cuda,hf_GPT2_large,4,11.419723,0.001424
cuda,hf_Longformer,2,9.495930,0.004541
cuda,hf_Reformer,4,2.453295,0.000715
cuda,hf_T5,8,4.406640,0.000660
cuda,hf_T5_large,2,19.030593,0.001960
cuda,lennard_jones,1000,0.277191,0.000088
cuda,mnasnet1_0,32,2.382422,0.000400
cuda,mobilenet_v2,96,2.429321,0.000363
cuda,mobilenet_v2_quantized_qat,96,3.123275,0.000409
cuda,mobilenet_v3_large,32,2.665436,0.000415
cuda,moco,32,24.810711,0.662839
cuda,nvidia_deeprecommender,256,0.334609,0.000095
cuda,phlippe_densenet,128,2.470873,0.000422
cuda,phlippe_resnet,128,1.058949,0.000200
cuda,pytorch_CycleGAN_and_pix2pix,1,0.885425,0.000170
cuda,pytorch_stargan,16,0.932831,0.000168
cuda,pytorch_struct,200,0.500946,0.000112
cuda,pytorch_unet,1,1.197743,0.000206
cuda,resnet152,32,8.997410,0.001096
cuda,resnet18,16,1.004766,0.000186
cuda,resnet50,32,2.468212,0.000431
cuda,resnet50_quantized_qat,32,3.013774,0.000399
cuda,resnext50_32x4d,8,2.472263,0.000440
cuda,shufflenet_v2_x1_0,128,2.699462,0.000421
cuda,soft_actor_critic,256,0.311325,0.000091
cuda,speech_transformer,32,4.569573,0.000909
cuda,squeezenet1_1,32,0.729582,0.000171
cuda,timm_efficientdet,1,18.456525,0.001911
cuda,timm_efficientnet,32,4.122805,0.000660
cuda,timm_nfnet,128,4.720996,0.000666
cuda,timm_regnet,32,5.241922,0.000859
cuda,timm_resnest,32,1.392280,0.000257
cuda,timm_vision_transformer,8,2.358501,0.000417
cuda,timm_vision_transformer_large,8,9.759451,0.001352
cuda,timm_vovnet,32,2.604313,0.000454
cuda,torchrec_dlrm,32,1.202267,0.000198
cuda,tts_angular,64,0.296059,0.000086
cuda,vgg16,64,0.521782,0.000124
cuda,yolov3,16,4.395437,0.000554
