dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,43.608401,37.726395,34.187359,20.134489,6.477105,26.907413,10.209730,5.125447,0.586218,0.003042,68.564847,18.532180
cuda,beit_base_patch16_224,64,25.183928,21.079551,17.576625,9.827529,2.039519,13.844496,3.839290,2.096061,0.267065,0.002845,3.216949,8.656557
cuda,botnet26t_256,128,28.543885,25.453388,21.912968,15.272233,2.836050,21.820378,6.296477,2.803985,0.139629,0.002902,39.592210,11.446965
cuda,cait_m36_384,4,66.448786,52.079126,49.066138,23.780610,7.284821,36.491990,15.787043,7.836332,2.162461,0.002917,18.315747,29.241628
cuda,coat_lite_mini,128,29.435100,25.889775,22.479832,14.777136,2.789644,26.655462,8.225862,3.476516,0.227435,0.002855,39.061683,17.288718
cuda,convit_base,64,27.219301,23.385730,19.744900,11.059221,2.444026,19.204485,5.600821,2.548137,0.281967,0.002935,8.318212,13.509113
cuda,convmixer_768_32,32,24.624498,22.901006,19.312193,8.771966,3.086461,11.508346,3.809024,2.158708,0.311073,0.002812,10.019211,2.200945
cuda,convnext_base,64,31.203989,24.310022,21.549908,11.604330,3.714090,19.181745,5.866498,3.045650,0.514841,0.002844,11.122797,15.587968
cuda,crossvit_9_240,128,35.977440,29.817993,26.677195,14.541929,3.247965,25.907685,7.530516,3.685128,0.455776,0.002810,28.448765,18.809344
cuda,cspdarknet53,64,34.899240,28.922004,25.528088,13.814155,4.415280,17.010945,5.200420,2.741338,0.326336,0.004941,38.573370,11.924778
cuda,deit_base_distilled_patch16_224,64,22.772910,19.546031,16.549559,9.474115,1.723811,20.904403,4.051026,1.951874,0.232330,0.002798,3.688941,15.530576
cuda,dla102,128,43.999247,36.870764,33.517963,17.870902,5.374914,21.372871,7.878422,3.915767,0.558185,0.002877,28.292937,15.121162
cuda,dm_nfnet_f0,128,29.930840,23.819310,20.941607,9.820514,3.944460,15.561087,5.597917,2.401196,0.284387,0.003261,23.060815,13.941936
cuda,dpn107,32,53.394669,43.422908,40.357086,20.568587,6.113097,25.204986,8.121104,4.977395,0.580555,0.003310,21.392016,18.118696
cuda,eca_botnext26ts_256,128,29.925689,26.664388,23.223898,15.730182,2.995931,21.891288,6.573603,2.602988,0.159046,0.002651,42.275694,11.831459
cuda,ese_vovnet19b_dw,128,21.217399,18.631384,14.981265,9.747345,1.654298,14.437177,3.810462,1.639429,0.127829,0.003331,37.082934,7.916985
cuda,fbnetc_100,128,33.602662,28.591557,25.175987,15.071888,4.288492,18.612115,4.910585,2.624940,0.307445,0.003060,68.549262,11.576337
cuda,fbnetv3_b,128,49.919279,40.994114,38.634198,20.748290,6.995991,25.504610,8.940413,4.449387,0.638387,0.002932,78.715516,18.419603
cuda,gernet_l,128,26.948369,21.945926,19.489163,10.437657,3.154262,13.406906,3.359429,2.182455,0.234413,0.002825,34.001961,9.347788
cuda,ghostnet_100,128,46.372531,38.560046,35.485568,20.207471,5.312618,28.492889,9.200239,4.368070,0.489896,0.003052,130.496467,19.257297
cuda,gluon_inception_v3,128,43.226112,37.284894,34.607363,20.370241,6.476313,27.811896,10.871264,5.256188,0.600789,0.004100,63.552644,19.358109
