dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.321400,15.862826,9.355015,1.399244,29.345188,2.981719,1.009040,0.132364,8.809853,30.298250
cuda,AlbertForQuestionAnswering,2,1.307567,12.185702,5.773875,1.360259,10.060864,2.981748,1.002854,0.130314,0.619632,6.364878
cuda,BartForCausalLM,2,1.431831,26.062511,18.668806,1.398171,38.775377,3.124392,1.188776,0.157426,7.833380,29.453262
cuda,BartForConditionalGeneration,1,3.913567,62.680604,43.169533,3.272664,79.332119,7.578035,2.523125,0.385632,1.064095,40.784505
cuda,BertForMaskedLM,64,1.860464,34.329099,26.988504,1.520729,40.657014,3.575246,1.312266,0.180794,11.267735,26.579737
cuda,BertForQuestionAnswering,64,1.843676,12.779676,5.551750,1.479838,9.577205,3.517106,1.294130,0.181433,0.514794,6.144775
cuda,BigBird,1,7.943118,11.973222,6.681121,1.130145,15.733882,2.406318,1.150104,0.218618,13.228491,23.546580
cuda,BlenderbotSmallForCausalLM,64,0.971452,18.259295,13.385871,0.991125,32.552062,1.987676,0.853328,0.111904,12.318254,32.551582
cuda,BlenderbotSmallForConditionalGeneration,32,2.624174,41.044272,28.298522,2.305825,62.125534,6.074602,2.142221,0.293125,18.673916,55.011870
cuda,CamemBert,1,1.833055,32.262082,24.948790,1.304525,36.791701,3.262482,1.138662,0.171596,3.365139,16.635593
cuda,DistillGPT2,1,0.844672,13.833855,10.798823,0.676744,19.868809,1.465353,0.589988,0.082603,0.000006,9.800732
cuda,ElectraForCausalLM,1,1.850723,32.634258,25.285483,1.313085,40.710708,3.227174,1.137855,0.174870,3.410971,20.271042
cuda,ElectraForQuestionAnswering,64,1.841292,37.462318,30.137421,1.521433,46.223201,3.568344,1.316631,0.186702,10.314150,28.045631
cuda,GPT2ForSequenceClassification,4,1.790057,30.949304,25.210501,1.576060,36.048642,3.605892,1.266896,0.162209,6.829600,19.350019
cuda,LayoutLMForMaskedLM,16,1.954148,30.070277,22.621497,1.548949,29.296831,3.693527,1.336861,0.183286,0.000015,8.348623
cuda,LayoutLMForSequenceClassification,16,1.939482,15.444715,8.128383,1.523612,16.951092,4.278775,1.380203,0.182874,0.000014,10.468000
cuda,M2M100ForConditionalGeneration,2,3.530007,64.869918,48.522050,4.080959,121.375109,8.172676,3.230343,0.428805,44.919062,122.126524
cuda,MBartForCausalLM,16,1.428554,25.576415,18.269969,1.639686,38.810048,3.987221,1.360056,0.164744,8.117314,30.419535
cuda,MBartForConditionalGeneration,8,3.930829,60.931887,41.531359,4.271872,84.914990,9.139176,3.133940,0.401227,14.152546,62.111425
cuda,MT5ForConditionalGeneration,2,3.816146,65.943577,52.673123,2.403372,83.553053,6.283599,1.825095,0.313596,46.786083,80.278497
cuda,MegatronBertForCausalLM,2,3.612804,69.054793,54.186176,3.398100,69.889975,8.440635,2.730103,0.354675,6.116475,25.896353
cuda,MegatronBertForQuestionAnswering,8,3.595133,66.941043,52.216578,3.090653,63.825552,8.091994,2.498904,0.337605,12.646632,28.019092
cuda,MobileBertForMaskedLM,16,8.566338,69.117529,39.882868,4.166183,70.359980,12.071326,4.347879,0.725475,19.603271,54.678937
cuda,MobileBertForQuestionAnswering,32,8.466832,63.723744,34.893560,4.091526,57.568176,11.913038,4.314988,0.718008,10.670455,37.860245
cuda,OPTForCausalLM,4,1.499761,23.343328,16.860159,1.686195,36.299882,3.684092,1.391218,0.157074,18.070682,39.301910
cuda,PLBartForCausalLM,16,0.772813,18.118829,14.313034,0.838424,28.665484,1.596245,0.674102,0.085189,8.470894,23.721106
cuda,PLBartForConditionalGeneration,8,2.109648,39.739753,29.864072,1.938389,61.982216,4.758817,1.675421,0.229105,30.661151,64.869810
cuda,PegasusForCausalLM,8,1.465237,14.873066,7.845545,1.558419,19.200534,3.601775,1.291501,0.162264,14.140769,27.178326
cuda,PegasusForConditionalGeneration,4,3.578700,45.875165,27.703951,3.873528,70.102073,9.276641,3.393439,0.433975,21.021851,67.602373
cuda,RobertaForCausalLM,4,1.865555,34.007031,26.569019,1.656203,33.550081,3.666169,1.343901,0.182577,18.083395,26.844275
cuda,RobertaForQuestionAnswering,64,1.837692,12.388018,5.067712,1.498124,7.368283,3.548534,1.307221,0.183542,0.489976,4.409634
cuda,Speech2Text2ForCausalLM,64,0.821607,17.084518,13.869987,0.728764,27.912866,1.470363,0.680475,0.088385,9.675736,24.506589
cuda,T5ForConditionalGeneration,4,2.628748,51.285280,42.500746,1.915608,67.285053,3.628764,1.325652,0.218489,17.146563,43.987734
cuda,T5Small,1,2.531050,43.939021,35.429992,1.323501,55.165197,3.246335,1.137619,0.215130,15.165821,36.364108
cuda,TrOCRForCausalLM,8,1.395649,13.222189,5.987039,1.377805,10.116334,3.141316,1.150718,0.151129,0.480368,6.101856
cuda,XGLMForCausalLM,1,2.890996,57.252007,42.063852,2.932021,147.620788,6.823243,2.258205,0.307386,26.519812,135.258363
cuda,YituTechConvBert,1,2.592343,46.284223,35.095396,2.071943,52.179113,4.762759,1.734505,0.245672,36.482596,55.818500
