dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.1256,68.9721,0.8801
cuda,beit_base_patch16_224,64,0.9553,14.8321,0.8569
cuda,botnet26t_256,128,1.2245,40.8115,0.7495
cuda,cait_m36_384,2,1.0068,60.1348,0.9190
cuda,coat_lite_mini,128,1.0738,15.2388,0.7865
cuda,convit_base,32,1.1992,18.9559,0.9489
cuda,convmixer_768_32,32,1.0620,15.4285,0.9808
cuda,convnext_base,32,1.0439,23.7785,0.7610
cuda,crossvit_9_240,64,1.0560,27.4393,0.7276
cuda,cspdarknet53,64,1.1857,48.6595,0.8787
cuda,deit_base_distilled_patch16_224,64,1.0200,10.7280,0.8201
cuda,dla102,64,1.2854,64.2712,0.9581
cuda,dm_nfnet_f0,128,1.2095,31.3901,0.9527
cuda,dpn107,32,1.0317,78.5948,0.8972
cuda,eca_botnext26ts_256,64,1.0152,48.0742,0.7677
cuda,eca_halonext26ts,64,1.0149,50.4655,0.7730
cuda,ese_vovnet19b_dw,128,1.1451,30.9530,0.9378
cuda,fbnetc_100,128,1.1873,45.9682,0.7511
cuda,fbnetv3_b,128,1.1337,77.9562,0.7875
cuda,gernet_l,128,1.0962,36.4625,0.7999
cuda,ghostnet_100,128,1.2484,60.5239,0.9509
cuda,gluon_inception_v3,128,1.1258,68.6852,0.8801
cuda,gluon_xception65,32,1.0405,46.3499,0.8998
cuda,gmixer_24_224,64,0.9959,18.0170,0.9831
cuda,gmlp_s16_224,64,0.9974,15.6377,0.9659
cuda,hrnet_w18,2,1.4859,229.4110,0.8999
cuda,inception_v3,128,1.1257,68.4852,0.8801
cuda,jx_nest_base,32,1.2250,60.3688,0.7071
cuda,lcnet_050,128,1.4926,31.1281,0.7744
cuda,mixer_b16_224,64,0.9892,11.5096,0.8613
cuda,mixnet_l,64,1.0069,65.1254,0.7942
cuda,mnasnet_100,128,1.1564,38.0326,0.8372
cuda,mobilenetv2_100,128,1.0142,37.8953,0.7681
cuda,mobilenetv3_large_100,128,1.1653,64.1698,0.8830
cuda,mobilevit_s,32,0.9844,42.5482,0.7428
cuda,nfnet_l0,64,1.0520,28.1429,0.8125
cuda,pit_b_224,64,1.0626,13.4037,0.6369
cuda,pnasnet5large,16,1.0845,145.1023,1.2124
cuda,poolformer_m36,0,0.0000
cuda,regnety_002,128,1.3341,47.3073,0.7776
cuda,repvgg_a2,128,1.1198,44.1424,0.6592
cuda,res2net101_26w_4s,64,1.1773,88.9366,0.8936
cuda,res2net50_14w_8s,2,1.4499,73.7417,0.9036
cuda,res2next50,2,1.3533,43.9667,0.8920
cuda,resmlp_12_224,0,0.0000
cuda,resnest101e,32,1.1992,84.2155,0.9445
cuda,rexnet_100,128,0.9830,104.5383,0.8719
cuda,sebotnet33ts_256,64,1.0547,51.3665,0.6876
cuda,selecsls42b,128,1.2057,39.1313,0.9078
cuda,spnasnet_100,128,1.1381,44.0993,0.8501
cuda,swin_base_patch4_window7_224,64,1.0037,60.9894,0.8270
cuda,swsl_resnext101_32x16d,32,1.1061,42.4386,0.8619
cuda,tf_efficientnet_b0,128,0.9851,62.2913,0.8430
cuda,tf_mixnet_l,64,1.0069,64.9415,0.8611
cuda,tinynet_a,128,0.9712,63.0012,0.7845
cuda,tnt_s_patch16_224,64,1.5639,26.3719,0.8504
cuda,twins_pcpvt_base,32,1.2538,50.7207,0.8309
cuda,visformer_small,128,1.0192,24.8736,0.9474
cuda,vit_base_patch16_224,64,0.9806,9.7121,0.8179
cuda,volo_d1_224,64,1.1385,28.9955,0.7452
cuda,xcit_large_24_p8_224,0,0.0000
