dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,0.9996,3.4512,1.0004
cuda,beit_base_patch16_224,64,0.9996,2.0606,1.0000
cuda,botnet26t_256,128,0.9850,1.4974,1.0001
cuda,cait_m36_384,2,0.9993,17.3092,0.9999
cuda,coat_lite_mini,128,1.0003,1.5989,1.0112
cuda,convit_base,32,0.9996,1.8832,1.0000
cuda,convmixer_768_32,32,0.9997,2.7074,1.0000
cuda,convnext_base,32,0.9995,4.4154,1.0000
cuda,crossvit_9_240,64,1.0050,3.3416,1.0001
cuda,cspdarknet53,64,0.9581,3.2559,1.0000
cuda,deit_base_distilled_patch16_224,64,0.9995,1.5051,1.0003
cuda,dla102,64,0.9999,4.4952,0.9931
cuda,dm_nfnet_f0,128,1.0000,3.2904,0.9406
cuda,dpn107,32,0.9585,6.5137,1.0007
cuda,eca_botnext26ts_256,64,0.9731,1.6287,1.0000
cuda,eca_halonext26ts,64,0.9743,1.6883,1.0001
cuda,ese_vovnet19b_dw,128,0.9785,1.2143,1.0001
cuda,fbnetc_100,128,0.9659,2.8814,0.9999
cuda,fbnetv3_b,128,0.9645,5.7716,1.0001
cuda,gernet_l,128,0.9738,2.7212,1.0000
cuda,ghostnet_100,128,0.9986,4.3266,1.0003
cuda,gluon_inception_v3,128,0.9997,3.5397,1.0004
cuda,gluon_xception65,32,0.9994,5.9266,1.0000
cuda,gmixer_24_224,64,0.9991,3.4381,0.9999
cuda,gmlp_s16_224,64,0.9992,3.5243,1.0000
cuda,hrnet_w18,2,1.0055,35.6023,0.9995
cuda,inception_v3,128,0.9996,3.4496,1.0004
cuda,jx_nest_base,32,0.9999,3.9966,1.0022
cuda,lcnet_050,128,0.9540,1.2099,1.0000
cuda,mixer_b16_224,64,1.0001,1.3222,1.0000
cuda,mixnet_l,64,0.9709,7.5606,1.0000
cuda,mnasnet_100,128,0.9661,2.2029,1.0001
cuda,mobilenetv2_100,128,0.9664,2.2040,1.0001
cuda,mobilenetv3_large_100,128,0.9653,2.3884,1.0000
cuda,mobilevit_s,32,0.9744,2.8661,1.0000
cuda,nfnet_l0,64,0.9995,2.9084,1.0005
cuda,pit_b_224,64,0.9995,1.6500,1.0003
cuda,pnasnet5large,16,0.9992,22.1338,1.0707
cuda,poolformer_m36,64,0.9994,5.3659,1.0006
cuda,regnety_002,128,0.9765,2.4751,1.0000
cuda,repvgg_a2,128,0.9647,2.6721,1.0006
cuda,res2net101_26w_4s,64,1.0005,10.2521,1.0002
cuda,res2net50_14w_8s,2,0.9998,8.0847,1.0000
cuda,res2next50,2,1.0020,3.3255,1.0000
cuda,resmlp_12_224,128,0.9995,1.2943,1.0000
cuda,resnest101e,32,1.0011,10.6386,1.0000
cuda,rexnet_100,128,0.9729,3.1435,1.0000
cuda,sebotnet33ts_256,64,0.9760,2.1656,0.9952
cuda,selecsls42b,128,0.9995,1.1973,1.0003
cuda,spnasnet_100,128,0.9619,2.8714,1.0005
cuda,swin_base_patch4_window7_224,64,0.9994,5.5728,1.0001
cuda,swsl_resnext101_32x16d,32,0.9997,4.2762,1.0005
cuda,tf_efficientnet_b0,128,0.9766,3.1085,1.0001
cuda,tf_mixnet_l,64,0.9712,7.8598,0.9998
cuda,tinynet_a,128,0.9665,3.6691,1.0001
cuda,tnt_s_patch16_224,64,0.9995,4.9351,1.0002
cuda,twins_pcpvt_base,32,1.0052,9.7292,1.0001
cuda,visformer_small,128,0.9997,1.3238,1.0009
cuda,vit_base_patch16_224,64,0.9991,1.4528,1.0000
cuda,volo_d1_224,64,0.9997,2.9368,1.0000
cuda,xcit_large_24_p8_224,5,1.0023,13.7336,0.9997
