dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.071480,6.814362,2.853421,9.460533,3.437215,1.668533,0.274860,0.000009,9.709022,5.602900
cuda,Background_Matting,4,1.304673,4.691827,1.948888,7.824306,3.991196,1.731145,0.179717,0.469167,5.621315
cuda,LearningToPaint,96,0.584008,2.484578,0.860057,3.227873,0.953207,0.463485,0.066484,0.234895,1.869143
cuda,Super_SloMo,6,1.346896,6.321412,2.137467,7.284819,3.513239,1.313783,0.093329,0.335777,3.489159
cuda,alexnet,128,0.097488,1.447851,0.171093,2.135058,0.368947,0.160256,0.011610,0.130379,0.993554
cuda,attention_is_all_you_need_pytorch,256,1.744904,21.096307,2.979656,23.868928,3.822184,1.437959,0.310073,2.423400,13.760028,8.282548
cuda,dcgan,32,0.112074,1.849992,0.158355,2.440532,0.157432,0.074781,0.010640,0.106376,2.645952,0.861679
cuda,demucs,4,0.218585
cuda,densenet121,4,3.406253,14.024695,7.218873,20.572980,11.854653,3.764581,0.568282,1.124995,15.103354
cuda,drq,1,0.191516,2.230856,0.116319,3.152037,0.098095,0.049431,0.012359,0.364902,1.409589
cuda,fastNLP_Bert,6,2.070808,8.477047,2.436389,12.337619,3.191520,1.697062,0.256904,2.676550,6.027008,9.071391
cuda,functorch_dp_cifar10,64,0.309737,3.505233,1.382037,5.704332,1.914660,0.654363,0.055163,3.523981,5.753815,7.144835
cuda,hf_Albert,8,1.602849,3.073864,2.071662,6.727307,2.984067,1.015713,0.145777,4.488780,10.291832,3.921565
cuda,hf_Bart,4,2.303639,9.623218,3.417784,13.714248,5.067211,1.714265,0.374350,3.328823,3.847332,10.960342
cuda,hf_Bert,4,2.035476,6.585431,2.750541,8.664941,2.846837,1.235229,0.256196,2.696562,7.624061,2.042717
cuda,hf_BigBird,2,9.697315,9.002290,1.551836,12.220650,2.100474,0.952944,0.193268,8.128990,13.010570,0.337621
