dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,4,1.728620
cuda,AlbertForQuestionAnswering,4,1.874450
cuda,BartForCausalLM,4,1.785718
cuda,BartForConditionalGeneration,2,4.458904
cuda,BertForMaskedLM,64,2.191394
cuda,BertForQuestionAnswering,128,2.239901
cuda,BlenderbotSmallForCausalLM,64,1.269334
cuda,BlenderbotSmallForConditionalGeneration,64,2.998517
cuda,CamemBert,1,2.180863
cuda,DebertaForMaskedLM,4,7.590155
cuda,DebertaForQuestionAnswering,8,6.401032
cuda,DistilBertForMaskedLM,64,1.011463
cuda,DistilBertForQuestionAnswering,64,1.007890
cuda,ElectraForCausalLM,32,2.384477
cuda,ElectraForQuestionAnswering,64,2.262434
cuda,GPT2ForSequenceClassification,4,2.145623
cuda,LayoutLMForMaskedLM,16,2.605852
cuda,LayoutLMForSequenceClassification,16,2.612190
cuda,M2M100ForConditionalGeneration,8,5.397708
cuda,MT5ForConditionalGeneration,8,4.702784
cuda,MegatronBertForCausalLM,16,4.534931
cuda,MegatronBertForQuestionAnswering,16,4.477687
cuda,OPTForCausalLM,32,1.860114
cuda,PLBartForCausalLM,32,1.022496
cuda,PLBartForConditionalGeneration,16,2.370075
cuda,PegasusForCausalLM,32,1.874116
cuda,PegasusForConditionalGeneration,16,4.363733
cuda,RobertaForCausalLM,64,2.191017
cuda,RobertaForQuestionAnswering,128,2.240055
cuda,Speech2Text2ForCausalLM,128,1.071029
cuda,T5ForConditionalGeneration,4,3.279673
cuda,T5Small,1,3.217371
cuda,TrOCRForCausalLM,32,1.786420
cuda,XGLMForCausalLM,8,3.852763
cuda,YituTechConvBert,1,3.219155
