dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,Background_Matting,4,4.675016
cuda,LearningToPaint,96,1.164469
cuda,alexnet,128,0.326381
cuda,dcgan,32,0.290680
cuda,demucs,4,0.901944
cuda,densenet121,4,14.417263
cuda,drq,1,0.322881
cuda,functorch_dp_cifar10,64,0.949261
cuda,lennard_jones,1000,0.260188
cuda,mnasnet1_0,32,3.642722
cuda,mobilenet_v2,96,3.695720
cuda,mobilenet_v3_large,32,4.242311
cuda,nvidia_deeprecommender,256,0.327028
cuda,pytorch_CycleGAN_and_pix2pix,1,0.951083
cuda,pytorch_stargan,16,0.986278
cuda,pytorch_unet,1,1.329734
cuda,resnet18,16,1.094395
cuda,resnet50,32,3.763206
cuda,resnext50_32x4d,8,3.764116
cuda,shufflenet_v2_x1_0,128,4.288869
cuda,soft_actor_critic,256,0.291325
cuda,squeezenet1_1,32,0.776461
cuda,timm_efficientnet,32,6.233678
cuda,timm_nfnet,128,7.268366
cuda,timm_regnet,32,9.110495
cuda,timm_resnest,32,1.621094
cuda,timm_vision_transformer,8,3.386069
cuda,timm_vision_transformer_large,8,24.531940
cuda,timm_vovnet,32,3.222510
cuda,tts_angular,64,0.338397
cuda,vgg16,64,0.502696
cuda,yolov3,16,8.018617
