,Compiler,torchbench,huggingface,timm_models
eager,eager,"98%, 52/53","100%, 43/43","100%, 61/61"
aot_eager,aot_eager,"98%, 52/53","100%, 43/43","90%, 55/61"
aot_cudagraphs,aot_cudagraphs,"26%, 14/53","2%, 1/43","11%, 7/61"
aot_nvfuser,aot_nvfuser,"58%, 31/53","0%, 0/43","75%, 46/61"
inductor,inductor,"2%, 1/53","0%, 0/43","0%, 0/61"
