dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,2,1.286056,2.542051
cuda,AlbertForQuestionAnswering,2,1.317715,2.578224
cuda,AllenaiLongformerBase,1,4.899876,8.997892
cuda,BartForCausalLM,2,1.373817,2.248708
cuda,BartForConditionalGeneration,1,3.448868,6.064719
cuda,BertForMaskedLM,64,1.598624,2.225429
cuda,BertForQuestionAnswering,64,1.626732,2.310585
cuda,BigBird,1,8.015716,2.002957
cuda,BlenderbotSmallForCausalLM,64,0.975830,1.402870
cuda,BlenderbotSmallForConditionalGeneration,32,2.214644,3.951600
cuda,CamemBert,1,1.615406,2.234283
cuda,DebertaForMaskedLM,4,3.517896,3.065248
cuda,DebertaForQuestionAnswering,4,3.500724,3.006138
cuda,DistilBertForMaskedLM,16,0.761538,1.136352
cuda,DistilBertForQuestionAnswering,32,0.771408,1.152850
cuda,DistillGPT2,1,0.902666,1.065700
cuda,ElectraForCausalLM,1,1.633534,2.277106
cuda,ElectraForQuestionAnswering,64,1.612457,2.267468
cuda,GPT2ForSequenceClassification,4,1.704668,2.265153
cuda,GoogleFnet,1,1.031784,0.937492
cuda,LayoutLMForMaskedLM,16,1.759554,2.393304
cuda,LayoutLMForSequenceClassification,16,1.791863,2.342865
cuda,M2M100ForConditionalGeneration,2,3.390027,6.268324
cuda,MBartForCausalLM,16,1.392945,2.295098
cuda,MBartForConditionalGeneration,8,3.645185,6.284352
cuda,MT5ForConditionalGeneration,2,3.524197,5.596431
cuda,MegatronBertForCausalLM,2,3.248288,4.606784
cuda,MegatronBertForQuestionAnswering,8,3.416717,4.675139
cuda,MobileBertForMaskedLM,16,7.904589,12.766105
cuda,MobileBertForQuestionAnswering,32,7.876828,12.556414
cuda,OPTForCausalLM,4,1.465490,2.364207
cuda,PLBartForCausalLM,16,0.832552,1.124500
cuda,PLBartForConditionalGeneration,8,1.816140,3.064539
cuda,PegasusForCausalLM,8,1.399530,2.251545
cuda,PegasusForConditionalGeneration,4,3.384192,5.748307
cuda,RobertaForCausalLM,4,1.678575,2.379839
cuda,RobertaForQuestionAnswering,64,1.624264,2.296013
cuda,Speech2Text2ForCausalLM,64,0.875583,1.173747
cuda,T5ForConditionalGeneration,4,2.464612,3.580016
cuda,T5Small,1,2.317736,3.635040
cuda,TrOCRForCausalLM,8,1.382142,2.247103
cuda,XGLMForCausalLM,1,2.639267,4.617176
cuda,XLNetLMHeadModel,4,4.137568,10.088929
cuda,YituTechConvBert,1,2.336638,3.806267
