dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,adv_inception_v3,128,1.272446,2.955039
cuda,beit_base_patch16_224,64,1.400892,3.043948
cuda,botnet26t_256,128,1.207532,1.684239
cuda,cait_m36_384,2,3.731633,13.097993
cuda,coat_lite_mini,128,1.348795,2.929645
cuda,convit_base,32,0.934086,2.704830
cuda,convmixer_768_32,32,1.167170,1.994612
cuda,convnext_base,32,1.664079,3.930472
cuda,crossvit_9_240,64,1.750620,4.530408
cuda,cspdarknet53,64,1.597753,2.335004
cuda,deit_base_distilled_patch16_224,64,1.185361,2.637151
cuda,densenet121,64,2.940240,5.121022
cuda,dla102,64,1.578982,3.602632
cuda,dm_nfnet_f0,128,2.095226,3.586870
cuda,dpn107,32,2.848966,4.863642
cuda,eca_botnext26ts_256,64,1.252363,1.962350
cuda,eca_halonext26ts,64,1.312549,2.028392
cuda,ecaresnet101d,64,2.052871,4.569707
cuda,ese_vovnet19b_dw,128,0.859990,0.973179
cuda,fbnetc_100,128,1.424912,1.781335
cuda,fbnetv3_b,128,2.384554,4.139617
cuda,gernet_l,128,1.406368,1.675060
cuda,ghostnet_100,128,1.267852,3.074619
cuda,gluon_inception_v3,128,1.268948,2.962480
cuda,gluon_senet154,32,3.263376,7.459409
cuda,gluon_xception65,32,1.649533,3.608542
cuda,gmixer_24_224,64,1.485141,4.130536
cuda,gmlp_s16_224,64,1.422174,3.860403
cuda,hardcorenas_a,128,1.070986,1.402837
cuda,hrnet_w18,2,5.090545,12.618920
cuda,inception_v3,128,1.281724,2.977868
cuda,jx_nest_base,32,1.905893,5.565403
cuda,lcnet_050,128,0.856638,1.127035
cuda,legacy_senet154,32,2.879131,7.560137
cuda,mixer_b16_224,64,0.894298,1.845399
cuda,mixnet_l,64,3.918124,3.846951
cuda,mnasnet_100,128,1.284501,1.482076
cuda,mobilenetv2_100,128,1.299894,1.534616
cuda,mobilenetv3_large_100,128,1.295368,1.831149
cuda,mobilevit_s,32,1.515542,3.242524
cuda,nasnetalarge,16,5.301262,13.529595
cuda,nfnet_l0,64,1.838683,3.285246
cuda,pit_b_224,64,1.173733,2.847274
cuda,pnasnet5large,16,4.208769,9.483151
cuda,regnety_002,128,1.275534,1.821559
cuda,repvgg_a2,128,1.388049,1.566092
cuda,res2net101_26w_4s,64,2.657091,6.627352
cuda,res2net50_14w_8s,2,2.287206,5.908624
cuda,res2next50,2,1.434622,3.009382
cuda,resnest101e,32,2.976108,6.543881
cuda,resnet18,128,0.587244,0.596618
cuda,rexnet_100,128,1.474466,2.472864
cuda,sebotnet33ts_256,64,1.511405,2.548948
cuda,selecsls42b,128,0.781499,1.219052
cuda,spnasnet_100,128,1.417108,1.767012
cuda,swin_base_patch4_window7_224,64,2.845091,7.734635
cuda,swsl_resnext101_32x16d,32,1.447828,3.355074
cuda,tf_efficientnet_b0,128,1.549705,2.415251
cuda,tf_mixnet_l,64,4.181736,3.911365
cuda,tinynet_a,128,1.599123,2.784955
cuda,tnt_s_patch16_224,64,1.999701,6.553449
cuda,twins_pcpvt_base,32,2.854243,8.307543
cuda,vit_base_patch16_224,64,1.101299,2.517788
cuda,volo_d1_224,64,1.793646,4.604506
cuda,xcit_large_24_p8_224,5,3.262289,10.683514
