dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,0.9995,1.6595,14.3016
cuda,beit_base_patch16_224,64,0.9996,1.5411,15.0473
cuda,botnet26t_256,128,0.9997,1.3074,12.1563
cuda,cait_m36_384,2,0.9998,3.0387,23.8510
cuda,coat_lite_mini,128,1.0000,1.7488,12.2323
cuda,convit_base,32,0.9996,1.3470,10.2097
cuda,convmixer_768_32,32,0.9998,1.9289,14.5336
cuda,convnext_base,32,0.9992,1.6430,12.5282
cuda,crossvit_9_240,64,0.9988,1.4772,4.1286
cuda,cspdarknet53,64,0.9994,1.6922,11.9718
cuda,deit_base_distilled_patch16_224,64,0.9996,1.2139,14.1938
cuda,densenet121,64,1.0145,2.6103,8.8889
cuda,dla102,64,0.9995,1.5199,11.0734
cuda,dm_nfnet_f0,128,0.9999,2.4219,17.8887
cuda,dpn107,32,0.9995,2.9067,15.3601
cuda,eca_botnext26ts_256,64,0.9990,1.2083,8.5076
cuda,eca_halonext26ts,64,0.9990,1.3249,8.5746
cuda,ecaresnet101d,64,0.9994,1.9086,13.6386
cuda,ese_vovnet19b_dw,128,0.9995,0.9252,10.0608
cuda,fbnetc_100,128,0.9995,1.4698,7.2657
cuda,fbnetv3_b,128,0.9993,2.3324,11.4424
cuda,gernet_l,128,0.9991,1.6316,9.8493
cuda,ghostnet_100,128,0.9996,1.2597,5.6183
cuda,gluon_inception_v3,128,0.9996,1.6608,14.3016
cuda,gluon_senet154,32,0.9985,3.0534,18.3561
cuda,gluon_xception65,32,0.9995,1.6858,15.7475
cuda,gmixer_24_224,64,0.9991,1.3404,8.9801
cuda,gmlp_s16_224,64,0.9989,1.2869,10.1901
cuda,hardcorenas_a,128,0.9995,1.0927,6.2937
cuda,hrnet_w18,2,1.0064,4.3307,1.5296
cuda,inception_v3,128,0.9997,1.6540,14.3016
cuda,jx_nest_base,32,1.0001,1.8046,13.6074
cuda,lcnet_050,128,1.0097,0.8069,2.2639
cuda,legacy_senet154,32,0.9986,2.7820,18.3397
cuda,mixer_b16_224,64,1.0003,0.9760,11.1291
cuda,mixnet_l,64,0.9993,3.8763,7.9449
cuda,mnasnet_100,128,0.9994,1.2872,6.0789
cuda,mobilenetv2_100,128,0.9990,1.2833,10.3905
cuda,mobilenetv3_large_100,128,0.9990,1.3427,6.1111
cuda,mobilevit_s,32,1.0098,1.4229,6.4215
cuda,nasnetalarge,16,0.9989,4.9303,20.1628
cuda,nfnet_l0,64,0.9994,1.7619,7.8501
cuda,pit_b_224,64,1.0000,1.4049,15.5646
cuda,pnasnet5large,16,0.9994,4.1447,21.6207
cuda,poolformer_m36,64,0.9996,2.1135,18.9738
cuda,regnety_002,128,1.0149,1.2165,2.7448
cuda,repvgg_a2,128,0.9996,1.4698,6.7305
cuda,res2net101_26w_4s,64,0.9989,2.4100,13.3551
cuda,res2net50_14w_8s,2,1.0017,1.8878,1.7498
cuda,res2next50,2,1.0035,1.2705,1.7040
cuda,resmlp_12_224,128,0.9994,0.9098,7.8078
cuda,resnest101e,32,0.9992,2.5023,10.6787
cuda,resnet18,128,0.9993,0.4746,3.6598
cuda,rexnet_100,128,0.9992,1.5218,12.2212
cuda,sebotnet33ts_256,64,0.9994,1.5457,11.0666
cuda,selecsls42b,128,0.9994,0.8602,7.8371
cuda,spnasnet_100,128,0.9993,1.3997,6.6721
cuda,swin_base_patch4_window7_224,64,0.9995,3.0154,19.6381
cuda,swsl_resnext101_32x16d,32,0.9995,1.7942,24.1429
cuda,tf_efficientnet_b0,128,0.9995,1.7068,11.9009
cuda,tf_mixnet_l,64,0.9995,4.1972,8.7177
cuda,tinynet_a,128,0.9993,1.5908,9.5805
cuda,tnt_s_patch16_224,64,0.9995,2.2617,10.7897
cuda,twins_pcpvt_base,32,1.0032,2.3027,8.1213
cuda,visformer_small,128,0.9998,1.1689,12.9602
cuda,vit_base_patch16_224,64,0.9997,1.2452,14.1287
cuda,volo_d1_224,64,0.9995,1.8872,10.9361
cuda,xcit_large_24_p8_224,5,1.0014,2.8598,14.6165
