dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,2,1.320144,3.459832
cuda,AlbertForQuestionAnswering,2,1.314252,3.388924
cuda,AllenaiLongformerBase,1,4.839877,11.069427
cuda,BartForCausalLM,2,1.395968,3.324743
cuda,BartForConditionalGeneration,1,3.487143,8.767585
cuda,BertForMaskedLM,64,1.616336,3.295939
cuda,BertForQuestionAnswering,64,1.599761,3.174337
cuda,BigBird,1,7.956077,3.577978
cuda,BlenderbotSmallForCausalLM,64,0.988049,2.094829
cuda,BlenderbotSmallForConditionalGeneration,32,2.296987,5.778831
cuda,CamemBert,1,1.614241,3.169050
cuda,DebertaForMaskedLM,4,3.460142,6.930685
cuda,DebertaForQuestionAnswering,4,3.420518,6.736129
cuda,DistilBertForMaskedLM,16,0.793999,1.767761
cuda,DistilBertForQuestionAnswering,32,0.774611,1.774710
cuda,DistillGPT2,1,0.887453,1.569943
cuda,ElectraForCausalLM,1,1.585612,3.191683
cuda,ElectraForQuestionAnswering,64,1.604187,3.204774
cuda,GPT2ForSequenceClassification,4,1.725773,3.156231
cuda,GoogleFnet,1,1.022263,1.933342
cuda,LayoutLMForMaskedLM,16,1.722831,3.281044
cuda,LayoutLMForSequenceClassification,16,1.753438,3.367213
cuda,M2M100ForConditionalGeneration,2,3.366269,8.409158
cuda,MBartForCausalLM,16,1.448873,3.173476
cuda,MBartForConditionalGeneration,8,3.605779,8.863945
cuda,MT5ForConditionalGeneration,2,3.590064,7.706427
cuda,MegatronBertForCausalLM,2,3.425216,6.782863
cuda,MegatronBertForQuestionAnswering,8,3.502941,6.754706
cuda,MobileBertForMaskedLM,16,7.883973,17.149094
cuda,MobileBertForQuestionAnswering,32,7.978100,17.049023
cuda,OPTForCausalLM,4,1.461602,3.241378
cuda,PLBartForCausalLM,16,0.831031,1.738117
cuda,PLBartForConditionalGeneration,8,1.750177,4.151429
cuda,PegasusForCausalLM,8,1.374407,3.127238
cuda,PegasusForConditionalGeneration,4,3.214889,8.333830
cuda,RobertaForCausalLM,4,1.650661,3.304180
cuda,RobertaForQuestionAnswering,64,1.606041,3.208772
cuda,Speech2Text2ForCausalLM,64,0.842953,1.598849
cuda,T5ForConditionalGeneration,4,2.526398,4.892540
cuda,T5Small,1,2.314072,4.895784
cuda,TrOCRForCausalLM,8,1.346643,3.167250
cuda,XGLMForCausalLM,1,2.777836,6.632145
cuda,XLNetLMHeadModel,4,4.317889,15.310958
cuda,YituTechConvBert,1,2.295777,5.361326
