dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,27.104065,21.899371,18.947323,10.671952,2.565640,16.795814,4.397494,2.108915,0.321705,26.120209,9.139703
cuda,Background_Matting,4,23.700792,19.715205,15.717736,9.091959,2.531521,16.843556,5.871367,2.993533,0.242698,30.431735,10.475296
cuda,LearningToPaint,96,14.356889,12.969755,9.108373,6.348131,1.263598,10.778934,1.246604,0.744284,0.076619,20.967278,5.771473
cuda,Super_SloMo,6,23.608999,20.733292,17.431287,10.799344,2.884165,16.782513,5.945652,2.726404,0.151532,9.017691,6.932668
cuda,alexnet,128,6.547846,6.064624,2.745214,2.353562,0.183513,6.306205,0.934167,0.327945,0.016155,4.146777,3.981446
cuda,attention_is_all_you_need_pytorch,256,27.206251,22.987592,19.902863,11.307919,2.835916,18.579967,4.707704,2.336690,0.388635,32.679218,10.340894
cuda,dcgan,32,6.270035,5.848591,2.606509,2.105627,0.332928,3.262227,0.207466,0.115926,0.012869,1.504350
cuda,demucs,4,14.698715,13.081598,9.742182,8.653161,0.462839,13.923354,1.161790,0.679322,0.045122,8.147540,5.764049
cuda,densenet121,4,52.882248,45.264354,41.363072,24.085464,6.761967,36.568087,13.911762,6.364074,0.716745,54.207640,20.044160
cuda,drq,1,8.219829,7.556711,3.658231,3.185283,0.133121,5.066074,0.190733,0.114146,0.016220,2.027352
cuda,fastNLP_Bert,6,30.516792,25.560670,21.870687,14.451866,2.320788,20.364453,4.072953,2.428187,0.326554,7.262501,8.422833
cuda,functorch_dp_cifar10,64,12.590322,11.180919,8.133953,5.429922,1.343888,11.176432,2.427724,1.095814,0.069417,34.601941,7.167842
cuda,hf_Albert,8,19.156143,16.679503,13.754458,7.094880,1.894606,12.151791,3.466694,1.550883,0.155947,9.463027,7.106802
