dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,8.145434,5.613139,5.599404
cuda,AlbertForQuestionAnswering,4,8.046411,5.562896,5.549001
cuda,AllenaiLongformerBase,4,30.219877,18.757733,18.714705
cuda,BartForCausalLM,4,11.628994,5.380506,5.362910
cuda,BartForConditionalGeneration,2,25.537423,13.875693,13.857053
cuda,BertForMaskedLM,16,10.440688,5.319933,5.305598
cuda,BertForQuestionAnswering,16,10.443942,5.317358,5.302963
cuda,BlenderbotForCausalLM,4,21.601539,10.329931,10.307790
cuda,BlenderbotSmallForCausalLM,64,8.121361,3.675276,3.658973
cuda,BlenderbotSmallForConditionalGeneration,64,16.765053,9.086762,9.071837
cuda,CamemBert,16,10.667421,5.435719,5.420778
cuda,DebertaForMaskedLM,4,12.915752,5.786771,5.756515
cuda,DebertaForQuestionAnswering,8,12.818955,5.496530,5.465374
cuda,DebertaV2ForMaskedLM,1,25.281693,10.189238,10.143407
cuda,DebertaV2ForQuestionAnswering,2,25.678518,10.378389,10.332508
cuda,DistilBertForMaskedLM,128,5.411596,2.851489,2.837478
cuda,DistilBertForQuestionAnswering,256,5.367951,2.855294,2.841409
cuda,DistillGPT2,16,5.114539,2.598480,2.584382
cuda,ElectraForCausalLM,32,13.322631,5.752060,5.736967
cuda,ElectraForQuestionAnswering,64,10.619861,5.418671,5.404427
cuda,GPT2ForSequenceClassification,4,9.567025,4.839954,4.826150
cuda,LayoutLMForMaskedLM,16,11.021532,5.491481,5.476892
cuda,LayoutLMForSequenceClassification,16,10.988808,5.498635,5.483838
cuda,M2M100ForConditionalGeneration,16,24.729003,13.267202,13.245872
cuda,MBartForCausalLM,4,11.693318,5.371816,5.352884
cuda,MBartForConditionalGeneration,2,25.230163,13.723363,13.703515
cuda,MT5ForConditionalGeneration,16,17.641533,10.084849,10.069719
cuda,MegatronBertForCausalLM,4,20.721638,10.783598,10.767040
cuda,MegatronBertForQuestionAnswering,8,20.583290,10.698191,10.680200
cuda,MobileBertForMaskedLM,64,37.619799,22.130633,22.108667
cuda,MobileBertForQuestionAnswering,128,37.395522,22.081886,22.059832
cuda,OPTForCausalLM,2,10.660144,5.394691,5.377461
cuda,PLBartForCausalLM,8,6.614057,2.860177,2.844630
cuda,PLBartForConditionalGeneration,4,16.317077,7.073470,7.055633
cuda,PegasusForCausalLM,32,11.176309,5.123698,5.105367
cuda,PegasusForConditionalGeneration,32,18.879216,13.701817,13.682482
cuda,RobertaForCausalLM,16,10.554682,5.366981,5.351900
cuda,RobertaForQuestionAnswering,16,10.576079,5.380274,5.365974
cuda,Speech2Text2ForCausalLM,256,6.055818,2.613377,2.596598
cuda,T5ForConditionalGeneration,4,12.139793,6.830845,6.815656
cuda,T5Small,4,12.293741,6.932369,6.917279
cuda,TrOCRForCausalLM,32,11.802161,5.593163,5.573986
cuda,XGLMForCausalLM,8,20.317762,11.002252,10.979932
cuda,XLNetLMHeadModel,8,26.784968,16.570539,16.552442
cuda,YituTechConvBert,16,19.326571,8.482494,8.466357
