dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,26.662120,22.050477,19.117538,10.621042,2.606590,16.749914,4.359040,2.094961,0.320271,11.508322,26.963114,20.448662
cuda,Background_Matting,4,23.405610,20.118351,16.386772,9.343447,2.541937,16.848186,5.762008,2.981100,0.241922,16.476541,31.781513,26.720018
cuda,LearningToPaint,96,14.267660,12.876410,8.845542,6.039709,1.010446,10.163622,1.248283,0.749178,0.076331,12.436679,24.225874,17.649788
cuda,Super_SloMo,6,23.836166,20.694630,17.380820,10.768475,2.889625,16.935742,5.882172,2.710649,0.153065,9.207247,6.898741
cuda,alexnet,128,6.653698,6.172673,2.853463,2.442236,0.183990,6.120326,0.946044,0.328882,0.015881,4.356692,8.229639,4.204545
cuda,attention_is_all_you_need_pytorch,256,27.145301,22.989596,19.917899,11.339103,2.528302,18.744957,4.937244,2.332085,0.401150,14.358503,32.642457,24.525093
cuda,dcgan,32,6.300286,5.881418,2.635725,2.133573,0.333407,3.293839,0.210928,0.116151,0.012987,0.116956,1.625966
cuda,demucs,4,14.466128,12.940373,9.550756,8.540205,0.464962,13.750979,1.151215,0.676072,0.045794,5.401732,7.971447,11.108722
cuda,densenet121,4,52.281158,45.165385,41.683025,24.476581,6.760189,36.316237,13.724379,5.650279,0.706751,28.065215,56.552553,47.452867
cuda,drq,1,6.861652,6.215153,3.024330,2.564382,0.128569,4.248521,0.187749,0.112083,0.016072,0.266844,2.093146
cuda,fastNLP_Bert,6,31.099832,26.250407,22.315449,14.778781,2.068508,20.839829,4.407994,2.158921,0.318141,0.549485,6.580944,8.878889
