dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.277695,11.576737,4.079859,2.134867,8.727002,3.256799,1.134564,0.146914,1.300115,8.171186,0.804290
cuda,AlbertForQuestionAnswering,4,13.294323,11.594661,4.076240,2.110654,8.604088,3.201386,1.117693,0.142717,0.953822,7.681895,0.413078
cuda,AllenaiLongformerBase,4,56.187991,48.882062,29.183528,7.715161,35.563182,15.284231,5.070966,0.435987,16.384426,0.665544,30.842959
cuda,BartForCausalLM,4,15.863001,14.048716,6.420301,2.075000,9.852161,3.468793,1.485376,0.286537,2.195787,2.421864,7.797373
cuda,BartForConditionalGeneration,2,39.314875,34.816509,14.818907,6.051369,21.606849,9.765516,3.730793,1.125883,0.557991,1.182752,13.650445
cuda,BertForMaskedLM,16,15.229433,13.175811,5.122670,2.200342,8.238247,3.576653,1.479918,0.281180,1.779341,7.196891,1.444375
cuda,BertForQuestionAnswering,16,15.333609,13.251403,5.075532,2.188277,8.176922,3.565283,1.485372,0.283768,1.381303,6.772109,1.008142
cuda,BlenderbotSmallForCausalLM,64,10.007895,8.871230,3.504348,1.359716,6.219446,2.055768,1.009607,0.171956,2.772360,6.912347,2.551832
cuda,BlenderbotSmallForConditionalGeneration,64,26.477805,23.377241,9.881445,3.963855,14.262034,5.770873,2.573774,0.623085,2.119217,1.827001,10.637881
cuda,CamemBert,16,15.265750,13.184456,5.033543,2.229384,8.202079,3.615386,1.489889,0.287275,0.703111,6.202595,0.333523
cuda,DebertaForMaskedLM,4,29.465538,23.632018,14.188030,3.246958,17.561719,4.799758,2.293006,0.364274,15.122322,0.950489,22.002330
cuda,DebertaForQuestionAnswering,8,29.632633,23.805564,14.404427,3.257783,17.797198,4.830342,2.323760,0.363715,16.191797,1.817266,23.101238
cuda,DebertaV2ForMaskedLM,1,43.369828,33.043628,16.581829,3.921701,20.543709,5.680145,2.970292,0.625719,34.495256,1.560720,42.810462
cuda,DebertaV2ForQuestionAnswering,2,43.326065,32.936400,16.527307,4.767998,20.977549,6.785992,3.516865,0.646418,34.292569,0.575831,43.942072
cuda,DistilBertForMaskedLM,128,8.565126,7.722605,3.416423,1.187079,5.456386,1.688722,0.815148,0.123625,1.381266,4.661039,1.133782
cuda,DistilBertForQuestionAnswering,256,8.515040,7.647873,3.315526,1.152300,5.469508,1.737637,0.813360,0.117506,0.801095,4.160251,0.554725
cuda,DistillGPT2,16,9.024189,8.047404,4.144566,1.282353,6.325525,1.885836,0.796545,0.108627,1.705607,1.898051,5.217369
cuda,ElectraForCausalLM,32,17.351456,15.224899,6.981763,2.264464,13.099031,3.788078,1.578319,0.286870,3.641198,3.034750,12.127565
cuda,ElectraForQuestionAnswering,64,15.345127,13.263402,5.125033,2.245765,10.232528,3.638957,1.503298,0.288568,2.116676,9.571697,1.733978
cuda,GPT2ForSequenceClassification,4,14.445265,12.412539,5.298273,2.491480,8.218796,3.231598,1.411009,0.247352,1.791553,7.488365,1.413688
cuda,LayoutLMForMaskedLM,16,17.670599,15.356153,7.054816,2.295236,10.282799,3.722932,1.517658,0.293919,1.839964,1.823257,7.467130
