dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.327190,8.988614,3.398386,1.859551,7.326854,3.045804,1.053682,0.136935,1.515284,7.384900,0.891749
cuda,AlbertForQuestionAnswering,4,10.355739,9.009035,3.388865,1.820858,7.545529,3.000499,1.020194,0.134225,1.101721,7.160097,0.509004
cuda,BartForCausalLM,4,12.906395,11.454163,5.774494,1.813227,8.993243,2.880456,1.241401,0.240824,1.386759,1.463317,6.506331
cuda,BartForConditionalGeneration,2,32.623812,28.966200,13.882776,5.155449,20.178599,8.165001,3.129298,0.897344,0.659700,1.155856,12.331561
cuda,BertForMaskedLM,16,12.495466,10.726239,4.339586,1.946019,7.425892,3.132177,1.278204,0.244344,1.946287,7.069109,1.433351
cuda,BertForQuestionAnswering,16,12.633702,10.901040,4.580544,1.907177,7.527439,3.074624,1.264158,0.235014,1.520833,6.464447,1.009411
cuda,BlenderbotSmallForCausalLM,64,8.275102,7.351330,3.285435,1.404022,5.430117,1.866760,0.862856,0.146383,2.503001,6.113486,2.092171
cuda,BlenderbotSmallForConditionalGeneration,64,20.668645,18.242630,8.241478,2.990408,12.414438,5.268323,2.086277,0.496585,2.122410,1.804161,9.434746
cuda,CamemBert,16,12.486188,10.738300,4.546894,2.145076,7.305053,3.142222,1.295489,0.245064,0.873804,5.867760,0.344427
cuda,DebertaForMaskedLM,4,25.364107,19.940485,11.892577,2.669271,15.212805,3.960147,1.934218,0.328467,14.873734,0.834397,21.107295
cuda,DebertaForQuestionAnswering,8,25.627572,20.177418,12.116834,2.651134,15.699306,3.940344,1.922511,0.328294,15.579067,1.793748,22.054061
cuda,DebertaV2ForMaskedLM,1,35.072261,26.360775,13.812069,3.011627,17.304339,4.209398,2.201180,0.556194,32.867265,1.456703,39.759668
cuda,DebertaV2ForQuestionAnswering,2,35.009141,26.231317,13.521915,3.702608,17.700097,5.216591,2.742017,0.560242,33.063203,0.507757,41.337366
cuda,DistilBertForMaskedLM,128,6.853299,6.184413,2.861913,1.009578,4.736181,1.671347,0.681037,0.107495,1.499362,4.429691,1.185147
cuda,DistilBertForQuestionAnswering,256,6.863920,6.176852,2.804936,1.007562,4.847624,1.723787,0.685600,0.106521,0.922927,4.020660,0.577612
cuda,DistillGPT2,16,9.406645,8.571383,5.414303,1.100344,7.334648,1.552034,0.894782,0.093931,1.561895,2.146815,4.625337
cuda,ElectraForCausalLM,32,14.027259,12.257742,6.018820,2.136837,11.690123,3.272067,1.340318,0.241258,3.692090,3.036607,11.593965
cuda,ElectraForQuestionAnswering,64,12.509782,10.757015,4.542065,1.951388,9.571782,3.164753,1.286078,0.243926,2.309521,9.564755,1.757219
cuda,GPT2ForSequenceClassification,4,14.455379,12.692348,6.968234,2.310344,9.490303,3.041126,1.247798,0.206506,1.320151,1.486873,6.235282
cuda,GoogleFnet,16,9.962991,9.002725,5.800198,1.176026,9.409799,1.618038,0.657407,0.109496,3.804899,1.760786,8.659458
cuda,LayoutLMForMaskedLM,16,15.059118,13.048876,6.378172,2.016444,9.507965,3.467962,1.301961,0.242603,1.953402,1.875221,7.191004
cuda,LayoutLMForSequenceClassification,16,14.910198,12.939790,6.477546,1.954779,11.329493,3.977191,1.510260,0.239913,7.034343,6.928691,13.930740
cuda,M2M100ForConditionalGeneration,16,30.642006,26.940859,12.065928,4.230208,19.086255,7.362661,3.210334,0.685424,3.836213,8.630224,15.301156
cuda,MBartForCausalLM,4,14.461522,12.969784,7.146743,1.871143,10.355997,2.965563,1.284425,0.240191,1.383674,1.356027,6.551093
cuda,MBartForConditionalGeneration,2,31.962695,28.284665,12.946396,4.855838,18.512635,8.123564,3.178976,0.928117,0.964992,0.524093,11.920575
cuda,MT5ForConditionalGeneration,16,23.898597,20.346088,8.747782,3.494907,14.028423,5.793021,1.872024,0.450771,3.961638,20.555835,12.907633
cuda,MegatronBertForCausalLM,4,24.522375,21.169110,8.632125,4.056106,13.278405,6.607965,2.524787,0.608585,1.111131,9.990077,0.390901
cuda,MegatronBertForQuestionAnswering,8,24.430503,21.055732,8.527987,4.046879,13.386737,6.518899,2.512675,0.619395,1.610135,10.691286,0.779008
cuda,MobileBertForMaskedLM,64,34.786088,27.664267,7.210502,5.760816,19.170675,9.644630,4.297948,2.366018,3.199565,21.253267,1.730771
cuda,MobileBertForQuestionAnswering,128,34.647127,27.508759,7.010844,5.685797,18.668952,9.079454,4.290607,2.404616,2.718778,20.724718,1.008077
cuda,OPTForCausalLM,2,13.361820,11.973701,6.084778,1.851794,9.082432,3.602000,1.334705,0.237748,1.462005,1.694433,6.394164
cuda,PLBartForCausalLM,8,8.460719,7.737943,4.459283,1.007585,6.707053,1.545234,0.701623,0.109629,1.082113,1.197574,4.383897
cuda,PLBartForConditionalGeneration,4,17.361412,15.377478,7.242220,2.517247,11.433609,4.520139,1.724280,0.364572,1.720248,1.680559,8.548154
cuda,PegasusForCausalLM,32,13.344045,11.925141,6.118570,1.952826,9.607721,3.162662,1.284161,0.243078,1.751937,1.583323,7.281466
