,Compiler,torchbench,huggingface,timm_models
eager,eager,1.0x,1.02x,1.0x
ts_nvfuser,ts_nvfuser,1.14x,1.11x,1.18x
aot_eager,aot_eager,1.0x,1.0x,1.0x
aot_cudagraphs,aot_cudagraphs,1.1x,1.17x,1.06x
aot_nvfuser,aot_nvfuser,1.18x,1.23x,1.22x
inductor_cudagraphs,inductor_cudagraphs,1.46x,1.53x,1.35x
