dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,1.0010
cuda,AlbertForQuestionAnswering,2,1.0003
cuda,AllenaiLongformerBase,1,1.0235
cuda,BartForCausalLM,2,0.9997
cuda,BartForConditionalGeneration,1,1.0142
cuda,BertForMaskedLM,64,0.9977
cuda,BertForQuestionAnswering,64,0.9998
cuda,BigBird,1,0.9896
cuda,BlenderbotSmallForCausalLM,64,1.0003
cuda,BlenderbotSmallForConditionalGeneration,32,1.0121
cuda,CamemBert,1,1.0605
cuda,DebertaForMaskedLM,4,0.9547
cuda,DebertaForQuestionAnswering,4,0.9494
cuda,DistilBertForMaskedLM,16,1.0336
cuda,DistilBertForQuestionAnswering,32,1.0268
cuda,DistillGPT2,1,1.0361
cuda,ElectraForCausalLM,1,1.0560
cuda,ElectraForQuestionAnswering,64,1.0003
cuda,GPT2ForSequenceClassification,4,0.9995
cuda,GoogleFnet,1,0.9951
cuda,LayoutLMForMaskedLM,16,0.9996
cuda,LayoutLMForSequenceClassification,16,0.9997
cuda,M2M100ForConditionalGeneration,2,1.0162
cuda,MBartForCausalLM,16,1.0081
cuda,MBartForConditionalGeneration,8,1.0234
cuda,MT5ForConditionalGeneration,2,1.0251
cuda,MegatronBertForCausalLM,2,1.0618
cuda,MegatronBertForQuestionAnswering,8,1.0553
cuda,MobileBertForMaskedLM,16,1.0231
cuda,MobileBertForQuestionAnswering,32,1.0274
cuda,OPTForCausalLM,4,1.0229
cuda,PLBartForCausalLM,16,1.0096
cuda,PLBartForConditionalGeneration,8,1.0174
cuda,PegasusForCausalLM,8,1.0116
cuda,PegasusForConditionalGeneration,4,1.0161
cuda,RobertaForCausalLM,4,1.0607
cuda,RobertaForQuestionAnswering,64,1.0001
cuda,Speech2Text2ForCausalLM,64,1.0095
cuda,T5ForConditionalGeneration,4,0.9994
cuda,T5Small,1,1.0149
cuda,TrOCRForCausalLM,8,1.0082
cuda,XGLMForCausalLM,1,1.0133
cuda,XLNetLMHeadModel,4,0.9989
cuda,YituTechConvBert,1,1.0317
