dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,4.322292,0.000903
cuda,beit_base_patch16_224,64,2.993266,0.000863
cuda,botnet26t_256,128,2.200362,0.000830
cuda,cait_m36_384,4,10.475333,0.001443
cuda,coat_lite_mini,128,2.380415,0.000726
cuda,convit_base,64,2.837826,0.000867
cuda,convmixer_768_32,32,1.500288,0.000350
cuda,convnext_base,64,4.527842,0.001168
cuda,crossvit_9_240,128,4.011922,0.000802
cuda,cspdarknet53,64,4.107022,0.000928
cuda,deit_base_distilled_patch16_224,64,2.255727,0.000966
cuda,dla102,128,4.659455,0.000930
cuda,dm_nfnet_f0,128,3.967383,0.000815
cuda,dpn107,32,6.943845,0.001120
cuda,eca_botnext26ts_256,128,2.246960,0.000757
cuda,eca_halonext26ts,128,2.340599,0.000663
cuda,ese_vovnet19b_dw,128,1.678464,0.000625
cuda,fbnetc_100,128,3.982698,0.001135
cuda,fbnetv3_b,128,6.462778,0.001445
cuda,gernet_l,128,3.552609,0.000868
cuda,ghostnet_100,128,5.676981,0.000989
cuda,gluon_inception_v3,128,4.027696,0.000798
cuda,gluon_xception65,32,5.603934,0.001015
cuda,gmixer_24_224,128,4.096649,0.001012
cuda,gmlp_s16_224,128,4.023384,0.000904
cuda,hrnet_w18,128,7.340284,0.000529
cuda,inception_v3,128,4.107445,0.000877
cuda,jx_nest_base,32,4.594566,0.000983
cuda,lcnet_050,128,1.748213,0.000711
cuda,mixer_b16_224,128,1.906733,0.000637
cuda,mixnet_l,128,5.738597,0.001064
cuda,mnasnet_100,128,3.029624,0.000884
cuda,mobilenetv2_100,128,3.099279,0.000901
cuda,mobilenetv3_large_100,128,3.169891,0.000872
cuda,mobilevit_s,64,3.754857,0.001175
cuda,nfnet_l0,128,3.637942,0.000831
cuda,pit_b_224,64,2.515695,0.000752
cuda,pnasnet5large,16,5.610622,0.000408
cuda,poolformer_m36,64,4.904950,0.001186
cuda,regnety_002,128,3.194522,0.000802
cuda,repvgg_a2,128,3.460102,0.000855
cuda,res2net101_26w_4s,64,7.905502,0.001129
cuda,res2net50_14w_8s,128,6.876930,0.001111
cuda,res2next50,128,3.874492,0.000962
cuda,resmlp_12_224,128,1.835525,0.000820
cuda,resnest101e,64,8.495184,0.001301
cuda,rexnet_100,128,4.159365,0.001230
cuda,sebotnet33ts_256,64,1.966823,0.000480
cuda,selecsls42b,128,1.784590,0.000823
cuda,spnasnet_100,128,3.707941,0.000897
cuda,swin_base_patch4_window7_224,64,6.404500,0.001644
cuda,swsl_resnext101_32x16d,32,4.836693,0.000926
cuda,tf_efficientnet_b0,128,3.782617,0.000947
cuda,tf_mixnet_l,128,6.199580,0.001014
cuda,tinynet_a,128,4.379386,0.000954
cuda,tnt_s_patch16_224,128,5.215912,0.000957
cuda,twins_pcpvt_base,64,7.622076,0.001390
cuda,visformer_small,128,1.896912,0.000670
cuda,vit_base_patch16_224,64,2.191274,0.000798
cuda,volo_d1_224,64,3.584808,0.000801
cuda,xcit_large_24_p8_224,5,9.374589,0.001269
