,Compiler,torchbench,huggingface,timm_models
eager,eager,"97%, 56/58","100%, 45/45","100%, 61/61"
aot_eager,aot_eager,"95%, 55/58","100%, 45/45","95%, 58/61"
inductor,inductor,"86%, 50/58","91%, 41/45","95%, 58/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"86%, 50/58","98%, 44/45","95%, 58/61"
